handle,caption_name,location_lower,location,type,groups,exclude_groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
italyinmelb,"Italian Consulate in Melbourne, Australia",Australia,,,australia;italy,,,"Italian Consulate in Melbourne, Australia",,dgm_vcstartup_mentioner,5ab9dd64cec53ec053ee758cff9d5d88,dgm_vcstartup_mentioner__5ab9dd64cec53ec053ee758cff9d5d88
oficubabonn,"Cuban Diplomatic Office in Bonn, Germany",Germany,,,germany;cuba,,,"Cuban Diplomatic Office in Bonn, Germany",,dgm_vcstartup_mentioner,dfbbd5ce9b1edf27bd50856ff4785073,dgm_vcstartup_mentioner__dfbbd5ce9b1edf27bd50856ff4785073
ukinsierraleone,UK Embassy in Sierra Leone,Sierra Leone,,,sierra leone;uk,,,UK Embassy in Sierra Leone,,dgm_vcstartup_mentioner,8f63f7ec935585ce684e5157945a890c,dgm_vcstartup_mentioner__8f63f7ec935585ce684e5157945a890c
embamextt,Mexican Embassy in Trinidad and Tobago,Trinidad and Tobago,,,trinidad and tobago;mexico,,,Mexican Embassy in Trinidad and Tobago,,dgm_vcstartup_mentioner,34e0ac3927a6c2e5c2a5933be8c9aca2,dgm_vcstartup_mentioner__34e0ac3927a6c2e5c2a5933be8c9aca2
consulmexbro,"Mexican Consulate in Brownsville, TX",United States,,,united states;mexico,,,"Mexican Consulate in Brownsville, TX",,dgm_vcstartup_mentioner,3076231385f05ba2fc2ab8f6fd5b9fe7,dgm_vcstartup_mentioner__3076231385f05ba2fc2ab8f6fd5b9fe7
usmissionjuba,US Embassy in South Sudan,South Sudan,,,south sudan;united states,,,US Embassy in South Sudan,,dgm_vcstartup_mentioner,9257d623792113411e7d617e1deb1781,dgm_vcstartup_mentioner__9257d623792113411e7d617e1deb1781
embespanabyh,Spanish Embassy in Bosnia and Herzegovina,Bosnia and Herzegovina,,,bosnia and herzegovina;spain,,,Spanish Embassy in Bosnia and Herzegovina,,dgm_vcstartup_mentioner,5a2391c5534b5b40ceba74ba7cd07c8f,dgm_vcstartup_mentioner__5a2391c5534b5b40ceba74ba7cd07c8f
usembpretoria,US Embassy in South Africa,South Africa,,,south africa;united states,,,US Embassy in South Africa,,dgm_vcstartup_mentioner,204bece8b6ae4893765ef4402579165b,dgm_vcstartup_mentioner__204bece8b6ae4893765ef4402579165b
embamexjp,Mexican Embassy in Japan,Japan,,,japan;mexico,,,Mexican Embassy in Japan,,dgm_vcstartup_mentioner,57dfd6c6a499136370e0ab8bb257a584,dgm_vcstartup_mentioner__57dfd6c6a499136370e0ab8bb257a584
mexonu,Mexican Mission to UN,United States,,,united states;mexico,,,Mexican Mission to UN,,dgm_vcstartup_mentioner,7734371ae55a5c7be51339e8f5d3323f,dgm_vcstartup_mentioner__7734371ae55a5c7be51339e8f5d3323f
cgcanatlanta,"Canadian Consulate in Atlanta, GA",United States,,,united states;canada,,,"Canadian Consulate in Atlanta, GA",,dgm_vcstartup_mentioner,adf7f03d3d66491d335e0a66ca1afdac,dgm_vcstartup_mentioner__adf7f03d3d66491d335e0a66ca1afdac
cecumilan,"Ecuadorian Consulate in Milan, Italy",Italy,,,italy;ecuador,,,"Ecuadorian Consulate in Milan, Italy",,dgm_vcstartup_mentioner,80359728f279b3a5ff5981ad40605d55,dgm_vcstartup_mentioner__80359728f279b3a5ff5981ad40605d55
somalicgdubai,"Somali Consulate in Dubai, UAE",UAE,,,uae;somalia,,,"Somali Consulate in Dubai, UAE",,dgm_vcstartup_mentioner,83d61f56fcb129de3ce0708f6b700636,dgm_vcstartup_mentioner__83d61f56fcb129de3ce0708f6b700636
indiaintanzania,Indian Embassy in Tanzania,Tanzania,,,tanzania;india,,,Indian Embassy in Tanzania,,dgm_vcstartup_mentioner,7e226d330b3fc2bff467a29b99961e57,dgm_vcstartup_mentioner__7e226d330b3fc2bff467a29b99961e57
cancgatlanta,"Canadian Consulate in Atlanta, GA",United States,,,united states;canada,,,"Canadian Consulate in Atlanta, GA",,dgm_vcstartup_mentioner,adf7f03d3d66491d335e0a66ca1afdac,dgm_vcstartup_mentioner__adf7f03d3d66491d335e0a66ca1afdac
ambcanfinlande,Canadian Embassy in Finland,Finland,,,finland;canada,,,Canadian Embassy in Finland,,dgm_vcstartup_mentioner,a5f78b7a655f69d2e2bfc145dc2f8088,dgm_vcstartup_mentioner__a5f78b7a655f69d2e2bfc145dc2f8088
rwandainindia,Rwandan Embassy in India,India,,,india;rwanda,,,Rwandan Embassy in India,,dgm_vcstartup_mentioner,8147c6f1c88f5aeb01779bfc71cc1b0b,dgm_vcstartup_mentioner__8147c6f1c88f5aeb01779bfc71cc1b0b
ethiopia_un,Ethiopian Mission to UN,United States,,,united states;ethiopia,,,Ethiopian Mission to UN,,dgm_vcstartup_mentioner,568d63382854259208ecbd3863e2bc08,dgm_vcstartup_mentioner__568d63382854259208ecbd3863e2bc08
consulmexdelrio,"Mexican Consulate in Del Rio, TX",United States,,,united states;mexico,,,"Mexican Consulate in Del Rio, TX",,dgm_vcstartup_mentioner,837393948c3625a106d86bc3cf230c26,dgm_vcstartup_mentioner__837393948c3625a106d86bc3cf230c26
nlatun,Dutch Mission to UN,United States,,,united states;netherlands,,,Dutch Mission to UN,,dgm_vcstartup_mentioner,a5aaab6ba32ae02c4868db735d07205d,dgm_vcstartup_mentioner__a5aaab6ba32ae02c4868db735d07205d
peruenhonduras,Peruvian Embassy in Honduras,Honduras,,,honduras;peru,,,Peruvian Embassy in Honduras,,dgm_vcstartup_mentioner,ae93d04bc28c7600ae375df9efce3966,dgm_vcstartup_mentioner__ae93d04bc28c7600ae375df9efce3966
consulmexnuo,"Mexican Consulate in New Orleans, LA",United States,,,united states;mexico,,,"Mexican Consulate in New Orleans, LA",,dgm_vcstartup_mentioner,0bd7f09b1ed5696929bee88c3bb4da5d,dgm_vcstartup_mentioner__0bd7f09b1ed5696929bee88c3bb4da5d
maltaineu,Maltese Mission to EU,Belgium,,,belgium;malta,,,Maltese Mission to EU,,dgm_vcstartup_mentioner,513ac1aed9cb6bb60e03b6af298d73e3,dgm_vcstartup_mentioner__513ac1aed9cb6bb60e03b6af298d73e3
haitisuriname,"Haitian Consulate in Paramaribo, Suriname",Suriname,,,suriname;haiti,,,"Haitian Consulate in Paramaribo, Suriname",,dgm_vcstartup_mentioner,8a946146858e51f340217974d29cafbe,dgm_vcstartup_mentioner__8a946146858e51f340217974d29cafbe
embamextai,Mexican Embassy in Thailand,Thailand,,,thailand;mexico,,,Mexican Embassy in Thailand,,dgm_vcstartup_mentioner,bfcadc68fddc2bc8c757f4756a222a1f,dgm_vcstartup_mentioner__bfcadc68fddc2bc8c757f4756a222a1f
azembassytj,Azerbaijani Embassy in Tajikistan,Tajikistan,,,tajikistan;azerbaijan,,,Azerbaijani Embassy in Tajikistan,,dgm_vcstartup_mentioner,2ab6e11e4eb6a55fa4bcfccc6a6baba4,dgm_vcstartup_mentioner__2ab6e11e4eb6a55fa4bcfccc6a6baba4
canadadownunder,Canadian Embassy in Australia,Australia,,,australia;canada,,,Canadian Embassy in Australia,,dgm_vcstartup_mentioner,3ec59253c7f680b874caa6bd980c1d03,dgm_vcstartup_mentioner__3ec59253c7f680b874caa6bd980c1d03
vienna_kz,Kazakh Embassy in Austria,Austria,,,austria;kazakhstan,,,Kazakh Embassy in Austria,,dgm_vcstartup_mentioner,80cd0e66c3b3fd98decb20f342296556,dgm_vcstartup_mentioner__80cd0e66c3b3fd98decb20f342296556
rusembassyj,Russian Embassy in Japan,Japan,,,japan;russia,,,Russian Embassy in Japan,,dgm_vcstartup_mentioner,2b8fba83ec6e9cc0f9902e50be69c5a4,dgm_vcstartup_mentioner__2b8fba83ec6e9cc0f9902e50be69c5a4
azmissionmont,Azerbaijani MIssion to Montenegro,Montenegro,,,montenegro;azerbaijan,,,Azerbaijani MIssion to Montenegro,,dgm_vcstartup_mentioner,6f83ec7091a537c96eb43e940cc383e3,dgm_vcstartup_mentioner__6f83ec7091a537c96eb43e940cc383e3
embajadardencol,Dominican Republic Embassy in Colombia,Colombia,,,colombia;dominican republic,,,Dominican Republic Embassy in Colombia,,dgm_vcstartup_mentioner,73391561c9a8ffc4b9eb94a3c1de5fa7,dgm_vcstartup_mentioner__73391561c9a8ffc4b9eb94a3c1de5fa7
usconsquebec,"US Consulate in Montreal, Canada",Canada,,,canada;united states,,,"US Consulate in Montreal, Canada",,dgm_vcstartup_mentioner,47557fab28fefe0cc75c3acbe16245a6,dgm_vcstartup_mentioner__47557fab28fefe0cc75c3acbe16245a6
euinlibya,EU Mission to Libya,Libya,,,libya;eu,,,EU Mission to Libya,,dgm_vcstartup_mentioner,52bae59fe300b02bbee7cddcc3cfe90d,dgm_vcstartup_mentioner__52bae59fe300b02bbee7cddcc3cfe90d
luxbotschaft,Luxembourg Embassy in Germany,Germany,,,germany;luxembourg,,,Luxembourg Embassy in Germany,,dgm_vcstartup_mentioner,3b7adaa81096098c97d75c54beeddce9,dgm_vcstartup_mentioner__3b7adaa81096098c97d75c54beeddce9
azmissionbih,Azerbaijani Embassy in Bosnia and Herzegovina,Bosnia and Herzegovina,,,bosnia and herzegovina;azerbaijan,,,Azerbaijani Embassy in Bosnia and Herzegovina,,dgm_vcstartup_mentioner,08f14c55e3d2dd96ca0456c0f89b2623,dgm_vcstartup_mentioner__08f14c55e3d2dd96ca0456c0f89b2623
ukinerbil,"UK Consulate in Erbil, Iraq",Iraq,,,iraq;uk,,,"UK Consulate in Erbil, Iraq",,dgm_vcstartup_mentioner,395235537c47cc37ca59359734869078,dgm_vcstartup_mentioner__395235537c47cc37ca59359734869078
consvenbilbao,"Venezuelan Consulate in Bilbao, Spain",Spain,,,spain;venezuela,,,"Venezuelan Consulate in Bilbao, Spain",,dgm_vcstartup_mentioner,eb6101eff45e99fcea5a85000b488acd,dgm_vcstartup_mentioner__eb6101eff45e99fcea5a85000b488acd
rusembassyarm,Russian Embassy in Armenia,Armenia,,,armenia;russia,,,Russian Embassy in Armenia,,dgm_vcstartup_mentioner,06d322bd19afac177ef9f6ef601ffe15,dgm_vcstartup_mentioner__06d322bd19afac177ef9f6ef601ffe15
azembassy,Azerbaijani Embassy in Kyrgyzstan,Kyrgyzstan,,,kyrgyzstan;azerbaijan,,,Azerbaijani Embassy in Kyrgyzstan,,dgm_vcstartup_mentioner,308e8fe8405975484217bed8b8e762d7,dgm_vcstartup_mentioner__308e8fe8405975484217bed8b8e762d7
singaporeembmnl,Singaporean Embassy in Philippines,Philippines,,,philippines;singapore,,,Singaporean Embassy in Philippines,,dgm_vcstartup_mentioner,2990fc7ba701aa81ed7f14c0b12099af,dgm_vcstartup_mentioner__2990fc7ba701aa81ed7f14c0b12099af
canadatett,Canadian High Commissioner to Trinidad and Tobago,Trinidad and Tobago,,,trinidad and tobago;canada,,,Canadian High Commissioner to Trinidad and Tobago,,dgm_vcstartup_mentioner,22c7b152462bf32f49c3e27eb7d60c6d,dgm_vcstartup_mentioner__22c7b152462bf32f49c3e27eb7d60c6d
canadatandt,Canadian High Commissioner to Trinidad and Tobago,Trinidad and Tobago,,,trinidad and tobago;canada,,,Canadian High Commissioner to Trinidad and Tobago,,dgm_vcstartup_mentioner,22c7b152462bf32f49c3e27eb7d60c6d,dgm_vcstartup_mentioner__22c7b152462bf32f49c3e27eb7d60c6d
embofmsiabuenos,Malaysian Embassy in Argentina,Argentina,,,argentina;malaysia,,,Malaysian Embassy in Argentina,,dgm_vcstartup_mentioner,8cf394481dc88bc1db64d48d23f1c777,dgm_vcstartup_mentioner__8cf394481dc88bc1db64d48d23f1c777
embamexpay,Mexican Embassy in Paraguay,Paraguay,,,paraguay;mexico,,,Mexican Embassy in Paraguay,,dgm_vcstartup_mentioner,49ab5ab5e9c74318d388cd0bb464249d,dgm_vcstartup_mentioner__49ab5ab5e9c74318d388cd0bb464249d
ueennicaragua,EU Mission to Nicaragua,Nicaragua,,,nicaragua;eu,,,EU Mission to Nicaragua,,dgm_vcstartup_mentioner,5bb3f24ec9881f82176e92d7e38494ed,dgm_vcstartup_mentioner__5bb3f24ec9881f82176e92d7e38494ed
palestine_un,Palestinian Authority Mission to UN,United States,,,united states;palestine,,,Palestinian Authority Mission to UN,,dgm_vcstartup_mentioner,a1ca1d9f006b22b7b763a2815a543e4c,dgm_vcstartup_mentioner__a1ca1d9f006b22b7b763a2815a543e4c
azembgermany,Azerbaijani Embassy in Germany,Germany,,,germany;azerbaijan,,,Azerbaijani Embassy in Germany,,dgm_vcstartup_mentioner,2fa9c3f846a7f2b039e7317f556ed94d,dgm_vcstartup_mentioner__2fa9c3f846a7f2b039e7317f556ed94d
espoea,Spanish Mission to OAS,United States,,,united states;spain,,,Spanish Mission to OAS,,dgm_vcstartup_mentioner,ebf33ab25ea0faea7cb983a0e8d4f1ee,dgm_vcstartup_mentioner__ebf33ab25ea0faea7cb983a0e8d4f1ee
irlscotland,"Irish Consulate in Edinburgh, UK",UK,,,uk;ireland;united kingdom,,,"Irish Consulate in Edinburgh, UK",,dgm_vcstartup_mentioner,91fbf212fc59ff4ab4eb04f10a07374c,dgm_vcstartup_mentioner__91fbf212fc59ff4ab4eb04f10a07374c
cgisfo,"Indian Consulate in San Francisco, CA",United States,,,united states;india,,,"Indian Consulate in San Francisco, CA",,dgm_vcstartup_mentioner,00180c5f7a5aa8c5d30767fcca856e82,dgm_vcstartup_mentioner__00180c5f7a5aa8c5d30767fcca856e82
consulmexfila,"Mexican Consulate in Philadelphia, PA",United States,,,united states;mexico,,,"Mexican Consulate in Philadelphia, PA",,dgm_vcstartup_mentioner,99e9027ec8d29881dc9d10cb19d4cb99,dgm_vcstartup_mentioner__99e9027ec8d29881dc9d10cb19d4cb99
nlinpanama,Dutch Embassy in Panama,Panama,,,panama;netherlands,,,Dutch Embassy in Panama,,dgm_vcstartup_mentioner,d8a2e859208691a14bdefc84ec1d6755,dgm_vcstartup_mentioner__d8a2e859208691a14bdefc84ec1d6755
tzhighcom,Tanzanian High Commission to Kenya,Kenya,,,kenya;tanzania,,,Tanzanian High Commission to Kenya,,dgm_vcstartup_mentioner,73cb01e9d875e8b71353f752e60aea2a,dgm_vcstartup_mentioner__73cb01e9d875e8b71353f752e60aea2a
consulmexrio,"Mexican Consulate in Rio de Janeiro, Brazil",Brazil,,,brazil;mexico,,,"Mexican Consulate in Rio de Janeiro, Brazil",,dgm_vcstartup_mentioner,a16bacc8353ea6b750e05ca64ac8d460,dgm_vcstartup_mentioner__a16bacc8353ea6b750e05ca64ac8d460
catalonia_eu,"Catalonia, Spain Mission to EU",Belgium,,,belgium;spain,,,"Catalonia, Spain Mission to EU",,dgm_vcstartup_mentioner,1b3cc890f0086394c1960fde1e6ed103,dgm_vcstartup_mentioner__1b3cc890f0086394c1960fde1e6ed103
embamexcuba,Mexican Embassy in Cuba,Cuba,,,cuba;mexico,,,Mexican Embassy in Cuba,,dgm_vcstartup_mentioner,ce6be85b37c17a00af8b67961fe8378f,dgm_vcstartup_mentioner__ce6be85b37c17a00af8b67961fe8378f
finlandinindia,Finnish Embassy in India,India,,,india;finland,,,Finnish Embassy in India,,dgm_vcstartup_mentioner,08d882dee6b1ed583c13baeae1eceb1f,dgm_vcstartup_mentioner__08d882dee6b1ed583c13baeae1eceb1f
usconstoronto,"US Consulate in Toronto, Canada",Canada,,,canada;united states,,,"US Consulate in Toronto, Canada",,dgm_vcstartup_mentioner,25c400c4e51c21a21000bbc2e8a5f311,dgm_vcstartup_mentioner__25c400c4e51c21a21000bbc2e8a5f311
usconscalgary,"US Consulate in Calgary, Canada",Canada,,,canada;united states,,,"US Consulate in Calgary, Canada",,dgm_vcstartup_mentioner,450ae93afb2637d7779f63ea9fc476bf,dgm_vcstartup_mentioner__450ae93afb2637d7779f63ea9fc476bf
embamexrepdom,Mexican Embassy in Dominican Republic,Dominican Republic,,,dominican republic;mexico,,,Mexican Embassy in Dominican Republic,,dgm_vcstartup_mentioner,fac847143be9dec8e108c2bfbe118904,dgm_vcstartup_mentioner__fac847143be9dec8e108c2bfbe118904
azambassadefr,Azerbaijani Embassy in France,France,,,france;azerbaijan,,,Azerbaijani Embassy in France,,dgm_vcstartup_mentioner,bf0f8972f69fe772fc40aed04249b8ef,dgm_vcstartup_mentioner__bf0f8972f69fe772fc40aed04249b8ef
israelinthegulf,Israeli Mission to Gulf States,Jerusalem,,,jerusalem;israel,,,Israeli Mission to Gulf States,,dgm_vcstartup_mentioner,e0f178662b4ce163fb6debc572f7e322,dgm_vcstartup_mentioner__e0f178662b4ce163fb6debc572f7e322
canadauae,Canadian Embassy in UAE,UAE,,,uae;canada,,,Canadian Embassy in UAE,,dgm_vcstartup_mentioner,241a2e8bd0145979a9dbe1fb8b2b9131,dgm_vcstartup_mentioner__241a2e8bd0145979a9dbe1fb8b2b9131
ukincambodia,UK Embassy in Cambodia,Cambodia,,,cambodia;uk,,,UK Embassy in Cambodia,,dgm_vcstartup_mentioner,236622c4ed42cb2279f60d315deae290,dgm_vcstartup_mentioner__236622c4ed42cb2279f60d315deae290
consulrditalia,Dominican Republic Embassy in Italy,Italy,,,italy;dominican republic,,,Dominican Republic Embassy in Italy,,dgm_vcstartup_mentioner,949806a2d204155f54142095bba01cb6,dgm_vcstartup_mentioner__949806a2d204155f54142095bba01cb6
azdelunesco,Azerbaijani Mission to UNESCO,France,,,france;azerbaijan,,,Azerbaijani Mission to UNESCO,,dgm_vcstartup_mentioner,4573842561cef88eaefd175c8ae8bb45,dgm_vcstartup_mentioner__4573842561cef88eaefd175c8ae8bb45
embajadaespnz,Spanish Embassy in New Zealand,New Zealand,,,new zealand;spain,,,Spanish Embassy in New Zealand,,dgm_vcstartup_mentioner,f13c1aace76849240a30325fbc18847c,dgm_vcstartup_mentioner__f13c1aace76849240a30325fbc18847c
canadaauxeau,Canadian Embassy in UAE,UAE,,,uae;canada,,,Canadian Embassy in UAE,,dgm_vcstartup_mentioner,241a2e8bd0145979a9dbe1fb8b2b9131,dgm_vcstartup_mentioner__241a2e8bd0145979a9dbe1fb8b2b9131
embajadaespperu,Spanish Embassy in Peru,Peru,,,peru;spain,,,Spanish Embassy in Peru,,dgm_vcstartup_mentioner,9644e886aab48bacc609c6be1c37f6d0,dgm_vcstartup_mentioner__9644e886aab48bacc609c6be1c37f6d0
denmarkincanada,Danish Embassy in Canada,Canada,,,canada;denmark,,,Danish Embassy in Canada,,dgm_vcstartup_mentioner,5b65efadb06ad812e354f12056f6324d,dgm_vcstartup_mentioner__5b65efadb06ad812e354f12056f6324d
liberiamissioun,Liberian Mission to UN,United States,,,united states;liberia,,,Liberian Mission to UN,,dgm_vcstartup_mentioner,26cef5634d712704534a39757f701efa,dgm_vcstartup_mentioner__26cef5634d712704534a39757f701efa
ukinbotswana,UK Embassy in Botswana,Botswana,,,botswana;uk,,,UK Embassy in Botswana,,dgm_vcstartup_mentioner,7bae121c8c605d881cc47bdd498cff5e,dgm_vcstartup_mentioner__7bae121c8c605d881cc47bdd498cff5e
azembspain,Azerbaijani Embassy in Spain,Spain,,,spain;azerbaijan,,,Azerbaijani Embassy in Spain,,dgm_vcstartup_mentioner,6d3b48b29594f1fa4663430c59838e29,dgm_vcstartup_mentioner__6d3b48b29594f1fa4663430c59838e29
greeceinet,Greek Embassy in Ethiopia,Ethiopia,,,ethiopia;greece,,,Greek Embassy in Ethiopia,,dgm_vcstartup_mentioner,7e96b40d7e2593bc7f2acbc1f97a39d9,dgm_vcstartup_mentioner__7e96b40d7e2593bc7f2acbc1f97a39d9
azembassykz,Azerbaijani Embassy in Kazakhstan,Kazakhstan,,,kazakhstan;azerbaijan,,,Azerbaijani Embassy in Kazakhstan,,dgm_vcstartup_mentioner,dc3ae46f1555bb48b2cb38d0f1f35c5d,dgm_vcstartup_mentioner__dc3ae46f1555bb48b2cb38d0f1f35c5d
saembassykz,South African Embassy in Kazakhstan,Kazakhstan,,,kazakhstan;south africa,,,South African Embassy in Kazakhstan,,dgm_vcstartup_mentioner,3c5567b7d0e315fc9c5a0fd27c3edef2,dgm_vcstartup_mentioner__3c5567b7d0e315fc9c5a0fd27c3edef2
consuladoespmel,"Spanish Consulate in Melbourne, Australia",Australia,,,australia;spain,,,"Spanish Consulate in Melbourne, Australia",,dgm_vcstartup_mentioner,192b709bca4d07422807d1bebcd8653b,dgm_vcstartup_mentioner__192b709bca4d07422807d1bebcd8653b
embajadaespgta,Spanish Embassy in Guatemala,Guatemala,,,guatemala;spain,,,Spanish Embassy in Guatemala,,dgm_vcstartup_mentioner,2521c01e45ae5132c9cd92c5a75ac422,dgm_vcstartup_mentioner__2521c01e45ae5132c9cd92c5a75ac422
ukinafghanistan,UK Embassy in Afghanistan,Afghanistan,,,afghanistan;uk,,,UK Embassy in Afghanistan,,dgm_vcstartup_mentioner,7c59ead7c5747355402f1a42f4f86d79,dgm_vcstartup_mentioner__7c59ead7c5747355402f1a42f4f86d79
embassypakbel,Pakistani Embassy in Belgium,Belgium,,,belgium;pakistan,,,Pakistani Embassy in Belgium,,dgm_vcstartup_mentioner,da4992ec98bae774348e10a2b2171b87,dgm_vcstartup_mentioner__da4992ec98bae774348e10a2b2171b87
ukinethiopia,UK Embassy in Ethiopia,Ethiopia,,,ethiopia;uk,,,UK Embassy in Ethiopia,,dgm_vcstartup_mentioner,8664c03d47298c13f5e651df2f48cb31,dgm_vcstartup_mentioner__8664c03d47298c13f5e651df2f48cb31
azconsulateykt,"Azerbaijani Consulate in Yekaterinburg, Russia",Russia,,,russia;azerbaijan,,,"Azerbaijani Consulate in Yekaterinburg, Russia",,dgm_vcstartup_mentioner,982b3b8607d9263bec646b9248e21b1b,dgm_vcstartup_mentioner__982b3b8607d9263bec646b9248e21b1b
franceperou,French Embassy in Peru,Peru,,,peru;france,,,French Embassy in Peru,,dgm_vcstartup_mentioner,e762ec886d98c59f9c5d5dabda5bb418,dgm_vcstartup_mentioner__e762ec886d98c59f9c5d5dabda5bb418
ukinaustria,UK Embassy in Austria,Austria,,,austria;uk,,,UK Embassy in Austria,,dgm_vcstartup_mentioner,8b372291dc1850d2729dc88d45869aa0,dgm_vcstartup_mentioner__8b372291dc1850d2729dc88d45869aa0
tanemb_se,"Tanzanian Embassy to Nordic Countries, Baltic States, and Ukraine",Sweden,,,sweden;tanzania,,,"Tanzanian Embassy to Nordic Countries, Baltic States, and Ukraine",,dgm_vcstartup_mentioner,c4f672e53b6eacb956a67b2d6c13b6a3,dgm_vcstartup_mentioner__c4f672e53b6eacb956a67b2d6c13b6a3
azmissiongeneva,Azerbaijani Mission to UN,Switzerland,,,switzerland;azerbaijan,,,Azerbaijani Mission to UN,,dgm_vcstartup_mentioner,cd9d73b358ffda468e57d3795e531708,dgm_vcstartup_mentioner__cd9d73b358ffda468e57d3795e531708
azmissioncoe,Azerbaijani Mission to European Council,France,,,france;azerbaijan,,,Azerbaijani Mission to European Council,,dgm_vcstartup_mentioner,d6ba81cb4e78fb5e3fde2417d8ff5457,dgm_vcstartup_mentioner__d6ba81cb4e78fb5e3fde2417d8ff5457
ambasciataaze,Azerbaijani Embassy in Italy,Italy,,,italy;azerbaijan,,,Azerbaijani Embassy in Italy,,dgm_vcstartup_mentioner,a247e45d37e782d4c288bf30774a8f42,dgm_vcstartup_mentioner__a247e45d37e782d4c288bf30774a8f42
azmissionnato,Azerbaijani Mission to NATO,Belgium,,,belgium;azerbaijan,,,Azerbaijani Mission to NATO,,dgm_vcstartup_mentioner,0119dabba7fbe7a427cf971d6a8501cd,dgm_vcstartup_mentioner__0119dabba7fbe7a427cf971d6a8501cd
consulmexmon,"Mexican Consulate in Montreal, Canada",Canada,,,canada;mexico,,,"Mexican Consulate in Montreal, Canada",,dgm_vcstartup_mentioner,c6fe902cf3a09a77958ed156c1699fb0,dgm_vcstartup_mentioner__c6fe902cf3a09a77958ed156c1699fb0
consulfranceuk,"French Consulate in London, UK",UK,,,uk;france;united kingdom,,,"French Consulate in London, UK",,dgm_vcstartup_mentioner,8c283c797b3c60dadf1dec9b65bcbb23,dgm_vcstartup_mentioner__8c283c797b3c60dadf1dec9b65bcbb23
embespanalibano,Spanish Embassy in Lebanon,Lebanon,,,lebanon;spain,,,Spanish Embassy in Lebanon,,dgm_vcstartup_mentioner,588e7d13c4a0d9d31bb58245cf7dba0d,dgm_vcstartup_mentioner__588e7d13c4a0d9d31bb58245cf7dba0d
usambnato,US Ambassador to NATO,Belgium,,,belgium;united states,,,US Ambassador to NATO,,dgm_vcstartup_mentioner,c1e64866599ad159b0df7128f3274c4d,dgm_vcstartup_mentioner__c1e64866599ad159b0df7128f3274c4d
embamexlb,Mexican Embassy in Lebanon,Lebanon,,,lebanon;mexico,,,Mexican Embassy in Lebanon,,dgm_vcstartup_mentioner,bebd132ea027ba366a02fed234977f46,dgm_vcstartup_mentioner__bebd132ea027ba366a02fed234977f46
embespirlanda,Spanish Embassy in Ireland,Ireland,,,ireland;spain,,,Spanish Embassy in Ireland,,dgm_vcstartup_mentioner,0b1c74fb7e996a476d5c1503c03d3e3d,dgm_vcstartup_mentioner__0b1c74fb7e996a476d5c1503c03d3e3d
pakinindia,Pakistani High Commission to India,India,,,india;pakistan,,,Pakistani High Commission to India,,dgm_vcstartup_mentioner,e977472a6cfbf65b8248510751957a73,dgm_vcstartup_mentioner__e977472a6cfbf65b8248510751957a73
phlinsf,"Philippines Consulate in San Francisco, CA",United States,,,united states;philippines,,,"Philippines Consulate in San Francisco, CA",,dgm_vcstartup_mentioner,265252f82db3829c9f5f02537912272a,dgm_vcstartup_mentioner__265252f82db3829c9f5f02537912272a
argentinaun,Argentinian Mission to UN,United States,,,united states;argentina,,,Argentinian Mission to UN,,dgm_vcstartup_mentioner,37026c2654465de7ee90671484fb995a,dgm_vcstartup_mentioner__37026c2654465de7ee90671484fb995a
germanembassysa,German Embassy in South Africa,South Africa,,,south africa;germany,,,German Embassy in South Africa,,dgm_vcstartup_mentioner,f17ebfac78498af06500c38da57984c4,dgm_vcstartup_mentioner__f17ebfac78498af06500c38da57984c4
eukosovo,EU Mission to Kosovo,Kosovo,,,kosovo;eu,,,EU Mission to Kosovo,,dgm_vcstartup_mentioner,c2faebc76e681371e90362b0813243bf,dgm_vcstartup_mentioner__c2faebc76e681371e90362b0813243bf
africanunionun,African Union Mission to UN,United States,,,united states;african union,,,African Union Mission to UN,,dgm_vcstartup_mentioner,1b34c4013523a6a833cc4bcb77c7537d,dgm_vcstartup_mentioner__1b34c4013523a6a833cc4bcb77c7537d
belemb_nnovgoro,Belarusian Embassy in Russia,Russia,,,russia;belarus,,,Belarusian Embassy in Russia,,dgm_vcstartup_mentioner,4b171bed11c6bb3ae15713f5b743d574,dgm_vcstartup_mentioner__4b171bed11c6bb3ae15713f5b743d574
france_autriche,French Embassy in Austria,Austria,,,austria;france,,,French Embassy in Austria,,dgm_vcstartup_mentioner,f43d48cbbed2e363f76d278371f2bcaf,dgm_vcstartup_mentioner__f43d48cbbed2e363f76d278371f2bcaf
rusembkuw,Russian Embassy in Kuwait,Kuwait,,,kuwait;russia,,,Russian Embassy in Kuwait,,dgm_vcstartup_mentioner,39d9a0e4b5aaf669b2fabf1284164b3f,dgm_vcstartup_mentioner__39d9a0e4b5aaf669b2fabf1284164b3f
ambcanchili,Canadian Embassy in Chile,Chile,,,chile;canada,,,Canadian Embassy in Chile,,dgm_vcstartup_mentioner,60b79bfbb2d8605f0b78fe8ddfc53c7c,dgm_vcstartup_mentioner__60b79bfbb2d8605f0b78fe8ddfc53c7c
consespquito,"Spanish Consulate in Quito, Ecuador",Ecuador,,,ecuador;spain,,,"Spanish Consulate in Quito, Ecuador",,dgm_vcstartup_mentioner,62539e913d90f3d87efe29c1c1d47af1,dgm_vcstartup_mentioner__62539e913d90f3d87efe29c1c1d47af1
