handle,caption_name,country,state_province,city,capital_country,capital_state_province,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
robinswannmoh,Northern Irish Health Minister Swann,Northern Ireland,,,Belfast,,Keyphrase,Northern Irish Health Minister Swann,,gov_handles_mapping,5b9d23ef572d9f0a131cc6996fbb6bd9,gov_handles_mapping__5b9d23ef572d9f0a131cc6996fbb6bd9
jimallister,Northern Irish Assembly MP Allister,Northern Ireland,,,Belfast,,ForeignMinistry,Northern Irish Assembly MP Allister,,gov_handles_mapping,75877b9d107e069c6e9d5c3c7937c555,gov_handles_mapping__75877b9d107e069c6e9d5c3c7937c555
alcham49,Northern Irish Assembly MP Chambers,Northern Ireland,,,Belfast,,News,Northern Irish Assembly MP Chambers,,gov_handles_mapping,d49b0ba0a1c19ee9e0db6274ccffa13c,gov_handles_mapping__d49b0ba0a1c19ee9e0db6274ccffa13c
mmcilveendup,Northern Irish Assembly MP McIlveen,Northern Ireland,,,Belfast,,Person,Northern Irish Assembly MP McIlveen,,gov_handles_mapping,f3fc1ed30c07be5aa86f65d36cc32c09,gov_handles_mapping__f3fc1ed30c07be5aa86f65d36cc32c09
paulajaneb,Northern Irish Assembly MP Bradshaw,Northern Ireland,,,Belfast,,ForeignMinistry,Northern Irish Assembly MP Bradshaw,,gov_handles_mapping,a85051bcb2e89bfb9dc1e3546702f018,gov_handles_mapping__a85051bcb2e89bfb9dc1e3546702f018
andrewmuirni,Northern Irish Assembly MP Muir,Northern Ireland,,,Belfast,,LegislativeCommittee,Northern Irish Assembly MP Muir,,gov_handles_mapping,c45cc1c98d64ac762b5a3d202c2edfa1,gov_handles_mapping__c45cc1c98d64ac762b5a3d202c2edfa1
marieamcnair,Scottish Parliament MP McNair,Scotland,,,Edinburgh,,DiplomaticFacilities,Scottish Parliament MP McNair,,gov_handles_mapping,2773b1d6d9054456533b62ea5680f811,gov_handles_mapping__2773b1d6d9054456533b62ea5680f811
pamgosalmsp,Scottish Parliament MP Gosal,Scotland,,,Edinburgh,,space,Scottish Parliament MP Gosal,,gov_handles_mapping,c3983a4f454ec0bc1ca561a3e8f29469,gov_handles_mapping__c3983a4f454ec0bc1ca561a3e8f29469
beatricewishart,Scottish Parliament MP Wishart,Scotland,,,Edinburgh,,Organization,Scottish Parliament MP Wishart,,gov_handles_mapping,efde5fbae607c74051894ed2e2f57f8e,gov_handles_mapping__efde5fbae607c74051894ed2e2f57f8e
cgrahamemsp,Scottish Parliament MP Grahame,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Grahame,,gov_handles_mapping,e744b5c9632f824209c103a378bdec38,gov_handles_mapping__e744b5c9632f824209c103a378bdec38
craigwhoy1,Scottish Parliament MP Hoy,Scotland,,,Edinburgh,,ForeignMinister,Scottish Parliament MP Hoy,,gov_handles_mapping,bc0e0d1ada1f148307b7fe23bb8d7f68,gov_handles_mapping__bc0e0d1ada1f148307b7fe23bb8d7f68
tess4dundeewest,Scottish Parliament MP White,Scotland,,,Edinburgh,,Consulates,Scottish Parliament MP White,,gov_handles_mapping,aab729ee0b9361816127956233836846,gov_handles_mapping__aab729ee0b9361816127956233836846
labourrichard,Scottish Parliament MP Leonard,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Leonard,,gov_handles_mapping,41b7c31d96cdc04c86b6a870f5b1c6fd,gov_handles_mapping__41b7c31d96cdc04c86b6a870f5b1c6fd
evelyntweedsnp,Scottish Parliament MP Tweed,Scotland,,,Edinburgh,,Shipping,Scottish Parliament MP Tweed,,gov_handles_mapping,7693af2eae0c57af610e5543c5ccb130,gov_handles_mapping__7693af2eae0c57af610e5543c5ccb130
jbalfourmsp,Scottish Parliament MP Balfour,Scotland,,,Edinburgh,,Refinery,Scottish Parliament MP Balfour,,gov_handles_mapping,14d0f2fec3a83c5ad359b984ebae352d,gov_handles_mapping__14d0f2fec3a83c5ad359b984ebae352d
suejwebber,Scottish Parliament MP Webber,Scotland,,,Edinburgh,,Person,Scottish Parliament MP Webber,,gov_handles_mapping,27a19747ce7fa3d49e54c5f066d53f78,gov_handles_mapping__27a19747ce7fa3d49e54c5f066d53f78
paulmclennan7,Scottish Parliament MP McLennan,Scotland,,,Edinburgh,,CompanyKeyword,Scottish Parliament MP McLennan,,gov_handles_mapping,4bd2432d616ba2c72e4c4228c1bf99cb,gov_handles_mapping__4bd2432d616ba2c72e4c4228c1bf99cb
rachael2win,Scottish Parliament MP Hamilton,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Hamilton,,gov_handles_mapping,5620fdd48542746078a1f3ff8dc4f2bd,gov_handles_mapping__5620fdd48542746078a1f3ff8dc4f2bd
mgoldenmsp,Scottish Parliament MP Golden,Scotland,,,Edinburgh,,ForeignMinister,Scottish Parliament MP Golden,,gov_handles_mapping,69abf89f9917658aab11dc4b01848ca0,gov_handles_mapping__69abf89f9917658aab11dc4b01848ca0
cstevensonsnp,Scottish Parliament MP Stevenson,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Stevenson,,gov_handles_mapping,c70f4a31294a176eeb2535e987aeff54,gov_handles_mapping__c70f4a31294a176eeb2535e987aeff54
stephysnp,Scottish Parliament MP Callaghan,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Callaghan,,gov_handles_mapping,d67f0179c7aaaa785b522f16a52f7432,gov_handles_mapping__d67f0179c7aaaa785b522f16a52f7432
pauline4glasgow,Scottish Parliament MP McNeill,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP McNeill,,gov_handles_mapping,d05df5e8bcf15fcb9f4c97ce45683812,gov_handles_mapping__d05df5e8bcf15fcb9f4c97ce45683812
billkiddsnp,Scottish Parliament MP Kidd,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP Kidd,,gov_handles_mapping,0e4e631cd58d08255798ed713e5f8b39,gov_handles_mapping__0e4e631cd58d08255798ed713e5f8b39
deanlockhartmsp,Scottish Parliament MP Lockhart,Scotland,,,Edinburgh,,ForeignMinister,Scottish Parliament MP Lockhart,,gov_handles_mapping,663ac3595597af3bdebb9cdbb84ed178,gov_handles_mapping__663ac3595597af3bdebb9cdbb84ed178
nataliedon_,Scottish Parliament MP Don,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Don,,gov_handles_mapping,330f84314c8a8ddfc01c1e66fc0b089c,gov_handles_mapping__330f84314c8a8ddfc01c1e66fc0b089c
liam4orkney,Scottish Parliament MP McArthur,Scotland,,,Edinburgh,,Refinery,Scottish Parliament MP McArthur,,gov_handles_mapping,0a2966d517e157e4981eabf2733a780c,gov_handles_mapping__0a2966d517e157e4981eabf2733a780c
miles4lothian,Scottish Parliament MP Briggs,Scotland,,,Edinburgh,,space,Scottish Parliament MP Briggs,,gov_handles_mapping,dfaf215e3208e9bd6d9c5029528a31c0,gov_handles_mapping__dfaf215e3208e9bd6d9c5029528a31c0
fultonsnp,Scottish Parliament MP MacGregor,Scotland,,,Edinburgh,,News,Scottish Parliament MP MacGregor,,gov_handles_mapping,9f626911cdd320df4a38ea3e35a908a8,gov_handles_mapping__9f626911cdd320df4a38ea3e35a908a8
_kateforbes,Scottish Finance Secretary Forbes,Scotland,,,Edinburgh,,IndustryTerm,Scottish Finance Secretary Forbes,,gov_handles_mapping,ab7dbdef5716e922b5e3fec0f30e8944,gov_handles_mapping__ab7dbdef5716e922b5e3fec0f30e8944
jennygilruth,Scottish Parliament MP Gilruth,Scotland,,,Edinburgh,,Diplomat,Scottish Parliament MP Gilruth,,gov_handles_mapping,1cf1b1ed5c68ad9c70e8b58cd90c6858,gov_handles_mapping__1cf1b1ed5c68ad9c70e8b58cd90c6858
lornaslater,Scottish Parliament MP Slater,Scotland,,,Edinburgh,,LegislativeCommittee,Scottish Parliament MP Slater,,gov_handles_mapping,8373cad7c7f2d95efd54df6734488f2c,gov_handles_mapping__8373cad7c7f2d95efd54df6734488f2c
aewing4cbeath,Scottish Parliament MP Ewing,Scotland,,,Edinburgh,,News,Scottish Parliament MP Ewing,,gov_handles_mapping,f39060fc07398f2fbc49094f2c7f094a,gov_handles_mapping__f39060fc07398f2fbc49094f2c7f094a
mgallachermsp,Scottish Parliament MP Gallacher,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Gallacher,,gov_handles_mapping,45ca128cfd85ce63408c5fd267c9a3ba,gov_handles_mapping__45ca128cfd85ce63408c5fd267c9a3ba
ronamackaysnp,Scottish Parliament MP Mackay,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP Mackay,,gov_handles_mapping,e330fd826491f69e78f9c35f0bffe17a,gov_handles_mapping__e330fd826491f69e78f9c35f0bffe17a
jenni_minto,Scottish Parliament MP Minto,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Minto,,gov_handles_mapping,3f87596fe504ed45c18918585c800c23,gov_handles_mapping__3f87596fe504ed45c18918585c800c23
emma_roddick,Scottish Parliament MP Roddick,Scotland,,,Edinburgh,,Diplomat,Scottish Parliament MP Roddick,,gov_handles_mapping,e551aa3695b0d092abf687383191c0ea,gov_handles_mapping__e551aa3695b0d092abf687383191c0ea
emmaharpermsp,Scottish Parliament MP Harper,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP Harper,,gov_handles_mapping,c560a2388e636ab4a6bd351a0e1d6838,gov_handles_mapping__c560a2388e636ab4a6bd351a0e1d6838
douglas4moray,Scottish Parliament MP Ross,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP Ross,,gov_handles_mapping,efa7012fe047d179b969dba915598244,gov_handles_mapping__efa7012fe047d179b969dba915598244
jamiegreeneuk,Scottish Parliament MP Greene,Scotland,,,Edinburgh,,ForeignMinistry,Scottish Parliament MP Greene,,gov_handles_mapping,dc271e27c5ed17505ee5b6641bc4c0db,gov_handles_mapping__dc271e27c5ed17505ee5b6641bc4c0db
1edmountain,Scottish Parliament MP Mountain,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP Mountain,,gov_handles_mapping,05cf9447f98a13cda2a62919dd9817c2,gov_handles_mapping__05cf9447f98a13cda2a62919dd9817c2
mareetoddmsp,Scottish Parliament MP Todd,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Todd,,gov_handles_mapping,d6dd4ab5f363396f634cb0201a7d9bdb,gov_handles_mapping__d6dd4ab5f363396f634cb0201a7d9bdb
davidhtorrance,Scottish Parliament MP Torrance,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Torrance,,gov_handles_mapping,74e849c2c8e71a93fa4c7e13ef3b7c22,gov_handles_mapping__74e849c2c8e71a93fa4c7e13ef3b7c22
audrey4asnk,Scottish Parliament MP Nicoll,Scotland,,,Edinburgh,,ForeignMinistry,Scottish Parliament MP Nicoll,,gov_handles_mapping,654751f20ee6cbd3043336cf6f8b0add,gov_handles_mapping__654751f20ee6cbd3043336cf6f8b0add
karenadammsp,Scottish Parliament MP Adam,Scotland,,,Edinburgh,,DiplomaticFacilities,Scottish Parliament MP Adam,,gov_handles_mapping,8c2f843e76c5d44166128d9c31eec801,gov_handles_mapping__8c2f843e76c5d44166128d9c31eec801
williecoffeysnp,Scottish Parliament MP Coffey,Scotland,,,Edinburgh,,Shipping,Scottish Parliament MP Coffey,,gov_handles_mapping,0249be8c5aef3fd65e55fc844626c788,gov_handles_mapping__0249be8c5aef3fd65e55fc844626c788
ajaburnett,Scottish Parliament MP Burnett,Scotland,,,Edinburgh,,ForeignMinister,Scottish Parliament MP Burnett,,gov_handles_mapping,bbf4ab9adf479f09b8c245af8ff76803,gov_handles_mapping__bbf4ab9adf479f09b8c245af8ff76803
ivan_mckee,Scottish Parliament MP McKee,Scotland,,,Edinburgh,,Person,Scottish Parliament MP McKee,,gov_handles_mapping,da5028e697196f9a6fa728edcc094be0,gov_handles_mapping__da5028e697196f9a6fa728edcc094be0
gillianmacmsp,Scottish Parliament MP Mackay,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Mackay,,gov_handles_mapping,e330fd826491f69e78f9c35f0bffe17a,gov_handles_mapping__e330fd826491f69e78f9c35f0bffe17a
cmochan,Scottish Parliament MP Mochan,Scotland,,,Edinburgh,,Pipeline,Scottish Parliament MP Mochan,,gov_handles_mapping,c14f8d19c1e45f7491790e33b59d1fb3,gov_handles_mapping__c14f8d19c1e45f7491790e33b59d1fb3
siobhianayr,Scottish Parliament MP Brown,Scotland,,,Edinburgh,,CompanyKeyword,Scottish Parliament MP Brown,,gov_handles_mapping,c43f3c0a3dba59f57c30c01ea855bdc0,gov_handles_mapping__c43f3c0a3dba59f57c30c01ea855bdc0
mspliz,Scottish Parliament MP Smith,Scotland,,,Edinburgh,,space,Scottish Parliament MP Smith,,gov_handles_mapping,192624090a7217cf43e5eaf06260bea0,gov_handles_mapping__192624090a7217cf43e5eaf06260bea0
jackiedunbarsnp,Scottish Parliament MP Dunbar,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Dunbar,,gov_handles_mapping,6b1389b52d71b92a7a6435fea47e7faa,gov_handles_mapping__6b1389b52d71b92a7a6435fea47e7faa
kevinstewartsnp,Scottish Parliament MP Stewart,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Stewart,,gov_handles_mapping,ba67c141b4bfe936dc1720d495b5b829,gov_handles_mapping__ba67c141b4bfe936dc1720d495b5b829
kaukabstewart,Scottish Parliament MP Stewart,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP Stewart,,gov_handles_mapping,ba67c141b4bfe936dc1720d495b5b829,gov_handles_mapping__ba67c141b4bfe936dc1720d495b5b829
jimfairlielogie,Scottish Parliament MP Fairlie,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP Fairlie,,gov_handles_mapping,25781aa071619fc31437f1e61b5fd2cd,gov_handles_mapping__25781aa071619fc31437f1e61b5fd2cd
_mwhitfield,Scottish Parliament MP Whitfield,Scotland,,,Edinburgh,,ForeignMinistry,Scottish Parliament MP Whitfield,,gov_handles_mapping,ae755591442234ca194a1aad3354d8f6,gov_handles_mapping__ae755591442234ca194a1aad3354d8f6
ashtenrd,Scottish Parliament MP Denham,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Denham,,gov_handles_mapping,bae87ad2666a3a5193ce3f8ea35814c0,gov_handles_mapping__bae87ad2666a3a5193ce3f8ea35814c0
haughey_clare,Scottish Parliament MP Haughey,Scotland,,,Edinburgh,,space,Scottish Parliament MP Haughey,,gov_handles_mapping,c3a8732281bd7ace7a93ea2c5a400cb7,gov_handles_mapping__c3a8732281bd7ace7a93ea2c5a400cb7
fergusewingsnp,Scottish Parliament MP Ewing,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Ewing,,gov_handles_mapping,f39060fc07398f2fbc49094f2c7f094a,gov_handles_mapping__f39060fc07398f2fbc49094f2c7f094a
katysclark,Scottish Parliament MP Clark,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP Clark,,gov_handles_mapping,db050e3d50d990ea058d6b17460bfa57,gov_handles_mapping__db050e3d50d990ea058d6b17460bfa57
sandeshgulhane,Scottish Parliament MP Gulhane,Scotland,,,Edinburgh,,Person,Scottish Parliament MP Gulhane,,gov_handles_mapping,daad199f2cedee8695650148898b338e,gov_handles_mapping__daad199f2cedee8695650148898b338e
anniewellsmsp,Scottish Parliament MP Wells,Scotland,,,Edinburgh,,Organization,Scottish Parliament MP Wells,,gov_handles_mapping,652a081b6d02aa3712663fb4720958f8,gov_handles_mapping__652a081b6d02aa3712663fb4720958f8
grahamsmsp,Scottish Parliament MP Simpson,Scotland,,,Edinburgh,,Consulates,Scottish Parliament MP Simpson,,gov_handles_mapping,b80b19ab38738192d778794c7ca9427c,gov_handles_mapping__b80b19ab38738192d778794c7ca9427c
alexrowleyfife,Scottish Parliament MP Rowley,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Rowley,,gov_handles_mapping,cabc9f623e12b5a351f0b79f70f2f40f,gov_handles_mapping__cabc9f623e12b5a351f0b79f70f2f40f
jackiebmsp,Scottish Parliament MP Baillie,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Baillie,,gov_handles_mapping,be88c2e6ecd705b23e122c873d56df92,gov_handles_mapping__be88c2e6ecd705b23e122c873d56df92
mairimcallan,Scottish Parliament MP McAllan,Scotland,,,Edinburgh,,News,Scottish Parliament MP McAllan,,gov_handles_mapping,5d66203b42b7b55de2a5ef47cf36af33,gov_handles_mapping__5d66203b42b7b55de2a5ef47cf36af33
aconstancesnp,Scottish Parliament MP Constance,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Constance,,gov_handles_mapping,34a65c4909f700eb8aaf5ccdf89e3062,gov_handles_mapping__34a65c4909f700eb8aaf5ccdf89e3062
liamkerrmsp,Scottish Parliament MP Kerr,Scotland,,,Edinburgh,,space,Scottish Parliament MP Kerr,,gov_handles_mapping,02c6f398e851cb336003ec4f86c87e54,gov_handles_mapping__02c6f398e851cb336003ec4f86c87e54
mairigougeon,Scottish Rural Affairs Secretary Gougeon,Scotland,,,Edinburgh,,ForeignMinistry,Scottish Rural Affairs Secretary Gougeon,,gov_handles_mapping,555a001c1bcec7aba24ae5541e6e389b,gov_handles_mapping__555a001c1bcec7aba24ae5541e6e389b
markgriff1n,Scottish Parliament MP Griffin,Scotland,,,Edinburgh,,IndustryTerm,Scottish Parliament MP Griffin,,gov_handles_mapping,f45b3b4b342d21b8f92fe8d5713b6d8b,gov_handles_mapping__f45b3b4b342d21b8f92fe8d5713b6d8b
mathesonmichael,Scottish Transport Secretary Matheson,Scotland,,,Edinburgh,,Wells,Scottish Transport Secretary Matheson,,gov_handles_mapping,203b35bfec4c8531e17ff9d21315363b,gov_handles_mapping__203b35bfec4c8531e17ff9d21315363b
clareadamsonsnp,Scottish Parliament MP Adamson,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Adamson,,gov_handles_mapping,0adf83a006fb359028f1a83d8df66252,gov_handles_mapping__0adf83a006fb359028f1a83d8df66252
elenawhitham,Scottish Parliament MP Whitham,Scotland,,,Edinburgh,,Consulates,Scottish Parliament MP Whitham,,gov_handles_mapping,15d8c463c28edda74611b8b1dbe1d27d,gov_handles_mapping__15d8c463c28edda74611b8b1dbe1d27d
rhodagrant,Scottish Parliament MP Grant,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP Grant,,gov_handles_mapping,834adab06f9a2cb25e19bbcd739521c2,gov_handles_mapping__834adab06f9a2cb25e19bbcd739521c2
joefitzsnp,Scottish Parliament MP FitzPatrick,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP FitzPatrick,,gov_handles_mapping,b3ece27ef49be3bb4fe0254d96a82c36,gov_handles_mapping__b3ece27ef49be3bb4fe0254d96a82c36
sarahboyack,Scottish Parliament MP Boyack,Scotland,,,Edinburgh,,Exec,Scottish Parliament MP Boyack,,gov_handles_mapping,f2a930cd167b2e8892d8b3d3c5405346,gov_handles_mapping__f2a930cd167b2e8892d8b3d3c5405346
jackson_carlaw,Scottish Parliament MP Carlaw,Scotland,,,Edinburgh,,IndustryTerm,Scottish Parliament MP Carlaw,,gov_handles_mapping,67e73a18358bc4406d50667edf8477b9,gov_handles_mapping__67e73a18358bc4406d50667edf8477b9
murdo_fraser,Scottish Parliament MP Fraser,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Fraser,,gov_handles_mapping,cb4b9967dc85d67644f7a197fa486067,gov_handles_mapping__cb4b9967dc85d67644f7a197fa486067
colinsmythmsp,Scottish Parliament MP Smyth,Scotland,,,Edinburgh,,space,Scottish Parliament MP Smyth,,gov_handles_mapping,41477944ae580749ba98e66cd73c2aec,gov_handles_mapping__41477944ae580749ba98e66cd73c2aec
monicalennon7,Scottish Parliament MP Lennon,Scotland,,,Edinburgh,,Pipeline,Scottish Parliament MP Lennon,,gov_handles_mapping,1a93eb10e3ae72a69cab554b09cd6fd9,gov_handles_mapping__1a93eb10e3ae72a69cab554b09cd6fd9
russellfindlay1,Scottish Parliament MP Findlay,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Findlay,,gov_handles_mapping,40dbfd5d623e227a8e9f4b587cb88996,gov_handles_mapping__40dbfd5d623e227a8e9f4b587cb88996
rbfmaguire,Scottish Parliament MP Maguire,Scotland,,,Edinburgh,,Shipping,Scottish Parliament MP Maguire,,gov_handles_mapping,afb1bd61680235e803bb3025de6df6ee,gov_handles_mapping__afb1bd61680235e803bb3025de6df6ee
neilgraysnp,Scottish Parliament MP Gray,Scotland,,,Edinburgh,,Person,Scottish Parliament MP Gray,,gov_handles_mapping,3afbac56551bced8f7da93f28e3d90f7,gov_handles_mapping__3afbac56551bced8f7da93f28e3d90f7
jamiehepburn,Scottish Parliament MP Hepburn,Scotland,,,Edinburgh,,IndustryTerm,Scottish Parliament MP Hepburn,,gov_handles_mapping,8e9509b6f5da33bb4964662611b94045,gov_handles_mapping__8e9509b6f5da33bb4964662611b94045
christinasnp,Scottish Parliament MP McKelvie,Scotland,,,Edinburgh,,Media,Scottish Parliament MP McKelvie,,gov_handles_mapping,dbeb12c7f95b24d750ccec8a05854965,gov_handles_mapping__dbeb12c7f95b24d750ccec8a05854965
michaeljmarra,Scottish Parliament MP Marra,Scotland,,,Edinburgh,,Keyphrase,Scottish Parliament MP Marra,,gov_handles_mapping,85d7fb02ee2ef06b1e2b7abcbf22705a,gov_handles_mapping__85d7fb02ee2ef06b1e2b7abcbf22705a
thomascarthur,Scottish Parliament MP Arthur,Scotland,,,Edinburgh,,ForeignMinistry,Scottish Parliament MP Arthur,,gov_handles_mapping,93f799a0889865ea4da7f92b484fcf7b,gov_handles_mapping__93f799a0889865ea4da7f92b484fcf7b
uartlach,Scottish Parliament MP Beattie,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Beattie,,gov_handles_mapping,a779f4291ae60f1648fc2b26d0cc7854,gov_handles_mapping__a779f4291ae60f1648fc2b26d0cc7854
johnmasonmsp,Scottish Parliament MP Mason,Scotland,,,Edinburgh,,Legislator,Scottish Parliament MP Mason,,gov_handles_mapping,dc43352d131ced0604b45983daebfdc3,gov_handles_mapping__dc43352d131ced0604b45983daebfdc3
richardlochhead,Scottish Parliament MP Lochhead,Scotland,,,Edinburgh,,CompanyKeyword,Scottish Parliament MP Lochhead,,gov_handles_mapping,baa13de85916844fc1bf8fd91064192e,gov_handles_mapping__baa13de85916844fc1bf8fd91064192e
stumcmillansnp,Scottish Parliament MP McMillan,Scotland,,,Edinburgh,,News,Scottish Parliament MP McMillan,,gov_handles_mapping,be0a711270a7cac5c3d1129a2ecbb329,gov_handles_mapping__be0a711270a7cac5c3d1129a2ecbb329
fionahyslop,Scottish Parliament MP Hyslop,Scotland,,,Edinburgh,,Consulates,Scottish Parliament MP Hyslop,,gov_handles_mapping,7e4e491c0be91cf003acb90cd96d0951,gov_handles_mapping__7e4e491c0be91cf003acb90cd96d0951
johnswinney,Scottish Deputy First Minister Swinney,Scotland,,,Edinburgh,,Diplomat,Scottish Deputy First Minister Swinney,,gov_handles_mapping,00937b5484871d2b0b026b4601ceab90,gov_handles_mapping__00937b5484871d2b0b026b4601ceab90
bobdorissnp,Scottish Parliament MP Doris,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP Doris,,gov_handles_mapping,4e55aa1f662fceb1c02543a4aa1e61a1,gov_handles_mapping__4e55aa1f662fceb1c02543a4aa1e61a1
s_a_somerville,Scottish Education Secretary Somerville,Scotland,,,Edinburgh,,Organization,Scottish Education Secretary Somerville,,gov_handles_mapping,1546d756e2b74321fad61579bc43fbbe,gov_handles_mapping__1546d756e2b74321fad61579bc43fbbe
keithbrownsnp,Scottish Justice Secretary Brown,Scotland,,,Edinburgh,,DiplomaticFacilities,Scottish Justice Secretary Brown,,gov_handles_mapping,4bc4659689477a36134f24cd90cee381,gov_handles_mapping__4bc4659689477a36134f24cd90cee381
anassarwar,Scottish Parliament MP Sarwar,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Sarwar,,gov_handles_mapping,8bd478e2a334d8538ae376842dc63a6a,gov_handles_mapping__8bd478e2a334d8538ae376842dc63a6a
nicolasturgeon,Scottish First Minister Sturgeon,Scotland,,,Edinburgh,,ForeignMinister,Scottish First Minister Sturgeon,,gov_handles_mapping,1fbafa139fb4fd39ead854472f514802,gov_handles_mapping__1fbafa139fb4fd39ead854472f514802
glasgowcathcart,Scottish Parliament MP Dornan,Scotland,,,Edinburgh,,ForeignMinister,Scottish Parliament MP Dornan,,gov_handles_mapping,069a69018568de30b947330d58d992b7,gov_handles_mapping__069a69018568de30b947330d58d992b7
djohnsonmsp,Scottish Parliament MP Johnson,Scotland,,,Edinburgh,,Media,Scottish Parliament MP Johnson,,gov_handles_mapping,e4259c2b7b0ab490d700964a35445f0d,gov_handles_mapping__e4259c2b7b0ab490d700964a35445f0d
foysolchoudhury,Scottish Parliament MP Choudhury,Scotland,,,Edinburgh,,Refinery,Scottish Parliament MP Choudhury,,gov_handles_mapping,7ee574a64e0162789c6b9ec00fe8662f,gov_handles_mapping__7ee574a64e0162789c6b9ec00fe8662f
shonarobison,Scottish Social Justice Secretary Robison,Scotland,,,Edinburgh,,IndustryTerm,Scottish Social Justice Secretary Robison,,gov_handles_mapping,9ffa0980b747aebb4f9f62e9fbece5af,gov_handles_mapping__9ffa0980b747aebb4f9f62e9fbece5af
dajcameron,Scottish Parliament MP Cameron,Scotland,,,Edinburgh,,Keyphrase,Scottish Parliament MP Cameron,,gov_handles_mapping,dd498eff9d0f9d24bc9cd67d2f2065c4,gov_handles_mapping__dd498eff9d0f9d24bc9cd67d2f2065c4
jhalcrojohnston,Scottish Parliament MP Halcro Johnston,Scotland,,,Edinburgh,,DiplomaticFacilities,Scottish Parliament MP Halcro Johnston,,gov_handles_mapping,929faaf521d1340d18dd4dd334010239,gov_handles_mapping__929faaf521d1340d18dd4dd334010239
gmacdonaldsnp,Scottish Parliament MP MacDonald,Scotland,,,Edinburgh,,AAEntity,Scottish Parliament MP MacDonald,,gov_handles_mapping,d2d1418fee4a0658cb74a7703fbf844f,gov_handles_mapping__d2d1418fee4a0658cb74a7703fbf844f
pauljsweeney,Scottish Parliament MP Sweeney,Scotland,,,Edinburgh,,Organization,Scottish Parliament MP Sweeney,,gov_handles_mapping,bfd5e53d19b77b0ef1d791d2869b07d3,gov_handles_mapping__bfd5e53d19b77b0ef1d791d2869b07d3
markruskell,Scottish Parliament MP Ruskell,Scotland,,,Edinburgh,,Pipeline,Scottish Parliament MP Ruskell,,gov_handles_mapping,a04bd34075e40252ef02609032114b71,gov_handles_mapping__a04bd34075e40252ef02609032114b71
brianwhittle,Scottish Parliament MP Whittle,Scotland,,,Edinburgh,,Wells,Scottish Parliament MP Whittle,,gov_handles_mapping,79d7afac7ec754159eddad2d842b9cd1,gov_handles_mapping__79d7afac7ec754159eddad2d842b9cd1
benmacpherson,Scottish Parliament MP Macpherson,Scotland,,,Edinburgh,,ForeignMinister,Scottish Parliament MP Macpherson,,gov_handles_mapping,bc297cd7adb4697b8253517b3cc22842,gov_handles_mapping__bc297cd7adb4697b8253517b3cc22842
labourmercedes,Scottish Parliament MP Villalba,Scotland,,,Edinburgh,,Diplomat,Scottish Parliament MP Villalba,,gov_handles_mapping,c45c732ca976db1a636a7322cedaf3a2,gov_handles_mapping__c45c732ca976db1a636a7322cedaf3a2
pfokane,Scottish Parliament MP O’Kane,Scotland,,,Edinburgh,,FTO,Scottish Parliament MP O’Kane,,gov_handles_mapping,3d6ea2b3190ea2879ff297c51271e6fc,gov_handles_mapping__3d6ea2b3190ea2879ff297c51271e6fc
glasgowpam,Scottish Parliament MP Duncan-Glancy,Scotland,,,Edinburgh,,DiplomaticFacilities,Scottish Parliament MP Duncan-Glancy,,gov_handles_mapping,d27bf09267aba96d3e3534adb6dc3424,gov_handles_mapping__d27bf09267aba96d3e3534adb6dc3424
