keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
columbus department of public service,Columbus Department of Public Service,Columbus Department of Public Service,Columbus,columbus,SLGAgency,188120,3140002,,Slgagency,Columbus Department of Public Service,,dgm_LN_Mentionee_Int,0c62ccd7d7510918c0f07c4c5715f2b2,dgm_LN_Mentionee_Int__0c62ccd7d7510918c0f07c4c5715f2b2
columbus department of public utilities,Columbus Department of Public Utilities,Columbus Department of Public Utilities,Columbus,columbus,SLGAgency,188133,3140002,,Slgagency,Columbus Department of Public Utilities,,dgm_LN_Mentionee_Int,cb31c0c4e535f6399efebbd959a4ab41,dgm_LN_Mentionee_Int__cb31c0c4e535f6399efebbd959a4ab41
mecklenburg county parks and recreation,Mecklenburg County Parks and Recreation,Mecklenburg County Parks and Recreation,Charlotte,charlotte,SLGAgency,188120,3140002,,Slgagency,Mecklenburg County Parks and Recreation,,dgm_LN_Mentionee_Int,a8c8956869704ccecf3190d1af82b78f,dgm_LN_Mentionee_Int__a8c8956869704ccecf3190d1af82b78f
mecklenburg county department of health,Mecklenburg County Department of Health,Mecklenburg County Department of Health,Charlotte,charlotte,SLGAgency,188124,3140002,,Slgagency,Mecklenburg County Department of Health,,dgm_LN_Mentionee_Int,97af537fd6760b9e4da79853a8af4894,dgm_LN_Mentionee_Int__97af537fd6760b9e4da79853a8af4894
charlotte-mecklenburg schools board of education,Charlotte-Mecklenburg Schools Board of Education,Charlotte-Mecklenburg Schools Board of Education,Charlotte,charlotte,SLGAgency,188114,3140002,,Slgagency,Charlotte-Mecklenburg Schools Board of Education,,dgm_LN_Mentionee_Int,76efa3c4ded65421fa3d9727454d226b,dgm_LN_Mentionee_Int__76efa3c4ded65421fa3d9727454d226b
inlivian,Inlivian,Inlivian,Charlotte,charlotte,SLGAgency,188289,3140002,,Slgagency,Inlivian,,dgm_LN_Mentionee_Int,d611a78bafd885f36d3c1a60602c8c7e,dgm_LN_Mentionee_Int__d611a78bafd885f36d3c1a60602c8c7e
charlotte water,Charlotte Water,Charlotte Water Department,Charlotte,charlotte,SLGAgency,188242,3140002,,Slgagency,Charlotte Water Department,,dgm_LN_Mentionee_Int,0ad1e912482086a0c179a0b3df7bff70,dgm_LN_Mentionee_Int__0ad1e912482086a0c179a0b3df7bff70
san antonio metropolitan health district,San Antonio Metropolitan Health District,San Antonio Metropolitan Health District,San Antonio,san antonio,SLGAgency,188124,3140002,,Slgagency,San Antonio Metropolitan Health District,,dgm_LN_Mentionee_Int,5b5d439629f5e08e0f4917eb71ae59d9,dgm_LN_Mentionee_Int__5b5d439629f5e08e0f4917eb71ae59d9
txdotsanantonio,TxDOTSanAntonio,San Antonio Department of Transportation,San Antonio,san antonio,SLGAgency,188120,3140002,,Slgagency,San Antonio Department of Transportation,,dgm_LN_Mentionee_Int,7be24d529c00dab0f963cc6f82e66824,dgm_LN_Mentionee_Int__7be24d529c00dab0f963cc6f82e66824
san antonio department of transportation,San Antonio Department of Transportation,San Antonio Department of Transportation,San Antonio,san antonio,SLGAgency,188120,3140002,,Slgagency,San Antonio Department of Transportation,,dgm_LN_Mentionee_Int,7be24d529c00dab0f963cc6f82e66824,dgm_LN_Mentionee_Int__7be24d529c00dab0f963cc6f82e66824
san antonio housing authority,San Antonio Housing Authority,San Antonio Housing Authority,San Antonio,san antonio,SLGAgency,188289,3140002,,Slgagency,San Antonio Housing Authority,,dgm_LN_Mentionee_Int,dc33a32bfa1bd9aa3f219f13661e7f79,dgm_LN_Mentionee_Int__dc33a32bfa1bd9aa3f219f13661e7f79
satx housing authority,SATX Housing Authority,San Antonio Housing Authority,San Antonio,san antonio,SLGAgency,188289,3140002,,Slgagency,San Antonio Housing Authority,,dgm_LN_Mentionee_Int,dc33a32bfa1bd9aa3f219f13661e7f79,dgm_LN_Mentionee_Int__dc33a32bfa1bd9aa3f219f13661e7f79
san antonio department of human services,San Antonio Department of Human Services,San Antonio Department of Human Services,San Antonio,san antonio,SLGAgency,188120,3140002,,Slgagency,San Antonio Department of Human Services,,dgm_LN_Mentionee_Int,af7b1061f4dd13e32c9aa89eb57c72e7,dgm_LN_Mentionee_Int__af7b1061f4dd13e32c9aa89eb57c72e7
san antonio department of public works,San Antonio Department of Public Works,San Antonio Department of Public Works,San Antonio,san antonio,SLGAgency,188120,3140002,,Slgagency,San Antonio Department of Public Works,,dgm_LN_Mentionee_Int,58101a84b24804360b7ebbd140f94bd5,dgm_LN_Mentionee_Int__58101a84b24804360b7ebbd140f94bd5
san antonio water system,San Antonio Water System,San Antonio Water System,San Antonio,san antonio,SLGAgency,188242,3140002,,Slgagency,San Antonio Water System,,dgm_LN_Mentionee_Int,a6fac994d8bd94f6fd2e1f868a808b33,dgm_LN_Mentionee_Int__a6fac994d8bd94f6fd2e1f868a808b33
london department of environment,London Department of Environment,London Department of Environment,London,london,SLGAgency,188133,3140002,,Slgagency,London Department of Environment,,dgm_LN_Mentionee_Int,9674f448966dfd014588637403bb5526,dgm_LN_Mentionee_Int__9674f448966dfd014588637403bb5526
london green spaces commission,London Green Spaces Commission,London Green Spaces Commission,London,london,SLGAgency,188121,3140002,,Slgagency,London Green Spaces Commission,,dgm_LN_Mentionee_Int,c1b17f83fd7aa98ed7f00f45a7cc63fc,dgm_LN_Mentionee_Int__c1b17f83fd7aa98ed7f00f45a7cc63fc
transport for london,Transport for London,Transport for London,London,london,SLGAgency,188121,3140002,,Slgagency,Transport for London,,dgm_LN_Mentionee_Int,230fa2076a99895f1a4be3f820c6d34e,dgm_LN_Mentionee_Int__230fa2076a99895f1a4be3f820c6d34e
uk nhs,UK NHS,UK National Health Service,London,london,SLGAgency,188124,3140002,,Slgagency,UK National Health Service,,dgm_LN_Mentionee_Int,15d7ccd681d1b2acb2b0efd77aeb90bf,dgm_LN_Mentionee_Int__15d7ccd681d1b2acb2b0efd77aeb90bf
uk national health service,UK National Health Service,UK National Health Service,London,london,SLGAgency,188124,3140002,,Slgagency,UK National Health Service,,dgm_LN_Mentionee_Int,15d7ccd681d1b2acb2b0efd77aeb90bf,dgm_LN_Mentionee_Int__15d7ccd681d1b2acb2b0efd77aeb90bf
thames water,Thames Water,Thames Water Utilities,London,london,SLGAgency,188242,3140002,,Slgagency,Thames Water Utilities,,dgm_LN_Mentionee_Int,6a4ea3ccac33005fecf9c673f5e63fdf,dgm_LN_Mentionee_Int__6a4ea3ccac33005fecf9c673f5e63fdf
"toronto parks, forestry & recreation division","Toronto Parks, Forestry & Recreation Division","Toronto Parks, Forestry and Recreation Division",Toronto,toronto,SLGAgency,188133,3140002,,Slgagency,"Toronto Parks, Forestry and Recreation Division",,dgm_LN_Mentionee_Int,8d7a8085c5bec05c792df0b6278439a7,dgm_LN_Mentionee_Int__8d7a8085c5bec05c792df0b6278439a7
"toronto parks, forestry and recreation division","Toronto Parks, Forestry and Recreation Division","Toronto Parks, Forestry and Recreation Division",Toronto,toronto,SLGAgency,188133,3140002,,Slgagency,"Toronto Parks, Forestry and Recreation Division",,dgm_LN_Mentionee_Int,8d7a8085c5bec05c792df0b6278439a7,dgm_LN_Mentionee_Int__8d7a8085c5bec05c792df0b6278439a7
toronto transportation services,Toronto Transportation Services,Toronto Transportation Services,Toronto,toronto,SLGAgency,188121,3140002,,Slgagency,Toronto Transportation Services,,dgm_LN_Mentionee_Int,5932c1570767631b12b5f5cfab0987f5,dgm_LN_Mentionee_Int__5932c1570767631b12b5f5cfab0987f5
toronto environment & energy division,Toronto Environment & Energy Division,Toronto Environment and Energy Division,Toronto,toronto,SLGAgency,188133,3140002,,Slgagency,Toronto Environment and Energy Division,,dgm_LN_Mentionee_Int,13bc10a83fd72315cbf42063c820e1c9,dgm_LN_Mentionee_Int__13bc10a83fd72315cbf42063c820e1c9
"toronto shelter, support & housing administration","Toronto Shelter, Support & Housing Administration","Toronto Shelter, Support and Housing Administration",Toronto,toronto,SLGAgency,188289,3140002,,Slgagency,"Toronto Shelter, Support and Housing Administration",,dgm_LN_Mentionee_Int,af671d3f2888470d1440acc14e42ec1a,dgm_LN_Mentionee_Int__af671d3f2888470d1440acc14e42ec1a
toronto solid waste management services,Toronto Solid Waste Management Services,Toronto Solid Waste Management Services,Toronto,toronto,SLGAgency,188121,3140002,,Slgagency,Toronto Solid Waste Management Services,,dgm_LN_Mentionee_Int,1610dceeec639cf41097b43b8c4dc6ff,dgm_LN_Mentionee_Int__1610dceeec639cf41097b43b8c4dc6ff
toronto public health,Toronto Public Health,Toronto Public Health,Toronto,toronto,SLGAgency,188124,3140002,,Slgagency,Toronto Public Health,,dgm_LN_Mentionee_Int,c0034b0e2a72781dc8b2234a88606b3a,dgm_LN_Mentionee_Int__c0034b0e2a72781dc8b2234a88606b3a
toronto water,Toronto Water,Toronto Water Department,Toronto,toronto,SLGAgency,188242,3140002,,Slgagency,Toronto Water Department,,dgm_LN_Mentionee_Int,ecbdc3ca70b7a38edd1cf4480a1a78dc,dgm_LN_Mentionee_Int__ecbdc3ca70b7a38edd1cf4480a1a78dc
ottawa recreation and parks,Ottawa Recreation and Parks,Ottawa Recreation and Parks,Ottawa,ottawa,SLGAgency,188121,3140002,,Slgagency,Ottawa Recreation and Parks,,dgm_LN_Mentionee_Int,c9ac45abf75b0e53ccbc495e094915aa,dgm_LN_Mentionee_Int__c9ac45abf75b0e53ccbc495e094915aa
ottawa public health,Ottawa Public Health,Ottawa Public Health,Ottawa,ottawa,SLGAgency,188124,3140002,,Slgagency,Ottawa Public Health,,dgm_LN_Mentionee_Int,1d4d792949fc7584531e7c438555f342,dgm_LN_Mentionee_Int__1d4d792949fc7584531e7c438555f342
oc transpo,OC Transpo,OC Transpo,Ottawa,ottawa,SLGAgency,188121,3140002,,Slgagency,OC Transpo,,dgm_LN_Mentionee_Int,d69e5e2ef0424a667e45cddb5f2e7a52,dgm_LN_Mentionee_Int__d69e5e2ef0424a667e45cddb5f2e7a52
parks victoria,Parks Victoria,"Victoria, Australia Parks Department",Melbourne,melbourne,SLGAgency,188121,3140002,,Slgagency,"Victoria, Australia Parks Department",,dgm_LN_Mentionee_Int,53d759b648235fc470432ddbeeb7cdc5,dgm_LN_Mentionee_Int__53d759b648235fc470432ddbeeb7cdc5
victoria state health and human services,Victoria State Health and Human Services,Victoria State Health and Human Services,Melbourne,melbourne,SLGAgency,188124,3140002,,Slgagency,Victoria State Health and Human Services,,dgm_LN_Mentionee_Int,b590048036e65e208142ece408e8a346,dgm_LN_Mentionee_Int__b590048036e65e208142ece408e8a346
victoria state department of transport,Victoria State Department of Transport,Victoria State Department of Transport,Melbourne,melbourne,SLGAgency,188121,3140002,,Slgagency,Victoria State Department of Transport,,dgm_LN_Mentionee_Int,14e535f650e20f30728025805c4068bb,dgm_LN_Mentionee_Int__14e535f650e20f30728025805c4068bb
victoria department of education,Victoria Department of Education,Victoria Department of Education,Melbourne,melbourne,SLGAgency,188114,3140002,,Slgagency,Victoria Department of Education,,dgm_LN_Mentionee_Int,b4748988f2f37c326df5e71a6e566477,dgm_LN_Mentionee_Int__b4748988f2f37c326df5e71a6e566477
melbourne energy institute,Melbourne Energy Institute,Melbourne Energy Institute,Melbourne,melbourne,SLGAgency,188121,3140002,,Slgagency,Melbourne Energy Institute,,dgm_LN_Mentionee_Int,99d988656980b71b822155a127e856fa,dgm_LN_Mentionee_Int__99d988656980b71b822155a127e856fa
melbourne water,Melbourne Water,Melbourne Water,Melbourne,melbourne,SLGAgency,188242,3140002,,Slgagency,Melbourne Water,,dgm_LN_Mentionee_Int,b04ab4bd0e0be406a8d40a9ed5993439,dgm_LN_Mentionee_Int__b04ab4bd0e0be406a8d40a9ed5993439
"victoria state department of environment, land, water and planning","Victoria State Department of Environment, Land, Water and Planning","Victoria State Department of Environment, Land, Water and Planning",Melbourne,melbourne,SLGAgency,188133,3140002,,Slgagency,"Victoria State Department of Environment, Land, Water and Planning",,dgm_LN_Mentionee_Int,eeacfc1ad292248fcda1092627f6823e,dgm_LN_Mentionee_Int__eeacfc1ad292248fcda1092627f6823e
housing vic,Housing Vic,Housing Victoria,Melbourne,melbourne,SLGAgency,188289,3140002,,Slgagency,Housing Victoria,,dgm_LN_Mentionee_Int,19542426cc305dd639f2fb9fdd357136,dgm_LN_Mentionee_Int__19542426cc305dd639f2fb9fdd357136
sydney parks,Sydney Parks,Sydney Parks Department,Sydney,sydney,SLGAgency,188121,3140002,,Slgagency,Sydney Parks Department,,dgm_LN_Mentionee_Int,a7ce8e43745060b22149b2d760069520,dgm_LN_Mentionee_Int__a7ce8e43745060b22149b2d760069520
new south wales health,New South Wales Health,New South Wales Health Department,Sydney,sydney,SLGAgency,188124,3140002,,Slgagency,New South Wales Health Department,,dgm_LN_Mentionee_Int,6b377fb33a8c004f0b3751b6e403a84e,dgm_LN_Mentionee_Int__6b377fb33a8c004f0b3751b6e403a84e
transport for new south wales,Transport for New South Wales,New South Wales Department of Transport,Sydney,sydney,SLGAgency,188121,3140002,,Slgagency,New South Wales Department of Transport,,dgm_LN_Mentionee_Int,6adc564e41f6ed2e34e31f423c407bd8,dgm_LN_Mentionee_Int__6adc564e41f6ed2e34e31f423c407bd8
transport for nsw,Transport for NSW,New South Wales Department of Transport,Sydney,sydney,SLGAgency,188121,3140002,,Slgagency,New South Wales Department of Transport,,dgm_LN_Mentionee_Int,6adc564e41f6ed2e34e31f423c407bd8,dgm_LN_Mentionee_Int__6adc564e41f6ed2e34e31f423c407bd8
new south wales department of education,New South Wales Department of Education,New South Wales Department of Education,Sydney,sydney,SLGAgency,188114,3140002,,Slgagency,New South Wales Department of Education,,dgm_LN_Mentionee_Int,a8db913b2a166f1241d160ba5d9e8848,dgm_LN_Mentionee_Int__a8db913b2a166f1241d160ba5d9e8848
nsw department of education,NSW Department of Education,New South Wales Department of Education,Sydney,sydney,SLGAgency,188114,3140002,,Slgagency,New South Wales Department of Education,,dgm_LN_Mentionee_Int,a8db913b2a166f1241d160ba5d9e8848,dgm_LN_Mentionee_Int__a8db913b2a166f1241d160ba5d9e8848
energy nsw,Energy NSW,Energy New South Wales,Sydney,sydney,SLGAgency,188121,3140002,,Slgagency,Energy New South Wales,,dgm_LN_Mentionee_Int,9a414a22fabdaf2dc92fad44df402281,dgm_LN_Mentionee_Int__9a414a22fabdaf2dc92fad44df402281
sydney water,Sydney Water,Sydney Water,Sydney,sydney,SLGAgency,188242,3140002,,Slgagency,Sydney Water,,dgm_LN_Mentionee_Int,741c78ab90deffa443dc6704fa677287,dgm_LN_Mentionee_Int__741c78ab90deffa443dc6704fa677287
nsw environment protection authority,NSW Environment Protection Authority,New South Wales Environment Protection Authority,Sydney,sydney,SLGAgency,188133,3140002,,Slgagency,New South Wales Environment Protection Authority,,dgm_LN_Mentionee_Int,36be15492db9d11554cc996ad69d982f,dgm_LN_Mentionee_Int__36be15492db9d11554cc996ad69d982f
homelessness nsw,Homelessness NSW,Homelessness New South Wales,Sydney,sydney,SLGAgency,188289,3140002,,Slgagency,Homelessness New South Wales,,dgm_LN_Mentionee_Int,9e193a100afea9f636327a649f936b79,dgm_LN_Mentionee_Int__9e193a100afea9f636327a649f936b79
california department of parks and recreation,California Department of Parks and Recreation,California Department of Parks and Recreation,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Parks and Recreation,,dgm_LN_Mentionee_Int,f35f0a7fcedc01f4319ae90d2eceb02e,dgm_LN_Mentionee_Int__f35f0a7fcedc01f4319ae90d2eceb02e
california department of transportation,California Department of Transportation,California Department of Transportation,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Transportation,,dgm_LN_Mentionee_Int,314fd88539ab64fb29a7c2fb06daf890,dgm_LN_Mentionee_Int__314fd88539ab64fb29a7c2fb06daf890
california department of education,California Department of Education,California Department of Education,California,california,SLGAgency,188114,3140002,,Slgagency,California Department of Education,,dgm_LN_Mentionee_Int,d3a3330c32f6e8604d105db716c9bcd6,dgm_LN_Mentionee_Int__d3a3330c32f6e8604d105db716c9bcd6
california energy commission,California Energy Commission,California Energy Commission,California,california,SLGAgency,188120,3140002,,Slgagency,California Energy Commission,,dgm_LN_Mentionee_Int,1a124839ac6c4e785c6efc290391f2da,dgm_LN_Mentionee_Int__1a124839ac6c4e785c6efc290391f2da
california environmental protection agency,California Environmental Protection Agency,California Environmental Protection Agency,California,california,SLGAgency,188133,3140002,,Slgagency,California Environmental Protection Agency,,dgm_LN_Mentionee_Int,5e4637f5bc1ef686e79ff1abcd5d9a53,dgm_LN_Mentionee_Int__5e4637f5bc1ef686e79ff1abcd5d9a53
department of water resources,Department of Water Resources,Department of Water Resources,California,california,SLGAgency,188242,3140002,,Slgagency,Department of Water Resources,,dgm_LN_Mentionee_Int,6419f53776b7799bf4331e77ee5c7664,dgm_LN_Mentionee_Int__6419f53776b7799bf4331e77ee5c7664
california department of social services,California Department of Social Services,California Department of Social Services,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Social Services,,dgm_LN_Mentionee_Int,d3de5337a4caf256b3074d1bb4b49032,dgm_LN_Mentionee_Int__d3de5337a4caf256b3074d1bb4b49032
california department of food and agriculture,California Department of Food and Agriculture,California Department of Food and Agriculture,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Food and Agriculture,,dgm_LN_Mentionee_Int,a9d32aa3828de3908f49989994ccf010,dgm_LN_Mentionee_Int__a9d32aa3828de3908f49989994ccf010
california department of public health,California Department of Public Health,California Department of Public Health,California,california,SLGAgency,188124,3140002,,Slgagency,California Department of Public Health,,dgm_LN_Mentionee_Int,5d4146c347e5b9f50c4456da9f1bc8e6,dgm_LN_Mentionee_Int__5d4146c347e5b9f50c4456da9f1bc8e6
california department of corrections and rehabilitation,California Department of Corrections and Rehabilitation,California Department of Corrections and Rehabilitation,California,california,SLGAgency,188120,3140002,,Slgagency,California Department of Corrections and Rehabilitation,,dgm_LN_Mentionee_Int,eb54297bf784cdcab18870eb220e2940,dgm_LN_Mentionee_Int__eb54297bf784cdcab18870eb220e2940
