handle,caption_name,location,location_lower,type,exclude_groups,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
natmeli,Maltese Ambassador to Austria,Austria,austria,Ambassadors & Representatives,,,austria;malta,Ambassadors&Representatives,Maltese Ambassador to Austria,,dgm_og_mentioner_v6,1f4fbba816e97c68b18453f126a3e1e8,dgm_og_mentioner_v6__1f4fbba816e97c68b18453f126a3e1e8
mfa_austria,Austrian Foreign Ministry,Austria,austria,Foreign Ministry,,,austria,ForeignMinistry,Austrian Foreign Ministry,,dgm_og_mentioner_v6,f3f0522a191ce41c9786fb6d983a7bd5,dgm_og_mentioner_v6__f3f0522a191ce41c9786fb6d983a7bd5
vanderbellen,Austrian President Van der Bellen,Austria,austria,Heads of State,,,austria,HeadsOfState,Austrian President Van der Bellen,,dgm_og_mentioner_v6,c80d483227a247b3c9d6779814e89567,dgm_og_mentioner_v6__c80d483227a247b3c9d6779814e89567
sebastiankurz,Austrian Chancellor Kurz,Austria,austria,Heads of State,,,austria,HeadsOfState,Austrian Chancellor Kurz,,dgm_og_mentioner_v6,71424ae42cae4f1d15cc3702b0cc665a,dgm_og_mentioner_v6__71424ae42cae4f1d15cc3702b0cc665a
martinoweiss,Austrian Ambassador to US,Austria,austria,Host Nation Ambassadors to US,,,austria,HostNationAmbassadorsToUs,Austrian Ambassador to US,,dgm_og_mentioner_v6,87dd76896d52473affbe527553357768,dgm_og_mentioner_v6__87dd76896d52473affbe527553357768
anar_karim,Azerbaijani Culture Minister,Azerbaijan,azerbaijan,Ambassadors & Representatives,,,azerbaijan;azerbaijan,Ambassadors&Representatives,Azerbaijani Culture Minister,,dgm_og_mentioner_v6,4f74a864bb169f8e0ee5b93257cde1a8,dgm_og_mentioner_v6__4f74a864bb169f8e0ee5b93257cde1a8
bayramov_jeyhun,Azerbaijan Foreign Minister Bayramov,Azerbaijan,azerbaijan,Foreign Minister,,,azerbaijan,ForeignMinister,Azerbaijan Foreign Minister Bayramov,,dgm_og_mentioner_v6,d02cb40952d35d8efb4bae6cb8e3c3df,dgm_og_mentioner_v6__d02cb40952d35d8efb4bae6cb8e3c3df
azerbaijanmfa,Azerbaijani Foreign Ministry,Azerbaijan,azerbaijan,Foreign Ministry,,,azerbaijan,ForeignMinistry,Azerbaijani Foreign Ministry,,dgm_og_mentioner_v6,7c5fd474278e19cb1ebda8ba93c36b3a,dgm_og_mentioner_v6__7c5fd474278e19cb1ebda8ba93c36b3a
azerbaijanmfa,Azerbaijani Foreign Ministry,Azerbaijan,azerbaijan,Foreign Ministry,,,azerbaijan,ForeignMinistry,Azerbaijani Foreign Ministry,,dgm_og_mentioner_v6,7c5fd474278e19cb1ebda8ba93c36b3a,dgm_og_mentioner_v6__7c5fd474278e19cb1ebda8ba93c36b3a
presidentaz,Azerbaijani President Aliyev,azerbaijan,azerbaijan,Heads of State,,,azerbaijan,HeadsOfState,Azerbaijani President Aliyev,,dgm_og_mentioner_v6,da2b308151347074617b695bd7187638,dgm_og_mentioner_v6__da2b308151347074617b695bd7187638
elinsuleymanov,Azerbaijani Ambassador to US,Azerbaijan,azerbaijan,Host Nation Ambassadors to US,,,azerbaijan,HostNationAmbassadorsToUs,Azerbaijani Ambassador to US,,dgm_og_mentioner_v6,f1bc2dd13dea016d2826ded43a087b30,dgm_og_mentioner_v6__f1bc2dd13dea016d2826ded43a087b30
azembassyus,Embassy of Azerbaijan to US,Azerbaijan,azerbaijan,US ambassadors,,,azerbaijan;united states,UsAmbassadors,Embassy of Azerbaijan to US,,dgm_og_mentioner_v6,57a8f9d5e64ada81faf8533ea697b21d,dgm_og_mentioner_v6__57a8f9d5e64ada81faf8533ea697b21d
zpataradze,Georgian Ambassador to Azerbijan,Azerbijan,azerbijan,Ambassadors & Representatives,,,azerbijan;georgia,Ambassadors&Representatives,Georgian Ambassador to Azerbijan,,dgm_og_mentioner_v6,c8c8dd2c418d40fc34a21ee7e5b98e43,dgm_og_mentioner_v6__c8c8dd2c418d40fc34a21ee7e5b98e43
axelwech,Austrian Ambassador to Azerbaijan,Azerbijan,azerbijan,Ambassadors & Representatives,,,azerbijan;austria,Ambassadors&Representatives,Austrian Ambassador to Azerbaijan,,dgm_og_mentioner_v6,58d3f97ceee3840421b41f64c303855a,dgm_og_mentioner_v6__58d3f97ceee3840421b41f64c303855a
darrenfnm,Bahamas Foreign Minister Henfield,Bahamas,bahamas,Foreign Minister,,,bahamas,ForeignMinister,Bahamas Foreign Minister Henfield,,dgm_og_mentioner_v6,1db1cced27fbe1bc5f8c5e7e616cd08a,dgm_og_mentioner_v6__1db1cced27fbe1bc5f8c5e7e616cd08a
mofabahamas,Bahamas Foreign Ministry,Bahamas,bahamas,Foreign Ministry,,,bahamas,ForeignMinistry,Bahamas Foreign Ministry,,dgm_og_mentioner_v6,abb1179f8c656efce8235cbd5a404298,dgm_og_mentioner_v6__abb1179f8c656efce8235cbd5a404298
opmthebahamas,Bahamian Prime Minister,bahamas,bahamas,Heads of State,,,bahamas,HeadsOfState,Bahamian Prime Minister,,dgm_og_mentioner_v6,3c26967d734151412444da21d428ef48,dgm_og_mentioner_v6__3c26967d734151412444da21d428ef48
itabahamasmofa,Bahamas Consul in Italy,Bahmas,bahmas,Ambassadors & Representatives,,,bahmas;italy,Ambassadors&Representatives,Bahamas Consul in Italy,,dgm_og_mentioner_v6,e9463deabd26c2734cead62bb861a369,dgm_og_mentioner_v6__e9463deabd26c2734cead62bb861a369
roddydrummond,UK Ambassador to Bahrain,Bahrain,bahrain,Ambassadors & Representatives,,,bahrain;uk,Ambassadors&Representatives,UK Ambassador to Bahrain,,dgm_og_mentioner_v6,5a16852029285a136e08f49be2af557d,dgm_og_mentioner_v6__5a16852029285a136e08f49be2af557d
bahdiplomatic,Bahraini Foreign Ministry,Bahrain,bahrain,Foreign Ministry,,,bahrain,ForeignMinistry,Bahraini Foreign Ministry,,dgm_og_mentioner_v6,f8152662062e62c03d1a8d5dbb72f3fb,dgm_og_mentioner_v6__f8152662062e62c03d1a8d5dbb72f3fb
abdullarak,Bahraini Ambassador to US,Bahrain,bahrain,Host Nation Ambassadors to US,,,bahrain,HostNationAmbassadorsToUs,Bahraini Ambassador to US,,dgm_og_mentioner_v6,c2dec597ab4ee86e72a3da6d7f312498,dgm_og_mentioner_v6__c2dec597ab4ee86e72a3da6d7f312498
dkambbd,Danish Ambassador to Bangladesh,Bangladesh,bangladesh,Ambassadors & Representatives,,,bangladesh;denmark,Ambassadors&Representatives,Danish Ambassador to Bangladesh,,dgm_og_mentioner_v6,3724c159014729d4bcc60a59083047ef,dgm_og_mentioner_v6__3724c159014729d4bcc60a59083047ef
usambbangladesh,US Ambassador to Bangladesh,Bangladesh,bangladesh,Ambassadors & Representatives,,,bangladesh;united states,Ambassadors&Representatives,US Ambassador to Bangladesh,,dgm_og_mentioner_v6,614e236159d33417d6158282a174fb5f,dgm_og_mentioner_v6__614e236159d33417d6158282a174fb5f
harryverweij,Dutch Ambassador to Bangladesh,Bangladesh,bangladesh,Ambassadors & Representatives,,,bangladesh;netherlands,Ambassadors&Representatives,Dutch Ambassador to Bangladesh,,dgm_og_mentioner_v6,f01c057c18ce8fa8201c58728dcb129b,dgm_og_mentioner_v6__f01c057c18ce8fa8201c58728dcb129b
rensjeteerink,Head of EU Delegation to Bangladesh,Bangladesh,bangladesh,Ambassadors & Representatives,,,bangladesh;bangladesh,Ambassadors&Representatives,Head of EU Delegation to Bangladesh,,dgm_og_mentioner_v6,1f9f3ba8d1c565baa9dfbd2db705ef60,dgm_og_mentioner_v6__1f9f3ba8d1c565baa9dfbd2db705ef60
akabdulmomen,Bangladeshi Foreign Minister Momen,Bangladesh,bangladesh,Foreign Minister,,,bangladesh,ForeignMinister,Bangladeshi Foreign Minister Momen,,dgm_og_mentioner_v6,c98f5010b1501dd35bca5bbb11494822,dgm_og_mentioner_v6__c98f5010b1501dd35bca5bbb11494822
bdmofa,Bangladeshi Foreign Minister,Bangladesh,bangladesh,Foreign Ministry,,,bangladesh,ForeignMinistry,Bangladeshi Foreign Minister,,dgm_og_mentioner_v6,af6edb9b8b17b3438ada1491b877b5e0,dgm_og_mentioner_v6__af6edb9b8b17b3438ada1491b877b5e0
sheikhhasina,Bangladeshi Prime Minister Hasina,bangladesh,bangladesh,Heads of State,,,bangladesh,HeadsOfState,Bangladeshi Prime Minister Hasina,,dgm_og_mentioner_v6,00c0ece4b23735cf63fecb93995131ef,dgm_og_mentioner_v6__00c0ece4b23735cf63fecb93995131ef
usambbangladesh,US Ambassador to Bangladesh Miller,Bangladesh,bangladesh,US ambassadors,,,bangladesh;united states,UsAmbassadors,US Ambassador to Bangladesh Miller,,dgm_og_mentioner_v6,f562b6e398499b17a7ddab5294a25883,dgm_og_mentioner_v6__f562b6e398499b17a7ddab5294a25883
yxiusheng,Chinese Ambassador to Barbados,Barbados,barbados,Ambassadors & Representatives,,,barbados;china,Ambassadors&Representatives,Chinese Ambassador to Barbados,,dgm_og_mentioner_v6,973163a0718096d0a1df4233dbeec690,dgm_og_mentioner_v6__973163a0718096d0a1df4233dbeec690
liliancgac,Canadian High Commissioner to Barbados,Barbados,barbados,Ambassadors & Representatives,,,barbados;canada,Ambassadors&Representatives,Canadian High Commissioner to Barbados,,dgm_og_mentioner_v6,68fddf0dda1d7846506ab20b4153f1a7,dgm_og_mentioner_v6__68fddf0dda1d7846506ab20b4153f1a7
wasilewskaeu,EU Ambassador to Barbados and Eastern Caribbean,Barbados,barbados,Ambassadors & Representatives,,,barbados;eu,Ambassadors&Representatives,EU Ambassador to Barbados and Eastern Caribbean,,dgm_og_mentioner_v6,d3a29f6dae0fa077f9d83017688f95ca,dgm_og_mentioner_v6__d3a29f6dae0fa077f9d83017688f95ca
miaamormottley,Barbadian Prime Minister Mottley,barbados,barbados,Heads of State,,,barbados,HeadsOfState,Barbadian Prime Minister Mottley,,dgm_og_mentioner_v6,8b46920ed672113afea19e6f7c6ac853,dgm_og_mentioner_v6__8b46920ed672113afea19e6f7c6ac853
kvaratskheliava,Georgian Ambassador to Belarus,Belarus,belarus,Ambassadors & Representatives,,,belarus;georgia,Ambassadors&Representatives,Georgian Ambassador to Belarus,,dgm_og_mentioner_v6,49ebe37ba54b54301e3da564fa122085,dgm_og_mentioner_v6__49ebe37ba54b54301e3da564fa122085
swissambbelarus,Swiss Ambassador to Belarus,Belarus,belarus,Ambassadors & Representatives,,,belarus;switzerland,Ambassadors&Representatives,Swiss Ambassador to Belarus,,dgm_og_mentioner_v6,8ee37372dff4481a929c786ef783fd50,dgm_og_mentioner_v6__8ee37372dff4481a929c786ef783fd50
belarusmid,Belarusian Foreign Ministry,Belarus,belarus,Foreign Ministry,,,belarus,ForeignMinistry,Belarusian Foreign Ministry,,dgm_og_mentioner_v6,bc6296eced591da6036ba238d99a6157,dgm_og_mentioner_v6__bc6296eced591da6036ba238d99a6157
belarusmfa,Belarusian Foreign Ministry,Belarus,belarus,Foreign Ministry,,,belarus,ForeignMinistry,Belarusian Foreign Ministry,,dgm_og_mentioner_v6,bc6296eced591da6036ba238d99a6157,dgm_og_mentioner_v6__bc6296eced591da6036ba238d99a6157
tsihanouskaya,Belarusian opposition leader Tsihanouskaya,Belarus,belarus,Heads of State,,,belarus,HeadsOfState,Belarusian opposition leader Tsihanouskaya,,dgm_og_mentioner_v6,c7f7139f6b4c1fb7d530bd0a7de986ba,dgm_og_mentioner_v6__c7f7139f6b4c1fb7d530bd0a7de986ba
sophie_wilmes,Belgian Prime Minister Wilmes,Belgique,belgique,Heads of State,,,belgique,HeadsOfState,Belgian Prime Minister Wilmes,,dgm_og_mentioner_v6,ad3b300323abafe88dbeb9dfcab84cab,dgm_og_mentioner_v6__ad3b300323abafe88dbeb9dfcab84cab
chinaambbelgium,Chinese Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;china,Ambassadors&Representatives,Chinese Ambassador to Belgium,,dgm_og_mentioner_v6,bc5dfa8935ab2d99deb334bd1837e1b0,dgm_og_mentioner_v6__bc5dfa8935ab2d99deb334bd1837e1b0
ambnemiliou,Cypriot Representative to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;cyprus,Ambassadors&Representatives,Cypriot Representative to EU,,dgm_og_mentioner_v6,99f95dc02143e0f1714b40f6877a460d,dgm_og_mentioner_v6__99f95dc02143e0f1714b40f6877a460d
eritreaeu,Eritrean Ambassador to EU and Benelux,Belgium,belgium,Ambassadors & Representatives,,,belgium;eritrea,Ambassadors&Representatives,Eritrean Ambassador to EU and Benelux,,dgm_og_mentioner_v6,c7aeb8f0b18f63abb50cadd08b25034e,dgm_og_mentioner_v6__c7aeb8f0b18f63abb50cadd08b25034e
amakhulaifi,Qatari Ambassador to EU and NATO,Belgium,belgium,Ambassadors & Representatives,,,belgium;qatar,Ambassadors&Representatives,Qatari Ambassador to EU and NATO,,dgm_og_mentioner_v6,6d9e4b7d353201f8a0781fce2171b996,dgm_og_mentioner_v6__6d9e4b7d353201f8a0781fce2171b996
dolidzevictor,Georgian Ambassador to NATO,Belgium,belgium,Ambassadors & Representatives,,,belgium (nato);georgia,Ambassadors&Representatives,Georgian Ambassador to NATO,,dgm_og_mentioner_v6,b7b828c1bad311df69ec9da992179f40,dgm_og_mentioner_v6__b7b828c1bad311df69ec9da992179f40
ambhahnenglund,Swedish Ambassador to Belgium and Luxembourg,Belgium,belgium,Ambassadors & Representatives,,,belgium;sweden,Ambassadors&Representatives,Swedish Ambassador to Belgium and Luxembourg,,dgm_og_mentioner_v6,253f8dda02a6cfbc2c14dc1aaffc59c5,dgm_og_mentioner_v6__253f8dda02a6cfbc2c14dc1aaffc59c5
dkamb_eu,Danish Ambassador to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;denmark,Ambassadors&Representatives,Danish Ambassador to EU,,dgm_og_mentioner_v6,0a2ad6df0cdca80f2b6cea27262f76f0,dgm_og_mentioner_v6__0a2ad6df0cdca80f2b6cea27262f76f0
angellosadaeu,EU Ambassador to the Sahel,Belgium,belgium,Ambassadors & Representatives,,,belgium;spain,Ambassadors&Representatives,EU Ambassador to the Sahel,,dgm_og_mentioner_v6,2f3ea4f543e1026c2c3ad207480ae94e,dgm_og_mentioner_v6__2f3ea4f543e1026c2c3ad207480ae94e
cfarnould,French Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;france,Ambassadors&Representatives,French Ambassador to Belgium,,dgm_og_mentioner_v6,5fe43cc0d096299c48438cbb2ba3b2ad,dgm_og_mentioner_v6__5fe43cc0d096299c48438cbb2ba3b2ad
odobes1luminita,Romanian Ambassador to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;romania,Ambassadors&Representatives,Romanian Ambassador to EU,,dgm_og_mentioner_v6,eb831666c766835da0ec30c882b0cba8,dgm_og_mentioner_v6__eb831666c766835da0ec30c882b0cba8
gschusterschitz,Austrian Ambassador and Permanent Representative to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;austria,Ambassadors&Representatives,Austrian Ambassador and Permanent Representative to EU,,dgm_og_mentioner_v6,b56975755e3dce27375a7a854d4e5114,dgm_og_mentioner_v6__b56975755e3dce27375a7a854d4e5114
ingridschulerud,Norweigan Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;norway,Ambassadors&Representatives,Norweigan Ambassador to Belgium,,dgm_og_mentioner_v6,ac74dbb596b591d6d8d7281289153992,dgm_og_mentioner_v6__ac74dbb596b591d6d8d7281289153992
tamasivankovacs,Hungarian Ambassador to Belgium and Luxembourg,Belgium,belgium,Ambassadors & Representatives,,,belgium;hungary,Ambassadors&Representatives,Hungarian Ambassador to Belgium and Luxembourg,,dgm_og_mentioner_v6,85b693fb73cc0f5c787df3fa6e36d37c,dgm_og_mentioner_v6__85b693fb73cc0f5c787df3fa6e36d37c
eliswalaas,Norweigan Permanent Representative to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;norway,Ambassadors&Representatives,Norweigan Permanent Representative to EU,,dgm_og_mentioner_v6,ec6b6688611e757130cdf6f693fd5d04,dgm_og_mentioner_v6__ec6b6688611e757130cdf6f693fd5d04
p_vandamme_eu,EU Ambassador to Cameroon,Belgium,belgium,Ambassadors & Representatives,,,belgium;luxembourg,Ambassadors&Representatives,EU Ambassador to Cameroon,,dgm_og_mentioner_v6,9db6bee2f40663638150375a96da2f52,dgm_og_mentioner_v6__9db6bee2f40663638150375a96da2f52
tochytskyi,Ukrainian Ambassador to Belgium and EU Representative,Belgium,belgium,Ambassadors & Representatives,,,belgium;ukraine,Ambassadors&Representatives,Ukrainian Ambassador to Belgium and EU Representative,,dgm_og_mentioner_v6,8d2cb4b781a2b9b961b230dbbd46daf7,dgm_og_mentioner_v6__8d2cb4b781a2b9b961b230dbbd46daf7
euambschmidt,EU Director for Land Transport,Belgium,belgium,Ambassadors & Representatives,,,belgium;denmark,Ambassadors&Representatives,EU Director for Land Transport,,dgm_og_mentioner_v6,50961f0383d8cfb98a9211c335c33de5,dgm_og_mentioner_v6__50961f0383d8cfb98a9211c335c33de5
irenaandrassy,Croatian Permanent Representative to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;croatia,Ambassadors&Representatives,Croatian Permanent Representative to EU,,dgm_og_mentioner_v6,a35e617e5c69c2227fcf89068fa6123c,dgm_og_mentioner_v6__a35e617e5c69c2227fcf89068fa6123c
daviddalyeu,Head of European External Action Service Division South East Asia,Belgium,belgium,Ambassadors & Representatives,,,belgium;ireland,Ambassadors&Representatives,Head of European External Action Service Division South East Asia,,dgm_og_mentioner_v6,14a8561888afab73d05069db45a8f186,dgm_og_mentioner_v6__14a8561888afab73d05069db45a8f186
jmichaleu,Head of EU Political and Economic Unit,Belgium,belgium,Ambassadors & Representatives,,,belgium;czech republic,Ambassadors&Representatives,Head of EU Political and Economic Unit,,dgm_og_mentioner_v6,f3dafbaf8b852d1abd6f2570cf0fdb3f,dgm_og_mentioner_v6__f3dafbaf8b852d1abd6f2570cf0fdb3f
usambbelgium,US Charge d’Affaires to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;united states,Ambassadors&Representatives,US Charge d’Affaires to Belgium,,dgm_og_mentioner_v6,e96e2a7d1768643e78b31f659276aa66,dgm_og_mentioner_v6__e96e2a7d1768643e78b31f659276aa66
dbobruessel,German Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;germany,Ambassadors&Representatives,German Ambassador to Belgium,,dgm_og_mentioner_v6,98d022998928ab660aa7180bf9d554e5,dgm_og_mentioner_v6__98d022998928ab660aa7180bf9d554e5
rnkuehnel,EU Commission Director for Representation,Belgium,belgium,Ambassadors & Representatives,,,belgium;eu,Ambassadors&Representatives,EU Commission Director for Representation,,dgm_og_mentioner_v6,21321c1331a9694483106e97ab3ea68b,dgm_og_mentioner_v6__21321c1331a9694483106e97ab3ea68b
usambnato,US Charge d’Affaires to NATO,Belgium,belgium,Ambassadors & Representatives,,,belgium;united states,Ambassadors&Representatives,US Charge d’Affaires to NATO,,dgm_og_mentioner_v6,b407a5e9fee53cccef66668e5fbbec6b,dgm_og_mentioner_v6__b407a5e9fee53cccef66668e5fbbec6b
kyllikesillaste,Estonian Ambassador to NATO,Belgium,belgium,Ambassadors & Representatives,,,belgium;estonia,Ambassadors&Representatives,Estonian Ambassador to NATO,,dgm_og_mentioner_v6,234aa68499bee8aff5753a6c131a5bbe,dgm_og_mentioner_v6__234aa68499bee8aff5753a6c131a5bbe
zoranstancic,European Commission Director-General,Belgium,belgium,Ambassadors & Representatives,,,belgium;slovenia,Ambassadors&Representatives,European Commission Director-General,,dgm_og_mentioner_v6,2929cd62cdd9b30a75a2c2c865293b04,dgm_og_mentioner_v6__2929cd62cdd9b30a75a2c2c865293b04
mikaellindvall,Swedish Permanent Representative to EU PSC,Belgium,belgium,Ambassadors & Representatives,,,belgium;sweden,Ambassadors&Representatives,Swedish Permanent Representative to EU PSC,,dgm_og_mentioner_v6,6f7a3397badda487f54e3228af681d0c,dgm_og_mentioner_v6__6f7a3397badda487f54e3228af681d0c
patricioftorres,Chilean Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;chile,Ambassadors&Representatives,Chilean Ambassador to Belgium,,dgm_og_mentioner_v6,6817c869ea64d23ab3688c814d7f394e,dgm_og_mentioner_v6__6817c869ea64d23ab3688c814d7f394e
erikaferrer4,Head of EU External Action Service Division,Belgium,belgium,Ambassadors & Representatives,,,belgium;belgium,Ambassadors&Representatives,Head of EU External Action Service Division,,dgm_og_mentioner_v6,69fcb458b75da311924cfed595870ed1,dgm_og_mentioner_v6__69fcb458b75da311924cfed595870ed1
moseskmose,Solomon Islands Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;solomon islands,Ambassadors&Representatives,Solomon Islands Ambassador to Belgium,,dgm_og_mentioner_v6,066e1edb653eae31888168520d7e36ed,dgm_og_mentioner_v6__066e1edb653eae31888168520d7e36ed
peterjavorcik,Slovakian Permanent Representative to EU,Belgium,belgium,Ambassadors & Representatives,,,belgium;slovakia,Ambassadors&Representatives,Slovakian Permanent Representative to EU,,dgm_og_mentioner_v6,27fde8cfa69837ab77433ae33c6d1c80,dgm_og_mentioner_v6__27fde8cfa69837ab77433ae33c6d1c80
hugoortizdubon,El Salvador Ambassador to Belgium,Belgium,belgium,Ambassadors & Representatives,,,belgium;el salvador,Ambassadors&Representatives,El Salvador Ambassador to Belgium,,dgm_og_mentioner_v6,f14629f0577afd7bde0d8f48017947cd,dgm_og_mentioner_v6__f14629f0577afd7bde0d8f48017947cd
sophie_wilmes,Belgian Foreign Minister Wilmes,Belgium,belgium,Foreign Minister,,,belgium,ForeignMinister,Belgian Foreign Minister Wilmes,,dgm_og_mentioner_v6,f8bf74f1fc0d47b1c1fd54bb1707fedc,dgm_og_mentioner_v6__f8bf74f1fc0d47b1c1fd54bb1707fedc
belgiummfa,Belgian Foreign Ministry,Belgium,belgium,Foreign Ministry,,,belgium,ForeignMinistry,Belgian Foreign Ministry,,dgm_og_mentioner_v6,58b5c36203ec490fdc0c850a194937d6,dgm_og_mentioner_v6__58b5c36203ec490fdc0c850a194937d6
alexanderdecroo,Belgian Prime Minister De Croo,Belgium,belgium,Heads of State,,,belgium,HeadsOfState,Belgian Prime Minister De Croo,,dgm_og_mentioner_v6,6d287ba6fa50541a4f28926ab8e591e7,dgm_og_mentioner_v6__6d287ba6fa50541a4f28926ab8e591e7
