keyword,caption_name,location_lower,groups,topic_id,entity_type,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(district court; st. louis),"Federal Court in St. Louis, MO","federal court in st. louis, mo",courthouse,,courthouse,,Courthouse,"Federal Court in St. Louis, MO",,dgm_tsa_channel_class_terms,664832473adf5888118a8a0567f9c40a,dgm_tsa_channel_class_terms__664832473adf5888118a8a0567f9c40a
(district court; south dakota),Federal Court in South Dakota,federal court in south dakota,courthouse,,courthouse,,Courthouse,Federal Court in South Dakota,,dgm_tsa_channel_class_terms,94666f56687e1db307c2c5a68658349c,dgm_tsa_channel_class_terms__94666f56687e1db307c2c5a68658349c
(district court; south carolina),Federal Court in South Carolina,federal court in south carolina,courthouse,,courthouse,,Courthouse,Federal Court in South Carolina,,dgm_tsa_channel_class_terms,22b69b21f1d456a9a330054ef1e76b0b,dgm_tsa_channel_class_terms__22b69b21f1d456a9a330054ef1e76b0b
(district court; south bend),"Federal Court in South Bend, IN","federal court in south bend, in",courthouse,,courthouse,,Courthouse,"Federal Court in South Bend, IN",,dgm_tsa_channel_class_terms,fdf9ebe4297eff03cb91d3db9c0b2643,dgm_tsa_channel_class_terms__fdf9ebe4297eff03cb91d3db9c0b2643
(district court; sioux falls),"Federal Court in Sioux Falls, SD","federal court in sioux falls, sd",courthouse,,courthouse,,Courthouse,"Federal Court in Sioux Falls, SD",,dgm_tsa_channel_class_terms,e448b090115b8e5228877e031174223d,dgm_tsa_channel_class_terms__e448b090115b8e5228877e031174223d
(district court; sioux city),"Federal Court in Sioux City, IA","federal court in sioux city, ia",courthouse,,courthouse,,Courthouse,"Federal Court in Sioux City, IA",,dgm_tsa_channel_class_terms,97a2c039d5442fa86cccac7173101407,dgm_tsa_channel_class_terms__97a2c039d5442fa86cccac7173101407
(district court; santa fe),"Federal Court in Santa Fe, NM","federal court in santa fe, nm",courthouse,,courthouse,,Courthouse,"Federal Court in Santa Fe, NM",,dgm_tsa_channel_class_terms,2d03c4a3b3f53e3d40815a6edae2bbd3,dgm_tsa_channel_class_terms__2d03c4a3b3f53e3d40815a6edae2bbd3
(district court; santa ana),"Federal Court in Santa Ana, CA","federal court in santa ana, ca",courthouse,,courthouse,,Courthouse,"Federal Court in Santa Ana, CA",,dgm_tsa_channel_class_terms,7a05e2701ed0317a0b3fb6afe9397356,dgm_tsa_channel_class_terms__7a05e2701ed0317a0b3fb6afe9397356
(district court; san jose),"Federal Court in San Jose, CA","federal court in san jose, ca",courthouse,,courthouse,,Courthouse,"Federal Court in San Jose, CA",,dgm_tsa_channel_class_terms,b20bab0f99021484b228ae1ebb12ecd6,dgm_tsa_channel_class_terms__b20bab0f99021484b228ae1ebb12ecd6
(district court; san francisco),"Federal Court in San Francisco, CA","federal court in san francisco, ca",courthouse,,courthouse,,Courthouse,"Federal Court in San Francisco, CA",,dgm_tsa_channel_class_terms,35745861577021c05121a7eadb3f647f,dgm_tsa_channel_class_terms__35745861577021c05121a7eadb3f647f
(district court; san diego),"Federal Court in San Diego, CA","federal court in san diego, ca",courthouse,,courthouse,,Courthouse,"Federal Court in San Diego, CA",,dgm_tsa_channel_class_terms,05685d34ba2d4390008af17962cb6059,dgm_tsa_channel_class_terms__05685d34ba2d4390008af17962cb6059
(district court; san antonio),"Federal Court in San Antonio, TX","federal court in san antonio, tx",courthouse,,courthouse,,Courthouse,"Federal Court in San Antonio, TX",,dgm_tsa_channel_class_terms,b49c3b4ad5f3f1b4cd0a46f97dccd82e,dgm_tsa_channel_class_terms__b49c3b4ad5f3f1b4cd0a46f97dccd82e
(district court; san angelo),"Federal Court in San Angelo, TX","federal court in san angelo, tx",courthouse,,courthouse,,Courthouse,"Federal Court in San Angelo, TX",,dgm_tsa_channel_class_terms,4a2bb181fc8287ccbae9b2731ee48bbf,dgm_tsa_channel_class_terms__4a2bb181fc8287ccbae9b2731ee48bbf
(district court; salt lake city),"Federal Court in Salt Lake City, UT","federal court in salt lake city, ut",courthouse,,courthouse,,Courthouse,"Federal Court in Salt Lake City, UT",,dgm_tsa_channel_class_terms,df0ef56cda92c6adaad0291ba52f3cfd,dgm_tsa_channel_class_terms__df0ef56cda92c6adaad0291ba52f3cfd
(district court; rock island),"Federal Court in Rock Island, IL","federal court in rock island, il",courthouse,,courthouse,,Courthouse,"Federal Court in Rock Island, IL",,dgm_tsa_channel_class_terms,ddc0786ff235a5cb4a0ed6e397da52f0,dgm_tsa_channel_class_terms__ddc0786ff235a5cb4a0ed6e397da52f0
(district court; rapid city),"Federal Court in Rapid City, SD","federal court in rapid city, sd",courthouse,,courthouse,,Courthouse,"Federal Court in Rapid City, SD",,dgm_tsa_channel_class_terms,947f0c0f0602be46e6c04e1139b0ea66,dgm_tsa_channel_class_terms__947f0c0f0602be46e6c04e1139b0ea66
(district court; port huron),"Federal Court in Port Huron, MI","federal court in port huron, mi",courthouse,,courthouse,,Courthouse,"Federal Court in Port Huron, MI",,dgm_tsa_channel_class_terms,dd6156f073605c022701bfa2dc81b558,dgm_tsa_channel_class_terms__dd6156f073605c022701bfa2dc81b558
(district court; oregon),Federal Court in Oregon,federal court in oregon,courthouse,,courthouse,,Courthouse,Federal Court in Oregon,,dgm_tsa_channel_class_terms,d20cdf8b76301a952127a65720ed911b,dgm_tsa_channel_class_terms__d20cdf8b76301a952127a65720ed911b
(district court; oklahoma),Federal Court in Oklahoma,federal court in oklahoma,courthouse,,courthouse,,Courthouse,Federal Court in Oklahoma,,dgm_tsa_channel_class_terms,01f3b5dafe37008762e4843970e78d51,dgm_tsa_channel_class_terms__01f3b5dafe37008762e4843970e78d51
(district court; oklahoma city),"Federal Court in Oklahoma City, OK","federal court in oklahoma city, ok",courthouse,,courthouse,,Courthouse,"Federal Court in Oklahoma City, OK",,dgm_tsa_channel_class_terms,55858ee794317d6cbf50a3cf8ef11f4d,dgm_tsa_channel_class_terms__55858ee794317d6cbf50a3cf8ef11f4d
(district court; ohio),Federal Court in Ohio,federal court in ohio,courthouse,,courthouse,,Courthouse,Federal Court in Ohio,,dgm_tsa_channel_class_terms,cffe64a33ed80de7b9fc45dd2ba82026,dgm_tsa_channel_class_terms__cffe64a33ed80de7b9fc45dd2ba82026
(district court; north dakota),Federal Court in North Dakota,federal court in north dakota,courthouse,,courthouse,,Courthouse,Federal Court in North Dakota,,dgm_tsa_channel_class_terms,198eb9b88cbe2e1a5e0f6ed982e9b6d2,dgm_tsa_channel_class_terms__198eb9b88cbe2e1a5e0f6ed982e9b6d2
(district court; north carolina),Federal Court in North Carolina,federal court in north carolina,courthouse,,courthouse,,Courthouse,Federal Court in North Carolina,,dgm_tsa_channel_class_terms,b5c2b3b9a93a985aaeab6937031a0b9c,dgm_tsa_channel_class_terms__b5c2b3b9a93a985aaeab6937031a0b9c
(district court; new york),Federal Court in New York,federal court in new york,courthouse,,courthouse,,Courthouse,Federal Court in New York,,dgm_tsa_channel_class_terms,fc7ed6cb5395736d42e7125af0d34dc3,dgm_tsa_channel_class_terms__fc7ed6cb5395736d42e7125af0d34dc3
(district court; new orleans),"Federal Court in New Orleans, LA","federal court in new orleans, la",courthouse,,courthouse,,Courthouse,"Federal Court in New Orleans, LA",,dgm_tsa_channel_class_terms,951bb75f0d72a96e8c11a5b7ad3aae01,dgm_tsa_channel_class_terms__951bb75f0d72a96e8c11a5b7ad3aae01
(district court; new mexico),Federal Court in New Mexico,federal court in new mexico,courthouse,,courthouse,,Courthouse,Federal Court in New Mexico,,dgm_tsa_channel_class_terms,25dae82790d7f7f70b8bf4b42b6ee7c2,dgm_tsa_channel_class_terms__25dae82790d7f7f70b8bf4b42b6ee7c2
(district court; new jersey),Federal Court in New Jersey,federal court in new jersey,courthouse,,courthouse,,Courthouse,Federal Court in New Jersey,,dgm_tsa_channel_class_terms,41a0397855e394518e24a408a27ae721,dgm_tsa_channel_class_terms__41a0397855e394518e24a408a27ae721
(district court; new haven),"Federal Court in New Haven, CT","federal court in new haven, ct",courthouse,,courthouse,,Courthouse,"Federal Court in New Haven, CT",,dgm_tsa_channel_class_terms,755f5099fd08be511950155b4828ca5e,dgm_tsa_channel_class_terms__755f5099fd08be511950155b4828ca5e
(district court; new albany),"Federal Court in New Albany, IN","federal court in new albany, in",courthouse,,courthouse,,Courthouse,"Federal Court in New Albany, IN",,dgm_tsa_channel_class_terms,983208a842fcdce8b502b0eb8d4ad534,dgm_tsa_channel_class_terms__983208a842fcdce8b502b0eb8d4ad534
(district court; nevada),Federal Court in Nevada,federal court in nevada,courthouse,,courthouse,,Courthouse,Federal Court in Nevada,,dgm_tsa_channel_class_terms,5f538c1cd47c9710d22db5fa1e474dc5,dgm_tsa_channel_class_terms__5f538c1cd47c9710d22db5fa1e474dc5
(district court; nebraska),Federal Court in Nebraska,federal court in nebraska,courthouse,,courthouse,,Courthouse,Federal Court in Nebraska,,dgm_tsa_channel_class_terms,b757773e3b80937b855cd8a783b9ca15,dgm_tsa_channel_class_terms__b757773e3b80937b855cd8a783b9ca15
(district court; montana),Federal Court in Montana,federal court in montana,courthouse,,courthouse,,Courthouse,Federal Court in Montana,,dgm_tsa_channel_class_terms,4e42d8857addedc01fb28cf2b51f1763,dgm_tsa_channel_class_terms__4e42d8857addedc01fb28cf2b51f1763
(district court; missouri),Federal Court in Missouri,federal court in missouri,courthouse,,courthouse,,Courthouse,Federal Court in Missouri,,dgm_tsa_channel_class_terms,5d1182036c8ad9b42e0f4c19d4121d12,dgm_tsa_channel_class_terms__5d1182036c8ad9b42e0f4c19d4121d12
(district court; mississippi),Federal Court in Mississippi,federal court in mississippi,courthouse,,courthouse,,Courthouse,Federal Court in Mississippi,,dgm_tsa_channel_class_terms,1c6e4f5e8debc9b09942cd769e657eee,dgm_tsa_channel_class_terms__1c6e4f5e8debc9b09942cd769e657eee
(district court; minnesota),Federal Court in Minnesota,federal court in minnesota,courthouse,,courthouse,,Courthouse,Federal Court in Minnesota,,dgm_tsa_channel_class_terms,57903e77f173862f7a91f414e9c45ace,dgm_tsa_channel_class_terms__57903e77f173862f7a91f414e9c45ace
(district court; michigan),Federal Court in Michigan,federal court in michigan,courthouse,,courthouse,,Courthouse,Federal Court in Michigan,,dgm_tsa_channel_class_terms,bd73071b6ba927fa08dceda5ee806b02,dgm_tsa_channel_class_terms__bd73071b6ba927fa08dceda5ee806b02
(district court; maryland),Federal Court in Maryland,federal court in maryland,courthouse,,courthouse,,Courthouse,Federal Court in Maryland,,dgm_tsa_channel_class_terms,b051c11a5d9b89e27f1f5f116063adde,dgm_tsa_channel_class_terms__b051c11a5d9b89e27f1f5f116063adde
(district court; mariana islands),Federal Court in Mariana Islands,federal court in mariana islands,courthouse,,courthouse,,Courthouse,Federal Court in Mariana Islands,,dgm_tsa_channel_class_terms,d79a47ac3112deda4cfcb277d932a841,dgm_tsa_channel_class_terms__d79a47ac3112deda4cfcb277d932a841
(district court; louisiana),Federal Court in Louisiana,federal court in louisiana,courthouse,,courthouse,,Courthouse,Federal Court in Louisiana,,dgm_tsa_channel_class_terms,e478fc6b3067a01a89a106e1ede3bb7e,dgm_tsa_channel_class_terms__e478fc6b3067a01a89a106e1ede3bb7e
(district court; los vegas),"Federal Court in Los Vegas, NV","federal court in los vegas, nv",courthouse,,courthouse,,Courthouse,"Federal Court in Los Vegas, NV",,dgm_tsa_channel_class_terms,92cdcd52eb78a868d0d846946314fc36,dgm_tsa_channel_class_terms__92cdcd52eb78a868d0d846946314fc36
(district court; los angeles),"Federal Court in Los Angeles, CA","federal court in los angeles, ca",courthouse,,courthouse,,Courthouse,"Federal Court in Los Angeles, CA",,dgm_tsa_channel_class_terms,c30f662f81378cc4755a1a6c7c52a933,dgm_tsa_channel_class_terms__c30f662f81378cc4755a1a6c7c52a933
(district court; little rock),"Federal Court in Little Rock, AR","federal court in little rock, ar",courthouse,,courthouse,,Courthouse,"Federal Court in Little Rock, AR",,dgm_tsa_channel_class_terms,e9b045bd8f5e1187f90c876740743863,dgm_tsa_channel_class_terms__e9b045bd8f5e1187f90c876740743863
(district court; las cruces),"Federal Court in Las Cruces, NM","federal court in las cruces, nm",courthouse,,courthouse,,Courthouse,"Federal Court in Las Cruces, NM",,dgm_tsa_channel_class_terms,1cce44068024013b634f553dcacd8642,dgm_tsa_channel_class_terms__1cce44068024013b634f553dcacd8642
(district court; lake charles),"Federal Court in Lake Charles, LA","federal court in lake charles, la",courthouse,,courthouse,,Courthouse,"Federal Court in Lake Charles, LA",,dgm_tsa_channel_class_terms,99d6900f5664f12a08fa878454b5a8e5,dgm_tsa_channel_class_terms__99d6900f5664f12a08fa878454b5a8e5
(district court; key west),"Federal Court in Key West, FL","federal court in key west, fl",courthouse,,courthouse,,Courthouse,"Federal Court in Key West, FL",,dgm_tsa_channel_class_terms,b291108d7cac33d29eda5f4ec5b0fb49,dgm_tsa_channel_class_terms__b291108d7cac33d29eda5f4ec5b0fb49
(district court; kentucky),Federal Court in Kentucky,federal court in kentucky,courthouse,,courthouse,,Courthouse,Federal Court in Kentucky,,dgm_tsa_channel_class_terms,8d2f6facd486b399445f3294f0af30f8,dgm_tsa_channel_class_terms__8d2f6facd486b399445f3294f0af30f8
(district court; kansas),Federal Court in Kansas,federal court in kansas,courthouse,,courthouse,,Courthouse,Federal Court in Kansas,,dgm_tsa_channel_class_terms,afdc3cebf7787d7ce7565bbd1dfa90c8,dgm_tsa_channel_class_terms__afdc3cebf7787d7ce7565bbd1dfa90c8
(district court; jefferson city),"Federal Court in Jefferson City, MO","federal court in jefferson city, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Jefferson City, MO",,dgm_tsa_channel_class_terms,8048727715d539942e2ee28841a2ff30,dgm_tsa_channel_class_terms__8048727715d539942e2ee28841a2ff30
(district court; iowa),Federal Court in Iowa,federal court in iowa,courthouse,,courthouse,,Courthouse,Federal Court in Iowa,,dgm_tsa_channel_class_terms,a51c7f5e74aca02e5d4c71348287d37b,dgm_tsa_channel_class_terms__a51c7f5e74aca02e5d4c71348287d37b
(district court; indiana),Federal Court in Indiana,federal court in indiana,courthouse,,courthouse,,Courthouse,Federal Court in Indiana,,dgm_tsa_channel_class_terms,9a807327b3cb516673f8eb7cd10ddbcb,dgm_tsa_channel_class_terms__9a807327b3cb516673f8eb7cd10ddbcb
(district court; illinois),Federal Court in Illinois,federal court in illinois,courthouse,,courthouse,,Courthouse,Federal Court in Illinois,,dgm_tsa_channel_class_terms,4b8da299437cb6908448a1467b9b2ae7,dgm_tsa_channel_class_terms__4b8da299437cb6908448a1467b9b2ae7
(district court; idaho),Federal Court in Idaho,federal court in idaho,courthouse,,courthouse,,Courthouse,Federal Court in Idaho,,dgm_tsa_channel_class_terms,35ea6443852ec182dfcc899400328cbf,dgm_tsa_channel_class_terms__35ea6443852ec182dfcc899400328cbf
(district court; hot springs),"Federal Court in Hot Springs, AR","federal court in hot springs, ar",courthouse,,courthouse,,Courthouse,"Federal Court in Hot Springs, AR",,dgm_tsa_channel_class_terms,851f65082acec4c4397292fcedd863cb,dgm_tsa_channel_class_terms__851f65082acec4c4397292fcedd863cb
(district court; hawaii),Federal Court in Hawaii,federal court in hawaii,courthouse,,courthouse,,Courthouse,Federal Court in Hawaii,,dgm_tsa_channel_class_terms,12e3a645d3caf4e51ede5a9fb86fed5c,dgm_tsa_channel_class_terms__12e3a645d3caf4e51ede5a9fb86fed5c
(district court; guam),Federal Court in Guam,federal court in guam,courthouse,,courthouse,,Courthouse,Federal Court in Guam,,dgm_tsa_channel_class_terms,094f7868aaca0c8b3bca586f3c42c915,dgm_tsa_channel_class_terms__094f7868aaca0c8b3bca586f3c42c915
(district court; greenville; south carolina),"Federal Court in Greenville, SC","federal court in greenville, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, SC",,dgm_tsa_channel_class_terms,e95f7a29a9f4015b8197807e0ea481c9,dgm_tsa_channel_class_terms__e95f7a29a9f4015b8197807e0ea481c9
(district court; greenville; sc),"Federal Court in Greenville, SC","federal court in greenville, sc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, SC",,dgm_tsa_channel_class_terms,1a6f722a1ea109e370e202caae970017,dgm_tsa_channel_class_terms__1a6f722a1ea109e370e202caae970017
(district court; greenville; north carolina),"Federal Court in Greenville, NC","federal court in greenville, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, NC",,dgm_tsa_channel_class_terms,4fc75e65edf4a41f13b102df6d371e2c,dgm_tsa_channel_class_terms__4fc75e65edf4a41f13b102df6d371e2c
(district court; greenville; nc),"Federal Court in Greenville, NC","federal court in greenville, nc",courthouse,,courthouse,,Courthouse,"Federal Court in Greenville, NC",,dgm_tsa_channel_class_terms,f4cb0655af0a8a96bf129e1485d07e20,dgm_tsa_channel_class_terms__f4cb0655af0a8a96bf129e1485d07e20
(district court; great falls),"Federal Court in Great Falls, MT","federal court in great falls, mt",courthouse,,courthouse,,Courthouse,"Federal Court in Great Falls, MT",,dgm_tsa_channel_class_terms,e1bee1b23afe00f1f4539a1999b6e47e,dgm_tsa_channel_class_terms__e1bee1b23afe00f1f4539a1999b6e47e
(district court; grand rapids),"Federal Court in Grand Rapids, MI","federal court in grand rapids, mi",courthouse,,courthouse,,Courthouse,"Federal Court in Grand Rapids, MI",,dgm_tsa_channel_class_terms,cd6acb35c853e791f4d390059022873e,dgm_tsa_channel_class_terms__cd6acb35c853e791f4d390059022873e
(district court; grand junction),"Federal Court in Grand Junction, CO","federal court in grand junction, co",courthouse,,courthouse,,Courthouse,"Federal Court in Grand Junction, CO",,dgm_tsa_channel_class_terms,281a2ec6848465d756dd0442dbf4aa77,dgm_tsa_channel_class_terms__281a2ec6848465d756dd0442dbf4aa77
(district court; grand forks),"Federal Court in Grand Forks, ND","federal court in grand forks, nd",courthouse,,courthouse,,Courthouse,"Federal Court in Grand Forks, ND",,dgm_tsa_channel_class_terms,8120f89ebba6c3cd15bde545e1f03661,dgm_tsa_channel_class_terms__8120f89ebba6c3cd15bde545e1f03661
(district court; georgia),Federal Court in Georgia,federal court in georgia,courthouse,,courthouse,,Courthouse,Federal Court in Georgia,,dgm_tsa_channel_class_terms,2ff0d5e8fe909f1849c3f85356756e30,dgm_tsa_channel_class_terms__2ff0d5e8fe909f1849c3f85356756e30
(district court; fort worth),"Federal Court in Fort Worth, TX","federal court in fort worth, tx",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Worth, TX",,dgm_tsa_channel_class_terms,654bb7dae5685a1afc19ac36bb91f97b,dgm_tsa_channel_class_terms__654bb7dae5685a1afc19ac36bb91f97b
(district court; fort wayne),"Federal Court in Fort Wayne, IN","federal court in fort wayne, in",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Wayne, IN",,dgm_tsa_channel_class_terms,24a1ed98eff92c6d1eed0bdc289f0aa1,dgm_tsa_channel_class_terms__24a1ed98eff92c6d1eed0bdc289f0aa1
(district court; fort smith),"Federal Court in Fort Smith, AR","federal court in fort smith, ar",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Smith, AR",,dgm_tsa_channel_class_terms,989f54aafd49291a2caa7eb0cc746fa8,dgm_tsa_channel_class_terms__989f54aafd49291a2caa7eb0cc746fa8
(district court; fort pierce),"Federal Court in Fort Pierce, FL","federal court in fort pierce, fl",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Pierce, FL",,dgm_tsa_channel_class_terms,e66e38072c53edc905b20372477a7a2a,dgm_tsa_channel_class_terms__e66e38072c53edc905b20372477a7a2a
(district court; fort lauderdale),"Federal Court in Fort Lauderdale, FL","federal court in fort lauderdale, fl",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Lauderdale, FL",,dgm_tsa_channel_class_terms,c395fa7fa01b06ecf111b417eb4c5331,dgm_tsa_channel_class_terms__c395fa7fa01b06ecf111b417eb4c5331
(district court; fort knox),"Federal Court in Fort Knox, KY","federal court in fort knox, ky",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Knox, KY",,dgm_tsa_channel_class_terms,1f7c198b99d6101c6dcd4a08eaefd873,dgm_tsa_channel_class_terms__1f7c198b99d6101c6dcd4a08eaefd873
(district court; fort campbell),"Federal Court in Fort Campbell, KY","federal court in fort campbell, ky",courthouse,,courthouse,,Courthouse,"Federal Court in Fort Campbell, KY",,dgm_tsa_channel_class_terms,79fa4bb170490186b70eaaa5c1a16976,dgm_tsa_channel_class_terms__79fa4bb170490186b70eaaa5c1a16976
(district court; florida),Federal Court in Florida,federal court in florida,courthouse,,courthouse,,Courthouse,Federal Court in Florida,,dgm_tsa_channel_class_terms,7c5c4fb3f12229b7f35287a5a55e8cc0,dgm_tsa_channel_class_terms__7c5c4fb3f12229b7f35287a5a55e8cc0
(district court; fergus falls),"Federal Court in Fergus Falls, MN","federal court in fergus falls, mn",courthouse,,courthouse,,Courthouse,"Federal Court in Fergus Falls, MN",,dgm_tsa_channel_class_terms,985f1215af577e479e4b4a9cdf515a40,dgm_tsa_channel_class_terms__985f1215af577e479e4b4a9cdf515a40
(district court; el paso),"Federal Court in El Paso, TX","federal court in el paso, tx",courthouse,,courthouse,,Courthouse,"Federal Court in El Paso, TX",,dgm_tsa_channel_class_terms,d47c62a0e9e0d10971f04b01fba8e587,dgm_tsa_channel_class_terms__d47c62a0e9e0d10971f04b01fba8e587
(district court; el dorado),"Federal Court in El Dorado, AR","federal court in el dorado, ar",courthouse,,courthouse,,Courthouse,"Federal Court in El Dorado, AR",,dgm_tsa_channel_class_terms,d5fa75faef5e2376af68dcf59c8baa63,dgm_tsa_channel_class_terms__d5fa75faef5e2376af68dcf59c8baa63
(district court; el centro),"Federal Court in El Centro, CA","federal court in el centro, ca",courthouse,,courthouse,,Courthouse,"Federal Court in El Centro, CA",,dgm_tsa_channel_class_terms,1def37134b07f815f206c6dc3d31429e,dgm_tsa_channel_class_terms__1def37134b07f815f206c6dc3d31429e
(district court; east st. louis),"Federal Court in East St. Louis, IL","federal court in east st. louis, il",courthouse,,courthouse,,Courthouse,"Federal Court in East St. Louis, IL",,dgm_tsa_channel_class_terms,73b61579cb959bd65bdefc0d28da6e2d,dgm_tsa_channel_class_terms__73b61579cb959bd65bdefc0d28da6e2d
(district court; district of columbia),"Federal Court in Washington, DC","federal court in washington, dc",courthouse,,courthouse,,Courthouse,"Federal Court in Washington, DC",,dgm_tsa_channel_class_terms,ad7324679da1ec42bd802e41708cd38a,dgm_tsa_channel_class_terms__ad7324679da1ec42bd802e41708cd38a
(district court; des moines),"Federal Court in Des Moines, IA","federal court in des moines, ia",courthouse,,courthouse,,Courthouse,"Federal Court in Des Moines, IA",,dgm_tsa_channel_class_terms,d92acf9e5aa5f8bf13e869bbd0c19c96,dgm_tsa_channel_class_terms__d92acf9e5aa5f8bf13e869bbd0c19c96
(district court; del rio),"Federal Court in Del Rio, TX","federal court in del rio, tx",courthouse,,courthouse,,Courthouse,"Federal Court in Del Rio, TX",,dgm_tsa_channel_class_terms,a944239e671909e33cc8ca9138b31a73,dgm_tsa_channel_class_terms__a944239e671909e33cc8ca9138b31a73
(district court; council bluffs),"Federal Court in Council Bluffs, IA","federal court in council bluffs, ia",courthouse,,courthouse,,Courthouse,"Federal Court in Council Bluffs, IA",,dgm_tsa_channel_class_terms,dd67f53ad31f81bb274bdb7d363f5e49,dgm_tsa_channel_class_terms__dd67f53ad31f81bb274bdb7d363f5e49
(district court; corpus christi),"Federal Court in Corpus Christi, TX","federal court in corpus christi, tx",courthouse,,courthouse,,Courthouse,"Federal Court in Corpus Christi, TX",,dgm_tsa_channel_class_terms,046ff62adfca3b71f8b044eb15d6b9aa,dgm_tsa_channel_class_terms__046ff62adfca3b71f8b044eb15d6b9aa
(district court; colorado),Federal Court in Colorado,federal court in colorado,courthouse,,courthouse,,Courthouse,Federal Court in Colorado,,dgm_tsa_channel_class_terms,460c09363cd1ff2ad9c5cd75ecdf526c,dgm_tsa_channel_class_terms__460c09363cd1ff2ad9c5cd75ecdf526c
(district court; colorado springs),"Federal Court in Colorado Springs, CO","federal court in colorado springs, co",courthouse,,courthouse,,Courthouse,"Federal Court in Colorado Springs, CO",,dgm_tsa_channel_class_terms,395bbf9be924746534926e2ef026530d,dgm_tsa_channel_class_terms__395bbf9be924746534926e2ef026530d
(district court; coeur d'alene),"Federal Court in Coeur d'Alene, ID","federal court in coeur d'alene, id",courthouse,,courthouse,,Courthouse,"Federal Court in Coeur d'Alene, ID",,dgm_tsa_channel_class_terms,10f128474e00b708f7fbb0f9eb0b2986,dgm_tsa_channel_class_terms__10f128474e00b708f7fbb0f9eb0b2986
(district court; central islip),"Federal Court in Central Islip, NY","federal court in central islip, ny",courthouse,,courthouse,,Courthouse,"Federal Court in Central Islip, NY",,dgm_tsa_channel_class_terms,5caddcd9e08134eb2e5055eb11a6ca6c,dgm_tsa_channel_class_terms__5caddcd9e08134eb2e5055eb11a6ca6c
(district court; cedar rapids),"Federal Court in Cedar Rapids, IA","federal court in cedar rapids, ia",courthouse,,courthouse,,Courthouse,"Federal Court in Cedar Rapids, IA",,dgm_tsa_channel_class_terms,7588585311811cdda1d78fd242e5bfe6,dgm_tsa_channel_class_terms__7588585311811cdda1d78fd242e5bfe6
(district court; cape girardeau),"Federal Court in Cape Girardeau, MO","federal court in cape girardeau, mo",courthouse,,courthouse,,Courthouse,"Federal Court in Cape Girardeau, MO",,dgm_tsa_channel_class_terms,1d316231e8147cd61893c45a4bff3de0,dgm_tsa_channel_class_terms__1d316231e8147cd61893c45a4bff3de0
(district court; california),Federal Court in California,federal court in california,courthouse,,courthouse,,Courthouse,Federal Court in California,,dgm_tsa_channel_class_terms,e550c97b8331510a91f4aab42fc2e3e0,dgm_tsa_channel_class_terms__e550c97b8331510a91f4aab42fc2e3e0
(district court; bowling green),"Federal Court in Bowling Green, KY","federal court in bowling green, ky",courthouse,,courthouse,,Courthouse,"Federal Court in Bowling Green, KY",,dgm_tsa_channel_class_terms,df5327f60c90c6b27cd005741ff7723e,dgm_tsa_channel_class_terms__df5327f60c90c6b27cd005741ff7723e
(district court; bay city),"Federal Court in Bay City, MI","federal court in bay city, mi",courthouse,,courthouse,,Courthouse,"Federal Court in Bay City, MI",,dgm_tsa_channel_class_terms,2f5b3ac210a6202f831a7bc78c03e693,dgm_tsa_channel_class_terms__2f5b3ac210a6202f831a7bc78c03e693
(district court; baton rouge),"Federal Court in Baton Rouge, LA","federal court in baton rouge, la",courthouse,,courthouse,,Courthouse,"Federal Court in Baton Rouge, LA",,dgm_tsa_channel_class_terms,c1f451ca814b6e18a40fcca733921eca,dgm_tsa_channel_class_terms__c1f451ca814b6e18a40fcca733921eca
(district court; arkansas),Federal Court in Arkansas,federal court in arkansas,courthouse,,courthouse,,Courthouse,Federal Court in Arkansas,,dgm_tsa_channel_class_terms,a6251d4ab7ae2e613c736b1e5857bbf1,dgm_tsa_channel_class_terms__a6251d4ab7ae2e613c736b1e5857bbf1
(district court; arizona),Federal Court in Arizona,federal court in arizona,courthouse,,courthouse,,Courthouse,Federal Court in Arizona,,dgm_tsa_channel_class_terms,352ddd058be8bf90463fdb14b0d3da33,dgm_tsa_channel_class_terms__352ddd058be8bf90463fdb14b0d3da33
(district court; ann arbor),"Federal Court in Ann Arbor, MI","federal court in ann arbor, mi",courthouse,,courthouse,,Courthouse,"Federal Court in Ann Arbor, MI",,dgm_tsa_channel_class_terms,8d8c4b8a811b65172e671da37359535f,dgm_tsa_channel_class_terms__8d8c4b8a811b65172e671da37359535f
(district court; alaska),Federal Court in Alaska,federal court in alaska,courthouse,,courthouse,,Courthouse,Federal Court in Alaska,,dgm_tsa_channel_class_terms,bd023712d9f3530ee52c304e071ad1dc,dgm_tsa_channel_class_terms__bd023712d9f3530ee52c304e071ad1dc
