handle,caption_name,location_lower,exclude_groups,Location City,Location Country,Alternate Location (city/statge/region/country/constituency),.1,.2,Firstname,Lastname,Entity Type,Entity Type 2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
m_berlinghieri,Italian Legislator Berlinghieri,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Democratic Party,Marina,Berlinghieri,Legislator,Member of the Italian Chamber of Deputies,AAEntity,Italian Legislator Berlinghieri,,int_leg_handles,31d9767c3c8aae4333592383af898bbe,int_leg_handles__31d9767c3c8aae4333592383af898bbe
marioborgheseok,Italian Legislator Borghese,italy,italy,Rome,Italy,Estero,Chamber of Deputies of Italy,Associative Movement Italians Abroad,Mario,Borghese,Legislator,Member of the Italian Chamber of Deputies,Exec,Italian Legislator Borghese,,int_leg_handles,faf1ee560076173d52d810b27e90f7dc,int_leg_handles__faf1ee560076173d52d810b27e90f7dc
mariololini,Italian Legislator Lolini,italy,italy,Rome,Italy,Tuscany,Chamber of Deputies of Italy,Lega Nord,Mario,Lolini,Legislator,Member of the Italian Chamber of Deputies,Shipping,Italian Legislator Lolini,,int_leg_handles,be99376a2b4a669d5c0e3e7bd993493e,int_leg_handles__be99376a2b4a669d5c0e3e7bd993493e
mariomorgoni,Italian Legislator Morgoni,italy,italy,Rome,Italy,Marche,Chamber of Deputies of Italy,Democratic Party,Mario,Morgoni,Legislator,Member of the Italian Chamber of Deputies,Person,Italian Legislator Morgoni,,int_leg_handles,6aabed64987c1ae30f849096a3eebae6,int_leg_handles__6aabed64987c1ae30f849096a3eebae6
martagrande87,Italian Legislator Grande,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Five Star Movement,Marta,Grande,Legislator,Member of the Italian Chamber of Deputies,Keyphrase,Italian Legislator Grande,,int_leg_handles,4319642e6f7b11110b9c7ac05c65d51c,int_leg_handles__4319642e6f7b11110b9c7ac05c65d51c
lossmartina,Italian Legislator Loss,italy,italy,Rome,Italy,Trentino-South Tyrol,Chamber of Deputies of Italy,Lega Nord,Martina,Loss,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Loss,,int_leg_handles,4f0d87e3f01bde37c05ed4b566a4ce69,int_leg_handles__4f0d87e3f01bde37c05ed4b566a4ce69
marferraioli,Italian Legislator Ferraioli,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Forza Italia (2013),Marzia,Ferraioli,Legislator,Member of the Italian Chamber of Deputies,Refinery,Italian Legislator Ferraioli,,int_leg_handles,b93d474502303417d132de23a2a95c28,int_leg_handles__b93d474502303417d132de23a2a95c28
marzio27910893,Italian Legislator Liuni,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Lega Nord,Marzio,Liuni,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Liuni,,int_leg_handles,5d14b7c7a88ced29e18dc64baa3c93bd,int_leg_handles__5d14b7c7a88ced29e18dc64baa3c93bd
massimobitonci,Italian Legislator Bitonci,italy,italy,Rome,Italy,Veneto,Chamber of Deputies of Italy,Lega Nord,Massimo,Bitonci,Legislator,Member of the Italian Chamber of Deputies,DiplomaticFacilities,Italian Legislator Bitonci,,int_leg_handles,4bd5daf9c5e4a39bf91b32dc5e513f41,int_leg_handles__4bd5daf9c5e4a39bf91b32dc5e513f41
m5s_baroni,Italian Legislator Baroni,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Five Star Movement,Massimo,Baroni,Legislator,Member of the Italian Chamber of Deputies,Legislator,Italian Legislator Baroni,,int_leg_handles,655f0bacd60e3e871281808796ad69eb,int_leg_handles__655f0bacd60e3e871281808796ad69eb
massimogara,Italian Minister of Tourism Garavaglia,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Massimo,Garavaglia,Legislator,Minister of Tourism,Person,Italian Minister of Tourism Garavaglia,,int_leg_handles,ba8a8c4fe3760b45dea364995c1a63e5,int_leg_handles__ba8a8c4fe3760b45dea364995c1a63e5
massimoungaro,Italian Legislator Ungaro,italy,italy,Rome,Italy,Estero,Chamber of Deputies of Italy,Italia Viva,Massimo,Ungaro,Legislator,Member of the Italian Chamber of Deputies,Media,Italian Legislator Ungaro,,int_leg_handles,7523b8811c20dfaa36c703111c3f8bfb,int_leg_handles__7523b8811c20dfaa36c703111c3f8bfb
mati_siracusano,Italian Legislator Siracusano,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Forza Italia (2013),Matilde,Siracusano,Legislator,Member of the Italian Chamber of Deputies,Diplomat,Italian Legislator Siracusano,,int_leg_handles,2a45bcf1f10d8bfaaa5a5c89a82f87cf,int_leg_handles__2a45bcf1f10d8bfaaa5a5c89a82f87cf
bianchimatteo79,Italian Legislator Bianchi,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Matteo,Bianchi,Legislator,Member of the Italian Chamber of Deputies,Organization,Italian Legislator Bianchi,,int_leg_handles,62a0b2f689b57d19033066d1e10301c5,int_leg_handles__62a0b2f689b57d19033066d1e10301c5
mmauripd,Italian Deputy Minister of Interior Mauri,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Democratic Party,Matteo,Mauri,Legislator,Deputy Minister of the Interior of Italy,Keyphrase,Italian Deputy Minister of Interior Mauri,,int_leg_handles,6749a902f893b4326d5a1910d0299916,int_leg_handles__6749a902f893b4326d5a1910d0299916
orfini,Italian Legislator Orfini,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Democratic Party,Matteo,Orfini,Legislator,Member of the Italian Chamber of Deputies,LegislativeCommittee,Italian Legislator Orfini,,int_leg_handles,8894cf671537d1de61477f7b888033b7,int_leg_handles__8894cf671537d1de61477f7b888033b7
mfantinati,Italian Legislator Fantinati,italy,italy,Rome,Italy,Veneto,Chamber of Deputies of Italy,Five Star Movement,Mattia,Fantinati,Legislator,Member of the Italian Chamber of Deputies,space,Italian Legislator Fantinati,,int_leg_handles,813fd20553eb294700b5bd1df37604c2,int_leg_handles__813fd20553eb294700b5bd1df37604c2
mormattia,Italian Legislator Mor,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Italia Viva,Mattia,Mor,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Mor,,int_leg_handles,b22ab567bf535dda7caae6e1d008f5b7,int_leg_handles__b22ab567bf535dda7caae6e1d008f5b7
mauratomasi,Italian Legislator Tomasi,italy,italy,Rome,Italy,Emilia-Romagna,Chamber of Deputies of Italy,Lega Nord,Maura,Tomasi,Legislator,Member of the Italian Chamber of Deputies,Person,Italian Legislator Tomasi,,int_leg_handles,61888075733e7f34796b6af4b98d5a6e,int_leg_handles__61888075733e7f34796b6af4b98d5a6e
mauri_carrara,Italian Legislator Carrara,italy,italy,Rome,Italy,Tuscany,Chamber of Deputies of Italy,Lega Nord,Maurizio,Carrara,Legislator,Member of the Italian Chamber of Deputies,Organization,Italian Legislator Carrara,,int_leg_handles,cfa8f078c7a005afafe6605188f0e87a,int_leg_handles__cfa8f078c7a005afafe6605188f0e87a
cattoimaurizio,Italian Legislator Cattoi,italy,italy,Rome,Italy,Marche,Chamber of Deputies of Italy,Five Star Movement,Maurizio,Cattoi,Legislator,Member of the Italian Chamber of Deputies,Wells,Italian Legislator Cattoi,,int_leg_handles,0aa49b5bb9e32547c40efbbdfe80ed16,int_leg_handles__0aa49b5bb9e32547c40efbbdfe80ed16
maurizio_lupi,Italian Legislator Lupi,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Us with Italy,Maurizio,Lupi,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Lupi,,int_leg_handles,9d7ced1beee166c10aa8d5007c3e85f4,int_leg_handles__9d7ced1beee166c10aa8d5007c3e85f4
maurodattis,Italian Legislator D'Attis,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Forza Italia (2013),Mauro,D'Attis,Legislator,Member of the Italian Chamber of Deputies,FTO,Italian Legislator D'Attis,,int_leg_handles,60dc541ad744367be651929c1ef33c17,int_leg_handles__60dc541ad744367be651929c1ef33c17
emmedibi,Italian Legislator Del Barba,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Democratic Party,Mauro,Del Barba,Legislator,Member of the Italian Chamber of Deputies,space,Italian Legislator Del Barba,,int_leg_handles,5833d18c510d22a4373630310e95a735,int_leg_handles__5833d18c510d22a4373630310e95a735
mauro_lucentini,Italian Legislator Lucentini,italy,italy,Rome,Italy,Marche,Chamber of Deputies of Italy,Lega Nord,Mauro,Lucentini,Legislator,Member of the Italian Chamber of Deputies,IndustryTerm,Italian Legislator Lucentini,,int_leg_handles,278862b693e6639a3a206e87aea3bb51,int_leg_handles__278862b693e6639a3a206e87aea3bb51
maurorotelli,Italian Legislator Rotelli,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Brothers of Italy,Mauro,Rotelli,Legislator,Member of the Italian Chamber of Deputies,space,Italian Legislator Rotelli,,int_leg_handles,53f5b664430c36a48a549972e7eb6803,int_leg_handles__53f5b664430c36a48a549972e7eb6803
maurosutto,Italian Legislator Sutto,italy,italy,Rome,Italy,Trentino-South Tyrol,Chamber of Deputies of Italy,Lega Nord,Mauro,Sutto,Legislator,Member of the Italian Chamber of Deputies,Legislator,Italian Legislator Sutto,,int_leg_handles,3b482f90242806cf950d6dc4aa8905eb,int_leg_handles__3b482f90242806cf950d6dc4aa8905eb
micaela_campana,Italian Legislator Campana,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Democratic Party,Micaela,Campana,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Campana,,int_leg_handles,112309816557f092ed9d1c6a741439d4,int_leg_handles__112309816557f092ed9d1c6a741439d4
biancofioremiky,Italian Legislator Biancofiore,italy,italy,Rome,Italy,Emilia-Romagna,Chamber of Deputies of Italy,Forza Italia (2013),Michaela,Biancofiore,Legislator,Member of the Italian Chamber of Deputies,Diplomat,Italian Legislator Biancofiore,,int_leg_handles,a7f9da9425473775d2ef54820b25ffce,int_leg_handles__a7f9da9425473775d2ef54820b25ffce
michelarostan,Italian Legislator Rostan,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Free and Equal,Michela,Rostan,Legislator,Member of the Italian Chamber of Deputies,CompanyKeyword,Italian Legislator Rostan,,int_leg_handles,f753b57e3d55f475aba393c8a53cba4b,int_leg_handles__f753b57e3d55f475aba393c8a53cba4b
mvbrambilla,Italian Legislator Brambilla,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Forza Italia,Michela,Brambilla,Legislator,Member of the Italian Chamber of Deputies,CompanyKeyword,Italian Legislator Brambilla,,int_leg_handles,046f7807ba7a1ce48d27abfd71e4ecba,int_leg_handles__046f7807ba7a1ce48d27abfd71e4ecba
michele_anzaldi,Italian Legislator Anzaldi,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Italia Viva,Michele,Anzaldi,Legislator,Member of the Italian Chamber of Deputies,Shipping,Italian Legislator Anzaldi,,int_leg_handles,a3f9197a5495be3c6cd9ba33b683d9e3,int_leg_handles__a3f9197a5495be3c6cd9ba33b683d9e3
bordomichele,Italian Legislator Bordo,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Democratic Party,Michele,Bordo,Legislator,Member of the Italian Chamber of Deputies,Shipping,Italian Legislator Bordo,,int_leg_handles,9ec9c3c39ad76c80533692bff411886a,int_leg_handles__9ec9c3c39ad76c80533692bff411886a
micsodano,Italian Legislator Sodano,italy,italy,Rome,Italy,Sicily,Chamber of Deputies of Italy,Five Star Movement,Michele,Sodano,Legislator,Member of the Italian Chamber of Deputies,Pipeline,Italian Legislator Sodano,,int_leg_handles,fafe7a20f6c94ad82ddeb9684b95839f,int_leg_handles__fafe7a20f6c94ad82ddeb9684b95839f
mire_cris,Italian Legislator Cristina,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Forza Italia (2013),Mirella,Cristina,Legislator,Member of the Italian Chamber of Deputies,FTO,Italian Legislator Cristina,,int_leg_handles,80d4fd55096ade4ad3afb62dbe4068f4,int_leg_handles__80d4fd55096ade4ad3afb62dbe4068f4
mirellaliuzzi,Italian Legislator Liuzzi,italy,italy,Rome,Italy,Basilicata,Chamber of Deputies of Italy,Five Star Movement,Mirella,Liuzzi,Legislator,Member of the Italian Chamber of Deputies,Legislator,Italian Legislator Liuzzi,,int_leg_handles,e1a017ef3f0323116ea410509dc4d92d,int_leg_handles__e1a017ef3f0323116ea410509dc4d92d
nardo64,Italian Legislator Marino,italy,italy,Rome,Italy,Sardinia,Chamber of Deputies of Italy,Five Star Movement,Nardo,Marino,Legislator,Member of the Italian Chamber of Deputies,CompanyKeyword,Italian Legislator Marino,,int_leg_handles,3fa9be8bc9be7f2c93709b3b187375e2,int_leg_handles__3fa9be8bc9be7f2c93709b3b187375e2
nicostumpo,Italian Legislator Stumpo,italy,italy,Rome,Italy,Calabria,Chamber of Deputies of Italy,Free and Equal,Nico,Stumpo,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Stumpo,,int_leg_handles,c14ddd19d9b2ce4aa6307af9a2848fe0,int_leg_handles__c14ddd19d9b2ce4aa6307af9a2848fe0
nicola_acunzo,Italian Legislator Acunzo,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Five Star Movement,Nico,Acunzo,Legislator,Member of the Italian Chamber of Deputies,IndustryTerm,Italian Legislator Acunzo,,int_leg_handles,be5d9d5a4c2eff0758efdcb6c3207124,int_leg_handles__be5d9d5a4c2eff0758efdcb6c3207124
careitaly,Italian Legislator Care,italy,italy,Rome,Italy,Estero,Chamber of Deputies of Italy,Democratic Party,Nicola,Care,Legislator,Member of the Italian Chamber of Deputies,Organization,Italian Legislator Care,,int_leg_handles,89ec7a380a38c7006a3da2fb75178c70,int_leg_handles__89ec7a380a38c7006a3da2fb75178c70
nfratoianni,Italian Legislator Fratoianni,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Free and Equal,Nicola,Fratoianni,Legislator,Member of the Italian Chamber of Deputies,Organization,Italian Legislator Fratoianni,,int_leg_handles,f402fdac25233125e0b3ebede65efff2,int_leg_handles__f402fdac25233125e0b3ebede65efff2
nicolamolteni,Italian Legislator Molteni,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Nicola,Molteni,Legislator,Member of the Italian Chamber of Deputies,FTO,Italian Legislator Molteni,,int_leg_handles,45c45598cc41f8d3e99d1203ca002009,int_leg_handles__45c45598cc41f8d3e99d1203ca002009
nunzioangiola,Italian Legislator Angiola,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Five Star Movement,Nunzio,Angiola,Legislator,Member of the Italian Chamber of Deputies,Shipping,Italian Legislator Angiola,,int_leg_handles,a0f4cf9e047b032765c2147e32c1733a,int_leg_handles__a0f4cf9e047b032765c2147e32c1733a
osvaldonapoli3,Italian Legislator Napoli,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Coraggio Italia,Osvaldo,Napoli,Legislator,Member of the Italian Chamber of Deputies,Diplomat,Italian Legislator Napoli,,int_leg_handles,27e45a00b1a102b9616a11a19cb16a29,int_leg_handles__27e45a00b1a102b9616a11a19cb16a29
berenice0104,Italian Legislator Carinelli,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Five Star Movement,Paola,Carinelli,Legislator,Member of the Italian Chamber of Deputies,IndustryTerm,Italian Legislator Carinelli,,int_leg_handles,f4e61ef13a784b4defb9d7da199d2a5a,int_leg_handles__f4e61ef13a784b4defb9d7da199d2a5a
paola_demicheli,Italian Legislator De Micheli,italy,italy,Rome,Italy,Emilia-Romagna,Chamber of Deputies of Italy,Democratic Party,Paola,De Micheli,Legislator,Member of the Italian Chamber of Deputies,Refinery,Italian Legislator De Micheli,,int_leg_handles,f82197f3eeb7f47cc6c5b856ab4385f6,int_leg_handles__f82197f3eeb7f47cc6c5b856ab4385f6
paola_deiana,Italian Legislator Deiana,italy,italy,Rome,Italy,Sardinia,Chamber of Deputies of Italy,Five Star Movement,Paola,Deiana,Legislator,Member of the Italian Chamber of Deputies,FTO,Italian Legislator Deiana,,int_leg_handles,fdf51f5dcf667092426ef72fbbe5866d,int_leg_handles__fdf51f5dcf667092426ef72fbbe5866d
frassinettip,Italian Legislator Frassinetti,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Brothers of Italy,Paola,Frassinetti,Legislator,Member of the Italian Chamber of Deputies,Media,Italian Legislator Frassinetti,,int_leg_handles,62ecaf53dec0a5242c75a0d72e346e54,int_leg_handles__62ecaf53dec0a5242c75a0d72e346e54
paoloformentin1,Italian Legislator Formentini,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Paolo,Formentini,Legislator,Member of the Italian Chamber of Deputies,IndustryTerm,Italian Legislator Formentini,,int_leg_handles,9e509f5df607b593c307c7bcde454c9a,int_leg_handles__9e509f5df607b593c307c7bcde454c9a
grimoldipaolo,Italian Legislator Grimoldi,italy,italy,Rome,Italy,Lombardy,Chamber of Deputies of Italy,Lega Nord,Paolo,Grimoldi,Legislator,Member of the Italian Chamber of Deputies,Person,Italian Legislator Grimoldi,,int_leg_handles,74c305e74ddac755ec9eaf28fb79ac6d,int_leg_handles__74c305e74ddac755ec9eaf28fb79ac6d
paololattanzio,Italian Legislator Lattanzio,italy,italy,Rome,Italy,Puglia,Chamber of Deputies of Italy,Five Star Movement,Paolo,Lattanzio,Legislator,Member of the Italian Chamber of Deputies,Consulates,Italian Legislator Lattanzio,,int_leg_handles,ba6109f55ad17c73ba643070547169b9,int_leg_handles__ba6109f55ad17c73ba643070547169b9
paoloparentela,Italian Legislator Parentela,italy,italy,Rome,Italy,Calabria,Chamber of Deputies of Italy,Five Star Movement,Paolo,Parentela,Legislator,Member of the Italian Chamber of Deputies,space,Italian Legislator Parentela,,int_leg_handles,1d34bb2c9ac569e5ebf35a9881ec5f10,int_leg_handles__1d34bb2c9ac569e5ebf35a9881ec5f10
romanopaolo,Italian Legislator Romano,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Five Star Movement,Paolo,Romano,Legislator,Member of the Italian Chamber of Deputies,ForeignMinistry,Italian Legislator Romano,,int_leg_handles,00ad1146a340bac7fd580670f6434983,int_leg_handles__00ad1146a340bac7fd580670f6434983
_paolorusso_,Italian Legislator Russo,italy,italy,Rome,Italy,Campania,Chamber of Deputies of Italy,Forza Italia (2013),Paolo,Russo,Legislator,Member of the Italian Chamber of Deputies,CompanyKeyword,Italian Legislator Russo,,int_leg_handles,795b655c93d33110775a02bc0530f2e5,int_leg_handles__795b655c93d33110775a02bc0530f2e5
paolotiramani,Italian Legislator Tiramani,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Lega Nord,Paolo,Tiramani,Legislator,Member of the Italian Chamber of Deputies,ForeignMinister,Italian Legislator Tiramani,,int_leg_handles,d49a73669879b0a06a15c8f7742cbc9f,int_leg_handles__d49a73669879b0a06a15c8f7742cbc9f
ptrancassini,Italian Legislator Trancassini,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Brothers of Italy,Paolo,Trancassini,Legislator,Member of the Italian Chamber of Deputies,Shipping,Italian Legislator Trancassini,,int_leg_handles,e8f753c3cd9380a3f3d45ba1a10abeaf,int_leg_handles__e8f753c3cd9380a3f3d45ba1a10abeaf
paolozangrillo,Italian Legislator Zangrillo,italy,italy,Rome,Italy,Piedmont,Chamber of Deputies of Italy,Forza Italia (1994),Paolo,Zangrillo,Legislator,Member of the Italian Chamber of Deputies,ForeignMinistry,Italian Legislator Zangrillo,,int_leg_handles,8e2f14cb7fa441caecd5f82a304f5627,int_leg_handles__8e2f14cb7fa441caecd5f82a304f5627
marroccopatty,Italian Legislator Marrocco,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Forza Italia (2013),Patrizia,Marrocco,Legislator,Member of the Italian Chamber of Deputies,AAEntity,Italian Legislator Marrocco,,int_leg_handles,5b675ac7edd53dcefa645e14fb013553,int_leg_handles__5b675ac7edd53dcefa645e14fb013553
patriziaprestip,Italian Legislator Prestipino,italy,italy,Rome,Italy,Lazio,Chamber of Deputies of Italy,Democratic Party,Patrizia,Prestipino,Legislator,Member of the Italian Chamber of Deputies,Exec,Italian Legislator Prestipino,,int_leg_handles,75150d747262a5dd7e56cd4411ac0193,int_leg_handles__75150d747262a5dd7e56cd4411ac0193
patriziaterzoni,Italian Legislator Terzoni,italy,italy,Rome,Italy,Marche,Chamber of Deputies of Italy,Five Star Movement,Patrizia,Terzoni,Legislator,Member of the Italian Chamber of Deputies,CompanyKeyword,Italian Legislator Terzoni,,int_leg_handles,eef8088c8049a0ad9f9474a96d449c8f,int_leg_handles__eef8088c8049a0ad9f9474a96d449c8f
