keyword,caption_name,location,topic_id,guid,groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
starlink-1836,Starlink-1836 communications satellite,a700,188261,,,,Consulates,Starlink-1836 communications satellite,,dgm_spaceexclucompanies,a2c5f5a081bda045286c67b06d94ea71,dgm_spaceexclucompanies__a2c5f5a081bda045286c67b06d94ea71
starlink-1837,Starlink-1837 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1837 communications satellite,,dgm_spaceexclucompanies,016624f9f5aff2d165083568fc9096fd,dgm_spaceexclucompanies__016624f9f5aff2d165083568fc9096fd
starlink-1838,Starlink-1838 communications satellite,a700,188261,,,,Wells,Starlink-1838 communications satellite,,dgm_spaceexclucompanies,b722caca3e91a1a0ebfe86efe387a854,dgm_spaceexclucompanies__b722caca3e91a1a0ebfe86efe387a854
starlink-1839,Starlink-1839 communications satellite,a700,188261,,,,Diplomat,Starlink-1839 communications satellite,,dgm_spaceexclucompanies,ea603b79b80b53c1f112d671940d7486,dgm_spaceexclucompanies__ea603b79b80b53c1f112d671940d7486
starlink-1840,Starlink-1840 communications satellite,a700,188261,,,,Refinery,Starlink-1840 communications satellite,,dgm_spaceexclucompanies,f5e08f641cba2d61fcc761f5d6456b87,dgm_spaceexclucompanies__f5e08f641cba2d61fcc761f5d6456b87
starlink-1841,Starlink-1841 communications satellite,a700,188261,,,,Refinery,Starlink-1841 communications satellite,,dgm_spaceexclucompanies,f11b24cf3415d682d5bb6177113f42a1,dgm_spaceexclucompanies__f11b24cf3415d682d5bb6177113f42a1
starlink-1842,Starlink-1842 communications satellite,a700,188261,,,,News,Starlink-1842 communications satellite,,dgm_spaceexclucompanies,3189943544ec34d26e52913faa20c36e,dgm_spaceexclucompanies__3189943544ec34d26e52913faa20c36e
starlink-1843,Starlink-1843 communications satellite,a700,188261,,,,News,Starlink-1843 communications satellite,,dgm_spaceexclucompanies,261287e426292b525e1b810f8f942716,dgm_spaceexclucompanies__261287e426292b525e1b810f8f942716
starlink-1844,Starlink-1844 communications satellite,a700,188261,,,,Diplomat,Starlink-1844 communications satellite,,dgm_spaceexclucompanies,1f35f948d7087f3ecc82f12597829bf7,dgm_spaceexclucompanies__1f35f948d7087f3ecc82f12597829bf7
starlink-1845,Starlink-1845 communications satellite,a700,188261,,,,Shipping,Starlink-1845 communications satellite,,dgm_spaceexclucompanies,617cf9884ac3118e76c4212725cc5a21,dgm_spaceexclucompanies__617cf9884ac3118e76c4212725cc5a21
starlink-1846,Starlink-1846 communications satellite,a700,188261,,,,Diplomat,Starlink-1846 communications satellite,,dgm_spaceexclucompanies,59fa05e6bb062dde4e75ffa94bc447cd,dgm_spaceexclucompanies__59fa05e6bb062dde4e75ffa94bc447cd
starlink-1847,Starlink-1847 communications satellite,a700,188261,,,,FTO,Starlink-1847 communications satellite,,dgm_spaceexclucompanies,ba4415c13e7479b3c526e70a2d2ef27b,dgm_spaceexclucompanies__ba4415c13e7479b3c526e70a2d2ef27b
starlink-1848,Starlink-1848 communications satellite,a700,188261,,,,Shipping,Starlink-1848 communications satellite,,dgm_spaceexclucompanies,a324525783a96a1f536a55db2fbec82f,dgm_spaceexclucompanies__a324525783a96a1f536a55db2fbec82f
starlink-1849,Starlink-1849 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1849 communications satellite,,dgm_spaceexclucompanies,a72e19d088d53d21d7cad6290d0694b2,dgm_spaceexclucompanies__a72e19d088d53d21d7cad6290d0694b2
starlink-1850,Starlink-1850 communications satellite,a700,188261,,,,Wells,Starlink-1850 communications satellite,,dgm_spaceexclucompanies,a8357d837d7f73a97b98842648b82fca,dgm_spaceexclucompanies__a8357d837d7f73a97b98842648b82fca
starlink-1851,Starlink-1851 communications satellite,a700,188261,,,,Organization,Starlink-1851 communications satellite,,dgm_spaceexclucompanies,f3f7ab97c42eac2ad17c6730a49d6e71,dgm_spaceexclucompanies__f3f7ab97c42eac2ad17c6730a49d6e71
starlink-1852,Starlink-1852 communications satellite,a700,188261,,,,Organization,Starlink-1852 communications satellite,,dgm_spaceexclucompanies,0963d68c39310ef23ea6aa7a59284775,dgm_spaceexclucompanies__0963d68c39310ef23ea6aa7a59284775
starlink-1853,Starlink-1853 communications satellite,a700,188261,,,,Keyphrase,Starlink-1853 communications satellite,,dgm_spaceexclucompanies,242bc9479e270b544281fbc50f06d4f2,dgm_spaceexclucompanies__242bc9479e270b544281fbc50f06d4f2
starlink-1854,Starlink-1854 communications satellite,a700,188261,,,,News,Starlink-1854 communications satellite,,dgm_spaceexclucompanies,50fe233968de946004cceacd2a4effab,dgm_spaceexclucompanies__50fe233968de946004cceacd2a4effab
starlink-1855,Starlink-1855 communications satellite,a700,188261,,,,Refinery,Starlink-1855 communications satellite,,dgm_spaceexclucompanies,5225d6be774894bf02389a0998407155,dgm_spaceexclucompanies__5225d6be774894bf02389a0998407155
starlink-1856,Starlink-1856 communications satellite,a700,188261,,,,News,Starlink-1856 communications satellite,,dgm_spaceexclucompanies,d6401916679c5906b769d774b797c0a0,dgm_spaceexclucompanies__d6401916679c5906b769d774b797c0a0
starlink-1857,Starlink-1857 communications satellite,a700,188261,,,,space,Starlink-1857 communications satellite,,dgm_spaceexclucompanies,303112b9e066e40619ce09baba17d80b,dgm_spaceexclucompanies__303112b9e066e40619ce09baba17d80b
starlink-1858,Starlink-1858 communications satellite,a700,188261,,,,Shipping,Starlink-1858 communications satellite,,dgm_spaceexclucompanies,8405912ac09c62f3d05fe7cb9a135d08,dgm_spaceexclucompanies__8405912ac09c62f3d05fe7cb9a135d08
starlink-1859,Starlink-1859 communications satellite,a700,188261,,,,Legislator,Starlink-1859 communications satellite,,dgm_spaceexclucompanies,792fd4b8577b2f4502749e4df0d951dc,dgm_spaceexclucompanies__792fd4b8577b2f4502749e4df0d951dc
starlink-1860,Starlink-1860 communications satellite,a700,188261,,,,News,Starlink-1860 communications satellite,,dgm_spaceexclucompanies,8169eca185f7c42920c8c1c89a1c8ba2,dgm_spaceexclucompanies__8169eca185f7c42920c8c1c89a1c8ba2
starlink-1861,Starlink-1861 communications satellite,a700,188261,,,,Exec,Starlink-1861 communications satellite,,dgm_spaceexclucompanies,5c34bc0cf640868ecdda8c07635ca511,dgm_spaceexclucompanies__5c34bc0cf640868ecdda8c07635ca511
starlink-1862,Starlink-1862 communications satellite,a700,188261,,,,Refinery,Starlink-1862 communications satellite,,dgm_spaceexclucompanies,7d7f4b1a2238bb9e86fb1797a7c9413e,dgm_spaceexclucompanies__7d7f4b1a2238bb9e86fb1797a7c9413e
starlink-1863,Starlink-1863 communications satellite,a700,188261,,,,Legislator,Starlink-1863 communications satellite,,dgm_spaceexclucompanies,7a8b6ac160495519b108b642223f0cc6,dgm_spaceexclucompanies__7a8b6ac160495519b108b642223f0cc6
starlink-1864,Starlink-1864 communications satellite,a700,188261,,,,Organization,Starlink-1864 communications satellite,,dgm_spaceexclucompanies,b6e63f740940ee607b86b4887b75df91,dgm_spaceexclucompanies__b6e63f740940ee607b86b4887b75df91
starlink-1865,Starlink-1865 communications satellite,a700,188261,,,,DiplomaticFacilities,Starlink-1865 communications satellite,,dgm_spaceexclucompanies,53726b866399e3893825c500a66df072,dgm_spaceexclucompanies__53726b866399e3893825c500a66df072
starlink-1866,Starlink-1866 communications satellite,a700,188261,,,,Refinery,Starlink-1866 communications satellite,,dgm_spaceexclucompanies,db17efbb7b634cfa1248103634843dcf,dgm_spaceexclucompanies__db17efbb7b634cfa1248103634843dcf
starlink-1867,Starlink-1867 communications satellite,a700,188261,,,,Refinery,Starlink-1867 communications satellite,,dgm_spaceexclucompanies,144808fca7e7dcbba6f434cbef567e56,dgm_spaceexclucompanies__144808fca7e7dcbba6f434cbef567e56
starlink-1868,Starlink-1868 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1868 communications satellite,,dgm_spaceexclucompanies,f5e071cf456eccae528940c2daf1846c,dgm_spaceexclucompanies__f5e071cf456eccae528940c2daf1846c
starlink-1869,Starlink-1869 communications satellite,a700,188261,,,,Wells,Starlink-1869 communications satellite,,dgm_spaceexclucompanies,a540347c62705d4546a080a464f6be9d,dgm_spaceexclucompanies__a540347c62705d4546a080a464f6be9d
starlink-1870,Starlink-1870 communications satellite,a700,188261,,,,Pipeline,Starlink-1870 communications satellite,,dgm_spaceexclucompanies,5e4f9d59c69ff963abc1191c0bf5ddb7,dgm_spaceexclucompanies__5e4f9d59c69ff963abc1191c0bf5ddb7
starlink-1871,Starlink-1871 communications satellite,a700,188261,,,,Keyphrase,Starlink-1871 communications satellite,,dgm_spaceexclucompanies,f9c98560b4d33204bfa3c90122138d2a,dgm_spaceexclucompanies__f9c98560b4d33204bfa3c90122138d2a
starlink-1872,Starlink-1872 communications satellite,a700,188261,,,,Media,Starlink-1872 communications satellite,,dgm_spaceexclucompanies,273e7c0106efee92169d8e625ecac032,dgm_spaceexclucompanies__273e7c0106efee92169d8e625ecac032
starlink-1873,Starlink-1873 communications satellite,a700,188261,,,,Pipeline,Starlink-1873 communications satellite,,dgm_spaceexclucompanies,dd4c754b5747f48d4d220bd8b9d20452,dgm_spaceexclucompanies__dd4c754b5747f48d4d220bd8b9d20452
starlink-1874,Starlink-1874 communications satellite,a700,188261,,,,Organization,Starlink-1874 communications satellite,,dgm_spaceexclucompanies,c5808ca543184a28ed6d3dfd1bcf0eab,dgm_spaceexclucompanies__c5808ca543184a28ed6d3dfd1bcf0eab
starlink-1875,Starlink-1875 communications satellite,a700,188261,,,,CompanyKeyword,Starlink-1875 communications satellite,,dgm_spaceexclucompanies,e3538cf0e23e6ecbb5ffff684712eca7,dgm_spaceexclucompanies__e3538cf0e23e6ecbb5ffff684712eca7
starlink-1876,Starlink-1876 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1876 communications satellite,,dgm_spaceexclucompanies,f73441209d6a93fa30e47ec708ca5e8e,dgm_spaceexclucompanies__f73441209d6a93fa30e47ec708ca5e8e
starlink-1877,Starlink-1877 communications satellite,a700,188261,,,,Pipeline,Starlink-1877 communications satellite,,dgm_spaceexclucompanies,5a08e74c7979ef7551e988d632e69c4d,dgm_spaceexclucompanies__5a08e74c7979ef7551e988d632e69c4d
starlink-1878,Starlink-1878 communications satellite,a700,188261,,,,Legislator,Starlink-1878 communications satellite,,dgm_spaceexclucompanies,783fa6c1ac48c6d5df008f36ce780484,dgm_spaceexclucompanies__783fa6c1ac48c6d5df008f36ce780484
starlink-1879,Starlink-1879 communications satellite,a700,188261,,,,Keyphrase,Starlink-1879 communications satellite,,dgm_spaceexclucompanies,2adfc165563dd58ffc98a408cd74d475,dgm_spaceexclucompanies__2adfc165563dd58ffc98a408cd74d475
starlink-1880,Starlink-1880 communications satellite,a700,188261,,,,space,Starlink-1880 communications satellite,,dgm_spaceexclucompanies,1fb75c09ebbe085ccb887e2796943fa8,dgm_spaceexclucompanies__1fb75c09ebbe085ccb887e2796943fa8
starlink-1881,Starlink-1881 communications satellite,a700,188261,,,,Keyphrase,Starlink-1881 communications satellite,,dgm_spaceexclucompanies,193dd149ff2ce9a008486d50eaf3cf83,dgm_spaceexclucompanies__193dd149ff2ce9a008486d50eaf3cf83
starlink-1882,Starlink-1882 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1882 communications satellite,,dgm_spaceexclucompanies,08cea1875d157da2eb374103abfd8843,dgm_spaceexclucompanies__08cea1875d157da2eb374103abfd8843
starlink-1883,Starlink-1883 communications satellite,a700,188261,,,,Consulates,Starlink-1883 communications satellite,,dgm_spaceexclucompanies,d5b95ce3574565f1ace583672c71d41d,dgm_spaceexclucompanies__d5b95ce3574565f1ace583672c71d41d
starlink-1884,Starlink-1884 communications satellite,a700,188261,,,,FTO,Starlink-1884 communications satellite,,dgm_spaceexclucompanies,8c20abadae3a85362590625acb1a7a60,dgm_spaceexclucompanies__8c20abadae3a85362590625acb1a7a60
starlink-1885,Starlink-1885 communications satellite,a700,188261,,,,FTO,Starlink-1885 communications satellite,,dgm_spaceexclucompanies,bf7c290ae21c47c48fafd3fbee74b7a4,dgm_spaceexclucompanies__bf7c290ae21c47c48fafd3fbee74b7a4
starlink-1886,Starlink-1886 communications satellite,a700,188261,,,,Shipping,Starlink-1886 communications satellite,,dgm_spaceexclucompanies,38da10848593ec40b2e0cf6cdb8c6dca,dgm_spaceexclucompanies__38da10848593ec40b2e0cf6cdb8c6dca
starlink-1887,Starlink-1887 communications satellite,a700,188261,,,,Shipping,Starlink-1887 communications satellite,,dgm_spaceexclucompanies,bbabaa7380c4f8f00ed905e4fd7404b3,dgm_spaceexclucompanies__bbabaa7380c4f8f00ed905e4fd7404b3
starlink-1888,Starlink-1888 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1888 communications satellite,,dgm_spaceexclucompanies,8381e65437b54ed8c931292256120eba,dgm_spaceexclucompanies__8381e65437b54ed8c931292256120eba
starlink-1889,Starlink-1889 communications satellite,a700,188261,,,,Legislator,Starlink-1889 communications satellite,,dgm_spaceexclucompanies,8ead7a520662907b3f78d3abadd26382,dgm_spaceexclucompanies__8ead7a520662907b3f78d3abadd26382
starlink-1890,Starlink-1890 communications satellite,a700,188261,,,,Shipping,Starlink-1890 communications satellite,,dgm_spaceexclucompanies,17a4183ef52178c2de3f2d9f44924482,dgm_spaceexclucompanies__17a4183ef52178c2de3f2d9f44924482
starlink-1891,Starlink-1891 communications satellite,a700,188261,,,,Person,Starlink-1891 communications satellite,,dgm_spaceexclucompanies,5e564c10215e9455e61d3869585522a1,dgm_spaceexclucompanies__5e564c10215e9455e61d3869585522a1
starlink-1892,Starlink-1892 communications satellite,a700,188261,,,,Legislator,Starlink-1892 communications satellite,,dgm_spaceexclucompanies,463261570a0ab467c9781c38a13a75ad,dgm_spaceexclucompanies__463261570a0ab467c9781c38a13a75ad
starlink-1893,Starlink-1893 communications satellite,a700,188261,,,,Wells,Starlink-1893 communications satellite,,dgm_spaceexclucompanies,62cf1be06cbdce549516a5763c8ed2c7,dgm_spaceexclucompanies__62cf1be06cbdce549516a5763c8ed2c7
starlink-1894,Starlink-1894 communications satellite,a700,188261,,,,Wells,Starlink-1894 communications satellite,,dgm_spaceexclucompanies,e0d21b48aa192cc9ab9fa6058343d870,dgm_spaceexclucompanies__e0d21b48aa192cc9ab9fa6058343d870
starlink-1895,Starlink-1895 communications satellite,a700,188261,,,,News,Starlink-1895 communications satellite,,dgm_spaceexclucompanies,39fb82509e8c8fd60a47e5a65ae4a3f0,dgm_spaceexclucompanies__39fb82509e8c8fd60a47e5a65ae4a3f0
starlink-1896,Starlink-1896 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1896 communications satellite,,dgm_spaceexclucompanies,3e0711fb93f960b916d686333c53ba3d,dgm_spaceexclucompanies__3e0711fb93f960b916d686333c53ba3d
starlink-1897,Starlink-1897 communications satellite,a700,188261,,,,AAEntity,Starlink-1897 communications satellite,,dgm_spaceexclucompanies,d289dd4953c9e71752d24c62d2472dbb,dgm_spaceexclucompanies__d289dd4953c9e71752d24c62d2472dbb
starlink-1898,Starlink-1898 communications satellite,a700,188261,,,,Refinery,Starlink-1898 communications satellite,,dgm_spaceexclucompanies,bf416ee5fc4ea2ddcc35ea33546b13c8,dgm_spaceexclucompanies__bf416ee5fc4ea2ddcc35ea33546b13c8
starlink-1899,Starlink-1899 communications satellite,a700,188261,,,,Exec,Starlink-1899 communications satellite,,dgm_spaceexclucompanies,ce5d5f78ef3b377ae3df789c213c9c72,dgm_spaceexclucompanies__ce5d5f78ef3b377ae3df789c213c9c72
starlink-1901,Starlink-1901 communications satellite,a700,188261,,,,Media,Starlink-1901 communications satellite,,dgm_spaceexclucompanies,084eaad436264204b0dae34da8edd632,dgm_spaceexclucompanies__084eaad436264204b0dae34da8edd632
starlink-1902,Starlink-1902 communications satellite,a700,188261,,,,Shipping,Starlink-1902 communications satellite,,dgm_spaceexclucompanies,482e847d52ce0d753b8f5049ca77c049,dgm_spaceexclucompanies__482e847d52ce0d753b8f5049ca77c049
starlink-1903,Starlink-1903 communications satellite,a700,188261,,,,ForeignMinistry,Starlink-1903 communications satellite,,dgm_spaceexclucompanies,38caa32a6d03b990824f7d462bdcb39e,dgm_spaceexclucompanies__38caa32a6d03b990824f7d462bdcb39e
starlink-1905,Starlink-1905 communications satellite,a700,188261,,,,LegislativeCommittee,Starlink-1905 communications satellite,,dgm_spaceexclucompanies,c632593c5e9d91f3ffd1a8a346013fda,dgm_spaceexclucompanies__c632593c5e9d91f3ffd1a8a346013fda
starlink-1906,Starlink-1906 communications satellite,a700,188261,,,,Organization,Starlink-1906 communications satellite,,dgm_spaceexclucompanies,9dd34e4a14db53628218ea2ac85bd7f8,dgm_spaceexclucompanies__9dd34e4a14db53628218ea2ac85bd7f8
starlink-1907,Starlink-1907 communications satellite,a700,188261,,,,space,Starlink-1907 communications satellite,,dgm_spaceexclucompanies,c91dc4a72418d450ee046986a9fb7a7c,dgm_spaceexclucompanies__c91dc4a72418d450ee046986a9fb7a7c
starlink-1908,Starlink-1908 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1908 communications satellite,,dgm_spaceexclucompanies,7da747a1fc5f18ba4d4a7e10b9b75971,dgm_spaceexclucompanies__7da747a1fc5f18ba4d4a7e10b9b75971
starlink-1909,Starlink-1909 communications satellite,a700,188261,,,,ForeignMinister,Starlink-1909 communications satellite,,dgm_spaceexclucompanies,90b48c19f06074082de4d52fb79a29b1,dgm_spaceexclucompanies__90b48c19f06074082de4d52fb79a29b1
starlink-1910,Starlink-1910 communications satellite,a700,188261,,,,space,Starlink-1910 communications satellite,,dgm_spaceexclucompanies,c397deb43a77dadcadc015fd6af3b337,dgm_spaceexclucompanies__c397deb43a77dadcadc015fd6af3b337
starlink-1911,Starlink-1911 communications satellite,a700,188261,,,,Wells,Starlink-1911 communications satellite,,dgm_spaceexclucompanies,7e3aae3be2bd97b3119eb95057561ac1,dgm_spaceexclucompanies__7e3aae3be2bd97b3119eb95057561ac1
starlink-1912,Starlink-1912 communications satellite,a700,188261,,,,Pipeline,Starlink-1912 communications satellite,,dgm_spaceexclucompanies,2f33a682f8ad1633596905eb0f3e0665,dgm_spaceexclucompanies__2f33a682f8ad1633596905eb0f3e0665
starlink-1913,Starlink-1913 communications satellite,a700,188261,,,,Person,Starlink-1913 communications satellite,,dgm_spaceexclucompanies,24175ce38256993316413e479c7963d2,dgm_spaceexclucompanies__24175ce38256993316413e479c7963d2
starlink-1914,Starlink-1914 communications satellite,a700,188261,,,,Pipeline,Starlink-1914 communications satellite,,dgm_spaceexclucompanies,90464315971596faef34bf4461fa6036,dgm_spaceexclucompanies__90464315971596faef34bf4461fa6036
starlink-1916,Starlink-1916 communications satellite,a700,188261,,,,Diplomat,Starlink-1916 communications satellite,,dgm_spaceexclucompanies,a63be06e24ab35761457ffbb0f2d7140,dgm_spaceexclucompanies__a63be06e24ab35761457ffbb0f2d7140
starlink-1917,Starlink-1917 communications satellite,a700,188261,,,,News,Starlink-1917 communications satellite,,dgm_spaceexclucompanies,87ac2a9621db4decb45b945672b694f2,dgm_spaceexclucompanies__87ac2a9621db4decb45b945672b694f2
starlink-1918,Starlink-1918 communications satellite,a700,188261,,,,Diplomat,Starlink-1918 communications satellite,,dgm_spaceexclucompanies,08cfd281900ebc545190d20adfa4b514,dgm_spaceexclucompanies__08cfd281900ebc545190d20adfa4b514
