keyword,keyword_upper,caption_name,location,location_lower,type,topic_id,focus_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#illinoisdepartmentofnaturalresources,#IllinoisDepartmentofNaturalResources,Illinois Department of Natural Resources,Illinois,illinois,SLGAgency,188133,3140002,Slgagency,Illinois Department of Natural Resources,,LN_Mentionee,514d3010206bffbe159b202b3bc33f37,LN_Mentionee__514d3010206bffbe159b202b3bc33f37
#illinoisdepartmentofpublichealth,#IllinoisDepartmentofPublicHealth,Illinois Department of Public Health,Illinois,illinois,SLGAgency,188124,3140002,Slgagency,Illinois Department of Public Health,,LN_Mentionee,04e7d782110572487a5d55e34ad894d6,LN_Mentionee__04e7d782110572487a5d55e34ad894d6
#illinoisdepartmentoftransportation,#IllinoisDepartmentofTransportation,Illinois Department of Transportation,Illinois,illinois,SLGAgency,188120,3140002,Slgagency,Illinois Department of Transportation,,LN_Mentionee,49784294568fec802fbb44175e6c01f3,LN_Mentionee__49784294568fec802fbb44175e6c01f3
#illinoisstateboardofeducation,#IllinoisStateBoardofEducation,Illinois State Board of Education,Illinois,illinois,SLGAgency,188114,3140002,Slgagency,Illinois State Board of Education,,LN_Mentionee,8b918ee6486976ad7cfd1570d3707e2a,LN_Mentionee__8b918ee6486976ad7cfd1570d3707e2a
#illinoisenvironmentalprotectionagency,#IllinoisEnvironmentalProtectionAgency,Illinois Environmental Protection Agency,Illinois,illinois,SLGAgency,188133,3140002,Slgagency,Illinois Environmental Protection Agency,,LN_Mentionee,4d9ea252eb9540d41bf042ab07fdd7f1,LN_Mentionee__4d9ea252eb9540d41bf042ab07fdd7f1
#illinoishousingdevelopmentauthority,#IllinoisHousingDevelopmentAuthority,Illinois Housing Development Authority,Illinois,illinois,SLGAgency,188289,3140002,Slgagency,Illinois Housing Development Authority,,LN_Mentionee,72786532d2ed077bd99ec65b7b277193,LN_Mentionee__72786532d2ed077bd99ec65b7b277193
"#louisianadepartmentofculture,recreationandtourism","#LouisianaDepartmentofCulture,RecreationandTourism","Louisiana Department of Culture, Recreation and Tourism",Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,"Louisiana Department of Culture, Recreation and Tourism",,LN_Mentionee,c6fccdfdad75d629045e7b4bf8ce6171,LN_Mentionee__c6fccdfdad75d629045e7b4bf8ce6171
#louisianadepartmentofhealth,#LouisianaDepartmentofHealth,Louisiana Department of Health,Louisiana,louisiana,SLGAgency,188124,3140002,Slgagency,Louisiana Department of Health,,LN_Mentionee,d87ac0e2c3a3da4c9f5bb73657163e5b,LN_Mentionee__d87ac0e2c3a3da4c9f5bb73657163e5b
#louisianadepartmentoftransportationanddevelopment,#LouisianaDepartmentofTransportationandDevelopment,Louisiana Department of Transportation and Development,Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,Louisiana Department of Transportation and Development,,LN_Mentionee,eed6fc6a5aa80244f74229aa368bede8,LN_Mentionee__eed6fc6a5aa80244f74229aa368bede8
#louisianadepartmentofeducation,#LouisianaDepartmentofEducation,Louisiana Department of Education,Louisiana,louisiana,SLGAgency,188114,3140002,Slgagency,Louisiana Department of Education,,LN_Mentionee,d103120efb779207eec4ca69019a817a,LN_Mentionee__d103120efb779207eec4ca69019a817a
#louisianadepartmentofnaturalresources,#LouisianaDepartmentofNaturalResources,Louisiana Department of Natural Resources,Louisiana,louisiana,SLGAgency,188133,3140002,Slgagency,Louisiana Department of Natural Resources,,LN_Mentionee,925692a791592c57369c293253a12741,LN_Mentionee__925692a791592c57369c293253a12741
#louisianahousingcorporation,#LouisianaHousingCorporation,Louisiana Housing Corporation,Louisiana,louisiana,SLGAgency,188120,3140002,Slgagency,Louisiana Housing Corporation,,LN_Mentionee,2f010b1ec970c3095e77c0b200687a61,LN_Mentionee__2f010b1ec970c3095e77c0b200687a61
#michigandepartmentofnaturalresources,#MichiganDepartmentofNaturalResources,Michigan Department of Natural Resources,Michigan,michigan,SLGAgency,188133,3140002,Slgagency,Michigan Department of Natural Resources,,LN_Mentionee,a08a93e767e4730bb4906de70ea045f3,LN_Mentionee__a08a93e767e4730bb4906de70ea045f3
#michigandepartmentofhealthandhumanservices,#MichiganDepartmentofHealthandHumanServices,Michigan Department of Health and Human Services,Michigan,michigan,SLGAgency,188124,3140002,Slgagency,Michigan Department of Health and Human Services,,LN_Mentionee,2a387722ffb718e6d5c7728f1d1da951,LN_Mentionee__2a387722ffb718e6d5c7728f1d1da951
#michigandepartmentoftransportation,#MichiganDepartmentofTransportation,Michigan Department of Transportation,Michigan,michigan,SLGAgency,188120,3140002,Slgagency,Michigan Department of Transportation,,LN_Mentionee,fbb97f2d112f739a3db8ea712dc65605,LN_Mentionee__fbb97f2d112f739a3db8ea712dc65605
#michigandepartmentofeducation,#MichiganDepartmentofEducation,Michigan Department of Education,Michigan,michigan,SLGAgency,188114,3140002,Slgagency,Michigan Department of Education,,LN_Mentionee,19eee3b956943024bdb7d5eb097f5a50,LN_Mentionee__19eee3b956943024bdb7d5eb097f5a50
#michiganstatehousingdevelopmentauthority,#MichiganStateHousingDevelopmentAuthority,Michigan State Housing Development Authority,Michigan,michigan,SLGAgency,188289,3140002,Slgagency,Michigan State Housing Development Authority,,LN_Mentionee,cede406f5556ab0121e8a68ef4c77cf9,LN_Mentionee__cede406f5556ab0121e8a68ef4c77cf9
"#michigandepartmentofenvironment,greatlakes,andenergy","#MichiganDepartmentofEnvironment,GreatLakes,andEnergy","Michigan Department of Environment, Great Lakes, and Energy",Michigan,michigan,SLGAgency,188133,3140002,Slgagency,"Michigan Department of Environment, Great Lakes, and Energy",,LN_Mentionee,06a9bf79a75f646d01b7f392def72f64,LN_Mentionee__06a9bf79a75f646d01b7f392def72f64
#ohiodepartmentofhealth,#OhioDepartmentofHealth,Ohio Department of Health,Ohio,ohio,SLGAgency,188124,3140002,Slgagency,Ohio Department of Health,,LN_Mentionee,4ad95e3af2c304ea654f6ee5d6a32632,LN_Mentionee__4ad95e3af2c304ea654f6ee5d6a32632
#ohiodepartmentoftransportation,#OhioDepartmentofTransportation,Ohio Department of Transportation,Ohio,ohio,SLGAgency,188120,3140002,Slgagency,Ohio Department of Transportation,,LN_Mentionee,62eb5111cdd69ff1d2b2c89302998d80,LN_Mentionee__62eb5111cdd69ff1d2b2c89302998d80
#ohiodepartmentofnaturalresources,#OhioDepartmentofNaturalResources,Ohio Department of Natural Resources,Ohio,ohio,SLGAgency,188133,3140002,Slgagency,Ohio Department of Natural Resources,,LN_Mentionee,9a3c58d71437d5cd8d8574f09bece451,LN_Mentionee__9a3c58d71437d5cd8d8574f09bece451
#ohiodepartmentofeducation,#OhioDepartmentofEducation,Ohio Department of Education,Ohio,ohio,SLGAgency,188114,3140002,Slgagency,Ohio Department of Education,,LN_Mentionee,7e779c005731ad881d7377bed630b107,LN_Mentionee__7e779c005731ad881d7377bed630b107
#pennsylvaniadepartmentofconservationandnaturalresources,#PennsylvaniaDepartmentofConservationandNaturalResources,Pennsylvania Department of Conservation and Natural Resources,Pennsylvania,pennsylvania,SLGAgency,188133,3140002,Slgagency,Pennsylvania Department of Conservation and Natural Resources,,LN_Mentionee,752d3ca656731b8b50002b48eda66236,LN_Mentionee__752d3ca656731b8b50002b48eda66236
#pennsylvaniadepartmentofeducation,#PennsylvaniaDepartmentofEducation,Pennsylvania Department of Education,Pennsylvania,pennsylvania,SLGAgency,188114,3140002,Slgagency,Pennsylvania Department of Education,,LN_Mentionee,edff2a5d62b6eb4fec1e989eec722a65,LN_Mentionee__edff2a5d62b6eb4fec1e989eec722a65
#pennsylvaniadepartmentoftransportation,#PennsylvaniaDepartmentofTransportation,Pennsylvania Department of Transportation,Pennsylvania,pennsylvania,SLGAgency,188120,3140002,Slgagency,Pennsylvania Department of Transportation,,LN_Mentionee,de53d0bbdce83499eb6b2dee4d637689,LN_Mentionee__de53d0bbdce83499eb6b2dee4d637689
#pennsylvaniadepartmentofcommunityandeconomicdevelopment,#PennsylvaniaDepartmentofCommunityandEconomicDevelopment,Pennsylvania Department of Community and Economic Development,Pennsylvania,pennsylvania,SLGAgency,188120,3140002,Slgagency,Pennsylvania Department of Community and Economic Development,,LN_Mentionee,0690beb59b3e2455d13a9f90da8643cf,LN_Mentionee__0690beb59b3e2455d13a9f90da8643cf
#pennsylvaniadepartmentofhealth,#PennsylvaniaDepartmentofHealth,Pennsylvania Department of Health,Pennsylvania,pennsylvania,SLGAgency,188124,3140002,Slgagency,Pennsylvania Department of Health,,LN_Mentionee,cc07864f30782492fbac63352f6e71e9,LN_Mentionee__cc07864f30782492fbac63352f6e71e9
#mta,#MTA,MTA,NYC,nyc,SLGAgency,188120,3140002,Slgagency,MTA,,LN_Mentionee,fbf4236bcaff31b0987f5261e1fa47e2,LN_Mentionee__fbf4236bcaff31b0987f5261e1fa47e2
#metropolitantransportationauthority,#MetropolitanTransportationAuthority,MTA,NYC,nyc,SLGAgency,188120,3140002,Slgagency,MTA,,LN_Mentionee,4c8cabc93de841ace1fc259b37dfbb27,LN_Mentionee__4c8cabc93de841ace1fc259b37dfbb27
#newyorkcitytransitauthority,#NewYorkCityTransitAuthority,New York City Transit Authority,NYC,nyc,SLGAgency,188120,3140002,Slgagency,New York City Transit Authority,,LN_Mentionee,6feaa8be8a3b61b0de4576a0777dcd45,LN_Mentionee__6feaa8be8a3b61b0de4576a0777dcd45
#ladottransit,#ladottransit,Los Angeles Department of Transportation,Los Angeles,los angeles,SLGAgency,188120,3140002,Slgagency,Los Angeles Department of Transportation,,LN_Mentionee,ed378ab8612caaeee47350d5bb6c0078,LN_Mentionee__ed378ab8612caaeee47350d5bb6c0078
#wmata,#wmata,Washington Metropolitan Area Transit Authority,DC,dc,SLGAgency,188120,3140002,Slgagency,Washington Metropolitan Area Transit Authority,,LN_Mentionee,682ea054531c07967a8b7104ca2d5417,LN_Mentionee__682ea054531c07967a8b7104ca2d5417
#metropolitanareatransitauthority,#MetropolitanAreaTransitAuthority,Washington Metropolitan Area Transit Authority,DC,dc,SLGAgency,188120,3140002,Slgagency,Washington Metropolitan Area Transit Authority,,LN_Mentionee,b4b1f5e9f078d7206eea12cfff3e2544,LN_Mentionee__b4b1f5e9f078d7206eea12cfff3e2544
#washingtonmetropolitanareatransitauthority,#WashingtonMetropolitanAreaTransitAuthority,Washington Metropolitan Area Transit Authority,DC,dc,SLGAgency,188120,3140002,Slgagency,Washington Metropolitan Area Transit Authority,,LN_Mentionee,61e137d8acc3a0ff8e81dce14ae092ab,LN_Mentionee__61e137d8acc3a0ff8e81dce14ae092ab
#metropolitantransitauthorityofharriscounty,#MetropolitanTransitAuthorityofHarrisCounty,Metropolitan Transit Authority of Harris County,Houston,houston,SLGAgency,188120,3140002,Slgagency,Metropolitan Transit Authority of Harris County,,LN_Mentionee,1ab47a237b2c4cf0032027a68513adae,LN_Mentionee__1ab47a237b2c4cf0032027a68513adae
#miamidadetransit,#MiamiDadeTransit,Miami-Dade Transit,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami-Dade Transit,,LN_Mentionee,dfe34954f494feedbe294a0620b13a1c,LN_Mentionee__dfe34954f494feedbe294a0620b13a1c
#miamitransit,#Miamitransit,Miami-Dade Transit,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami-Dade Transit,,LN_Mentionee,753ffe51d450d8afe69ce338b91be257,LN_Mentionee__753ffe51d450d8afe69ce338b91be257
#iridemdt,#IRideMDT,Miami-Dade Transit,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami-Dade Transit,,LN_Mentionee,9cc643d7e13be6cbbae809e87623fadc,LN_Mentionee__9cc643d7e13be6cbbae809e87623fadc
#gomiamidade,#GoMiamiDade,Miami-Dade Department of Transportation and Public Works,Miami,miami,SLGAgency,188120,3140002,Slgagency,Miami-Dade Department of Transportation and Public Works,,LN_Mentionee,577347e0ada4b0f8616840acf9e2b686,LN_Mentionee__577347e0ada4b0f8616840acf9e2b686
#martaatlanta,#MARTAatlanta,MARTA,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,MARTA,,LN_Mentionee,de99334f93ded8a82733c62b7ee525a7,LN_Mentionee__de99334f93ded8a82733c62b7ee525a7
#atlantamarta,#atlantamarta,MARTA,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,MARTA,,LN_Mentionee,7912ef7822d8262019d937569dff4b5a,LN_Mentionee__7912ef7822d8262019d937569dff4b5a
#martaservice,#MARTAservice,MARTA,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,MARTA,,LN_Mentionee,58780bb2d61ef9e13a9656e3d10c8d02,LN_Mentionee__58780bb2d61ef9e13a9656e3d10c8d02
#atlantatransit,#AtlantaTransit,MARTA,Atlanta,atlanta,SLGAgency,188120,3140002,Slgagency,MARTA,,LN_Mentionee,24671a43f0303f87085cfa0dfd09c680,LN_Mentionee__24671a43f0303f87085cfa0dfd09c680
#chicagotransitauthority,#ChicagoTransitAuthority,Chicago Transit Authority,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Transit Authority,,LN_Mentionee,2fd0f581c26a909fdd53cf15ea20aeb2,LN_Mentionee__2fd0f581c26a909fdd53cf15ea20aeb2
#chicagotransit,#chicagotransit,Chicago Transit,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Transit,,LN_Mentionee,de47a90bbfac51e5cc83244fb1ac3c7b,LN_Mentionee__de47a90bbfac51e5cc83244fb1ac3c7b
#chicagorapidtransit,#chicagorapidtransit,Chicago Rapid Transit,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Rapid Transit,,LN_Mentionee,a06c52f1b5b16d9bf9fd92fdd370e7c9,LN_Mentionee__a06c52f1b5b16d9bf9fd92fdd370e7c9
#cta,#cta,Chicago Transit Authority,Chicago,chicago,SLGAgency,188120,3140002,Slgagency,Chicago Transit Authority,,LN_Mentionee,1f7a09e15ce03e5f6de4e18ba7fa2e61,LN_Mentionee__1f7a09e15ce03e5f6de4e18ba7fa2e61
#southeasternpennsylvaniatransportationauthority,#SoutheasternPennsylvaniaTransportationAuthority,SEPTA,Philadelphia,philadelphia,SLGAgency,188120,3140002,Slgagency,SEPTA,,LN_Mentionee,bca31cffbca80f775d0675326000262e,LN_Mentionee__bca31cffbca80f775d0675326000262e
#septa,#SEPTA,SEPTA,Philadelphia,philadelphia,SLGAgency,188120,3140002,Slgagency,SEPTA,,LN_Mentionee,3f1abd6a2c74adaafb99c11f8ca1cb6a,LN_Mentionee__3f1abd6a2c74adaafb99c11f8ca1cb6a
#septaphilly,#SEPTAPHILLY,SEPTA,Philadelphia,philadelphia,SLGAgency,188120,3140002,Slgagency,SEPTA,,LN_Mentionee,a280f872776cabdce1a2a101b5379c31,LN_Mentionee__a280f872776cabdce1a2a101b5379c31
