handle,caption_name,location,Type,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
casspernyovest,Rapper Cassper Nyovest,United States,Entertainment,united states,Entertainment,Rapper Cassper Nyovest,,entertainment_mentioner,57f151056e0cc63707124b3db6ce7ace,entertainment_mentioner__57f151056e0cc63707124b3db6ce7ace
monazaki,Actor Mona Zaki,United States,Entertainment,united states,Entertainment,Actor Mona Zaki,,entertainment_mentioner,3aa31513a06ad509ca7afc43dbbdfbec,entertainment_mentioner__3aa31513a06ad509ca7afc43dbbdfbec
foofighters,Foo Fighters,United States,Entertainment,united states,Entertainment,Foo Fighters,,entertainment_mentioner,ee5535827899d8ca5e80b3c76d6dd912,entertainment_mentioner__ee5535827899d8ca5e80b3c76d6dd912
shaymitch,Shay Mitchell,United States,Entertainment,united states,Entertainment,Shay Mitchell,,entertainment_mentioner,647490fa8089b1618226160d811674f5,entertainment_mentioner__647490fa8089b1618226160d811674f5
falloutboy,Fall Out Boy,United States,Entertainment,united states,Entertainment,Fall Out Boy,,entertainment_mentioner,ba7790b8e70b3726a7a82731c7221af1,entertainment_mentioner__ba7790b8e70b3726a7a82731c7221af1
ystk_yrk,Actor Yuriko Yoshitaka,United States,Entertainment,united states,Entertainment,Actor Yuriko Yoshitaka,,entertainment_mentioner,02d2243f47bbb35e271fddde83d00527,entertainment_mentioner__02d2243f47bbb35e271fddde83d00527
kojiharunyan,Actor Haruna Kojima,United States,Entertainment,united states,Entertainment,Actor Haruna Kojima,,entertainment_mentioner,4ef0980096f97b705588343630f9ef9b,entertainment_mentioner__4ef0980096f97b705588343630f9ef9b
djzinhle,Media personality DJ Zinhle,United States,Entertainment,united states,Entertainment,Media personality DJ Zinhle,,entertainment_mentioner,81baf5361e019ad2f4b3b22df9afcbc9,entertainment_mentioner__81baf5361e019ad2f4b3b22df9afcbc9
oscarfilho,Actor Oscar Filho,United States,Entertainment,united states,Entertainment,Actor Oscar Filho,,entertainment_mentioner,382f84323bf454ff0325eedac5831fdc,entertainment_mentioner__382f84323bf454ff0325eedac5831fdc
xianlimm,Actor Xian Lim,United States,Entertainment,united states,Entertainment,Actor Xian Lim,,entertainment_mentioner,7d965cfecaf03905981999e3acbc246a,entertainment_mentioner__7d965cfecaf03905981999e3acbc246a
smoss,Bow Wow,United States,Entertainment,united states,Entertainment,Bow Wow,,entertainment_mentioner,5ba3146d99daaf4d82c499e117093e15,entertainment_mentioner__5ba3146d99daaf4d82c499e117093e15
jackgilinsky,Musician Jack Gilinksy,United States,Entertainment,united states,Entertainment,Musician Jack Gilinksy,,entertainment_mentioner,c16cec55e4636dbc72e5ba8496082e11,entertainment_mentioner__c16cec55e4636dbc72e5ba8496082e11
gerardoortiznet,Singer Gerardo Ortiz,United States,Entertainment,united states,Entertainment,Singer Gerardo Ortiz,,entertainment_mentioner,c4c762b3ccbb6df693227a0c8126a52f,entertainment_mentioner__c4c762b3ccbb6df693227a0c8126a52f
thetimmcgraw,Tim McGraw,United States,Entertainment,united states,Entertainment,Tim McGraw,,entertainment_mentioner,371b87e1989ecadb976a277316ce4de5,entertainment_mentioner__371b87e1989ecadb976a277316ce4de5
frenchmontana,Rapper French Montana,United States,Entertainment,united states,Entertainment,Rapper French Montana,,entertainment_mentioner,e66174c07579c6ca8f9a6fe524373405,entertainment_mentioner__e66174c07579c6ca8f9a6fe524373405
layzhang,Rapper Lay Zhang,United States,Entertainment,united states,Entertainment,Rapper Lay Zhang,,entertainment_mentioner,9974546327aed6a09a2d811378e9e837,entertainment_mentioner__9974546327aed6a09a2d811378e9e837
danirovira,Comedian Dani Rovira,United States,Entertainment,united states,Entertainment,Comedian Dani Rovira,,entertainment_mentioner,b33cca3ebde207a6ff52c16f7815fe11,entertainment_mentioner__b33cca3ebde207a6ff52c16f7815fe11
fatinsl,Singer Fatin Shidqia,United States,Entertainment,united states,Entertainment,Singer Fatin Shidqia,,entertainment_mentioner,6878edbef0fdea6d13f7cacf41e07db4,entertainment_mentioner__6878edbef0fdea6d13f7cacf41e07db4
alexxxstrecci,Actor Alex Strecci,United States,Entertainment,united states,Entertainment,Actor Alex Strecci,,entertainment_mentioner,f3ba4e3f0309a947dccd5f74df78ffda,entertainment_mentioner__f3ba4e3f0309a947dccd5f74df78ffda
panicatthedisco,Panic! At The Disco,United States,Entertainment,united states,Entertainment,Panic! At The Disco,,entertainment_mentioner,815a8fb2d691345a298a8633b6189a0a,entertainment_mentioner__815a8fb2d691345a298a8633b6189a0a
sertaberener,Singer Sertab Erener,United States,Entertainment,united states,Entertainment,Singer Sertab Erener,,entertainment_mentioner,8db420da7f0ce6b652789cb32eb369c0,entertainment_mentioner__8db420da7f0ce6b652789cb32eb369c0
moria_casan,Actor Moria Casan,United States,Entertainment,united states,Entertainment,Actor Moria Casan,,entertainment_mentioner,9e3ea1dbca643705077033ea383c2a8b,entertainment_mentioner__9e3ea1dbca643705077033ea383c2a8b
marcusbutler,Internet personality Marcus Butler,United States,Entertainment,united states,Entertainment,Internet personality Marcus Butler,,entertainment_mentioner,bc301394901c092c9ff01f1e816151cb,entertainment_mentioner__bc301394901c092c9ff01f1e816151cb
nawazuddin_s,Actor Nawazuddin Siddiqui,United States,Entertainment,united states,Entertainment,Actor Nawazuddin Siddiqui,,entertainment_mentioner,ad356ffae3219e11aa3d96de12a4f288,entertainment_mentioner__ad356ffae3219e11aa3d96de12a4f288
laurenconrad,Lauren Conrad,United States,Entertainment,united states,Entertainment,Lauren Conrad,,entertainment_mentioner,1452cbea4cfaad56616b6864bf0bdbb6,entertainment_mentioner__1452cbea4cfaad56616b6864bf0bdbb6
jarpad,Jared Padalecki,United States,Entertainment,united states,Entertainment,Jared Padalecki,,entertainment_mentioner,1acaf161c715d095b8c9935a53816ec2,entertainment_mentioner__1acaf161c715d095b8c9935a53816ec2
vishaldadlani,Singer Vishal Dadlani,United States,Entertainment,united states,Entertainment,Singer Vishal Dadlani,,entertainment_mentioner,18c8e8657053a00c6838cf31a8b99c5e,entertainment_mentioner__18c8e8657053a00c6838cf31a8b99c5e
boninho,Director Boninho,United States,Entertainment,united states,Entertainment,Director Boninho,,entertainment_mentioner,803b1cd61f438af08ad6570b3bd4b5fc,entertainment_mentioner__803b1cd61f438af08ad6570b3bd4b5fc
gims,Singer Gims,United States,Entertainment,united states,Entertainment,Singer Gims,,entertainment_mentioner,1c86290bbbf30103be7e5eda4056e03c,entertainment_mentioner__1c86290bbbf30103be7e5eda4056e03c
iambohemia,Rapper Bohemia,United States,Entertainment,united states,Entertainment,Rapper Bohemia,,entertainment_mentioner,500144306e138b400272ccac6e586c94,entertainment_mentioner__500144306e138b400272ccac6e586c94
soundaryaarajni,Producer Soundarya Rajnikanth,United States,Entertainment,united states,Entertainment,Producer Soundarya Rajnikanth,,entertainment_mentioner,5c77d62538106db0cec5ae1c05aed48d,entertainment_mentioner__5c77d62538106db0cec5ae1c05aed48d
tyrese,Tyrese Gibson,United States,Entertainment,united states,Entertainment,Tyrese Gibson,,entertainment_mentioner,fe463e2a91bbb71a583e88f992a810a7,entertainment_mentioner__fe463e2a91bbb71a583e88f992a810a7
wilw,Actor Wil Wheaton,United States,Entertainment,united states,Entertainment,Actor Wil Wheaton,,entertainment_mentioner,e4760520a3072359d4ada0e051d5c310,entertainment_mentioner__e4760520a3072359d4ada0e051d5c310
hideo_kojima_en,Video game designer Hideo Kojima,United States,Entertainment,united states,Entertainment,Video game designer Hideo Kojima,,entertainment_mentioner,2a4a688ae032cf0f7e1a5e99a825802c,entertainment_mentioner__2a4a688ae032cf0f7e1a5e99a825802c
gauahar_khan,Model Gauahar Khan,United States,Entertainment,united states,Entertainment,Model Gauahar Khan,,entertainment_mentioner,789b19c9128ecacd12ace153d642ce36,entertainment_mentioner__789b19c9128ecacd12ace153d642ce36
willylevy29,Actor William Levy,United States,Entertainment,united states,Entertainment,Actor William Levy,,entertainment_mentioner,175893dbee396921f2ef4c2388213bd9,entertainment_mentioner__175893dbee396921f2ef4c2388213bd9
iceprincezamani,Hip hop artist Ice Prince,United States,Entertainment,united states,Entertainment,Hip hop artist Ice Prince,,entertainment_mentioner,c6976e08414f263d6b3efc71858a31e1,entertainment_mentioner__c6976e08414f263d6b3efc71858a31e1
seankingston,Singer Sean Kingston,United States,Entertainment,united states,Entertainment,Singer Sean Kingston,,entertainment_mentioner,8598e077d35b0e0de415a0c2fda7b748,entertainment_mentioner__8598e077d35b0e0de415a0c2fda7b748
jsb3_official,Band Sandaime J Soul Brothers,United States,Entertainment,united states,Entertainment,Band Sandaime J Soul Brothers,,entertainment_mentioner,1d364909972cb681fbb46fdd672adbcc,entertainment_mentioner__1d364909972cb681fbb46fdd672adbcc
idriselba,Idris Elba,United States,Entertainment,united states,Entertainment,Idris Elba,,entertainment_mentioner,9595b293cf40d7532796c4ca67a27b81,entertainment_mentioner__9595b293cf40d7532796c4ca67a27b81
juliancamarena,Singer Julian Camarena,United States,Entertainment,united states,Entertainment,Singer Julian Camarena,,entertainment_mentioner,4ac5d00bd9b36bb15c7fdefcbed3094b,entertainment_mentioner__4ac5d00bd9b36bb15c7fdefcbed3094b
bonjovi,Bon Jovi,United States,Entertainment,united states,Entertainment,Bon Jovi,,entertainment_mentioner,97df8caf45c0d6692e0bc0273470b7c6,entertainment_mentioner__97df8caf45c0d6692e0bc0273470b7c6
traviemccoy,Rapper Travie McCoy,United States,Entertainment,united states,Entertainment,Rapper Travie McCoy,,entertainment_mentioner,7ca1543bf812c93c984d9e025b9b9be2,entertainment_mentioner__7ca1543bf812c93c984d9e025b9b9be2
jamesmaslow,Actor James Maslow,United States,Entertainment,united states,Entertainment,Actor James Maslow,,entertainment_mentioner,1196ac477c3ca64985cf8c2993cd70c8,entertainment_mentioner__1196ac477c3ca64985cf8c2993cd70c8
richarddawkins,Richard Dawkins,United States,Entertainment,united states,Entertainment,Richard Dawkins,,entertainment_mentioner,f1132643f1b10b5c119296854c60d9d8,entertainment_mentioner__f1132643f1b10b5c119296854c60d9d8
jaketaustin,Actor Jake T Austin,United States,Entertainment,united states,Entertainment,Actor Jake T Austin,,entertainment_mentioner,6eaceb4fd995a74dfef2de48f8725e02,entertainment_mentioner__6eaceb4fd995a74dfef2de48f8725e02
pulte,Pulte Capital Partners CEO Bill Pulte,United States,Entertainment,united states,Entertainment,Pulte Capital Partners CEO Bill Pulte,,entertainment_mentioner,7d57b4be88274d349e6130f08ed2b1ca,entertainment_mentioner__7d57b4be88274d349e6130f08ed2b1ca
