keyword,caption_name,groups,Location,Title,City,Organization Name (child),Organization Name (Intermediate),Twitter Handle,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@ratasjuri,Estonian Prime Minister Ratas,heads of state,,,,,,,Keyphrase,Estonian Prime Minister Ratas,,bp_mentionee,514436652262a67656a50d239267b16f,bp_mentionee__514436652262a67656a50d239267b16f
@kerstikaljulaid,Estonian President Kaljulaid,heads of state,,,,,,,Keyphrase,Estonian President Kaljulaid,,bp_mentionee,17dcf34226e524341321f44af3d11c34,bp_mentionee__17dcf34226e524341321f44af3d11c34
@presidentfiji,Fijian President Konrote,heads of state,,,,,,,FTO,Fijian President Konrote,,bp_mentionee,88305bdc3f9615d46557cf8dfdedf26e,bp_mentionee__88305bdc3f9615d46557cf8dfdedf26e
@pm_juliennkoghe,Gabonese Prime Minister Nkoghe,heads of state,,,,,,,space,Gabonese Prime Minister Nkoghe,,bp_mentionee,7d617195fa5541a521b2d0f9e09e625f,bp_mentionee__7d617195fa5541a521b2d0f9e09e625f
@katrinjak,Icelandic Prime Minister Jakobsdottir,heads of state,,,,,,,Legislator,Icelandic Prime Minister Jakobsdottir,,bp_mentionee,0f12dbb3ec46fd04f83bac735c3c7c27,bp_mentionee__0f12dbb3ec46fd04f83bac735c3c7c27
@hassan_b_diab,Lebanese Prime Minister Diab,heads of state,,,,,,,CompanyKeyword,Lebanese Prime Minister Diab,,bp_mentionee,90aea1a5ccd4fa5838bb499430a494e3,bp_mentionee__90aea1a5ccd4fa5838bb499430a494e3
@skvernelis_s,Lithuanian Prime Minister Skvernelis,heads of state,,,,,,,News,Lithuanian Prime Minister Skvernelis,,bp_mentionee,07c7a9a1c59e8e670bcd65552a462473,bp_mentionee__07c7a9a1c59e8e670bcd65552a462473
@ntsayc,Madagascar Prime Minister Ntsay,heads of state,,,,,,,Person,Madagascar Prime Minister Ntsay,,bp_mentionee,f292de53a7ce48bfffdfcc4bf9eb29bf,bp_mentionee__f292de53a7ce48bfffdfcc4bf9eb29bf
@duskomarkoviccg,Montenegrin Prime Minister Markovic,heads of state,,,,,,,Refinery,Montenegrin Prime Minister Markovic,,bp_mentionee,0e4c04add508d133f8ab6cd67abb8dcb,bp_mentionee__0e4c04add508d133f8ab6cd67abb8dcb
@antoniocostapm,Portuguese Prime Minister Costa,heads of state,,,,,,,DiplomaticFacilities,Portuguese Prime Minister Costa,,bp_mentionee,58ffacd21e9dc9011fe91957c8d7336c,bp_mentionee__58ffacd21e9dc9011fe91957c8d7336c
@dannyfaure,former Seychelles President Faure,heads of state,,,,,,,space,former Seychelles President Faure,,bp_mentionee,96e90e8641fef9efc32f92882711e342,bp_mentionee__96e90e8641fef9efc32f92882711e342
@zuzanacaputova,Slovak President Caputova,heads of state,,,,,,,ForeignMinistry,Slovak President Caputova,,bp_mentionee,56c0447bfd21d13afbdcf3ec7cf97ae8,bp_mentionee__56c0447bfd21d13afbdcf3ec7cf97ae8
@hassankhaire_ar,Somali Prime Minister Khayre,heads of state,,,,,,,IndustryTerm,Somali Prime Minister Khayre,,bp_mentionee,aa442e73feac0dd5570aa8458af4af4a,bp_mentionee__aa442e73feac0dd5570aa8458af4af4a
@pmharriskn,Kittitian Prime Minister Harris,heads of state,,,,,,,News,Kittitian Prime Minister Harris,,bp_mentionee,3e02cbfdcd86b5fef88949eb56c62796,bp_mentionee__3e02cbfdcd86b5fef88949eb56c62796
@minnis_dr,Bahamian Prime Minister Minnis,heads of state,,,,,,,Refinery,Bahamian Prime Minister Minnis,,bp_mentionee,afe76c511fc349d89bdc3d00cf9ce86c,bp_mentionee__afe76c511fc349d89bdc3d00cf9ce86c
@azali_officiel,Comorian President Assoumani,heads of state,,,,,,,Consulates,Comorian President Assoumani,,bp_mentionee,8c5375f3dbd153fcef2d54528a2053b0,bp_mentionee__8c5375f3dbd153fcef2d54528a2053b0
@ksklassou,Togolese Prime Minister Klassou,heads of state,,,,,,,ForeignMinister,Togolese Prime Minister Klassou,,bp_mentionee,5880feb1219f91abb6d919900f37a00a,bp_mentionee__5880feb1219f91abb6d919900f37a00a
@zelenskyyua,Ukrainian President Zelensky,heads of state,,,,,,,News,Ukrainian President Zelensky,,bp_mentionee,4e74cfc50ed9570188140269acfb2740,bp_mentionee__4e74cfc50ed9570188140269acfb2740
@edgarclungu,Zambian President Lungu,heads of state,,,,,,,ForeignMinistry,Zambian President Lungu,,bp_mentionee,a5167b7f82e292250d6251a2b4eb1541,bp_mentionee__a5167b7f82e292250d6251a2b4eb1541
@abiyahmedali,Ethiopian Prime Minister Ahmed,heads of state,,,,,,,Shipping,Ethiopian Prime Minister Ahmed,,bp_mentionee,3e93866c9388300e61969389204accd2,bp_mentionee__3e93866c9388300e61969389204accd2
@vonderleyen,European Commission President von der Leyen,heads of state,,,,,,,News,European Commission President von der Leyen,,bp_mentionee,cb986c92aaaa179a5278b1e647d158bd,bp_mentionee__cb986c92aaaa179a5278b1e647d158bd
@sudanpmhamdok,Sudanese Prime Minister Hamdok,heads of state,,,,,,,LegislativeCommittee,Sudanese Prime Minister Hamdok,,bp_mentionee,3b450a4e71389d22985d73d8e48c4530,bp_mentionee__3b450a4e71389d22985d73d8e48c4530
@s_sommaruga,Swiss President Sommaruga,heads of state,,,,,,,IndustryTerm,Swiss President Sommaruga,,bp_mentionee,ef831735c40cab4b5649b63979880878,bp_mentionee__ef831735c40cab4b5649b63979880878
@alsisiofficial,Egyptian President el-Sisi,heads of state,,,,,,,Wells,Egyptian President el-Sisi,,bp_mentionee,3afe44f6d9324c35e7d4ab796e11bf48,bp_mentionee__3afe44f6d9324c35e7d4ab796e11bf48
@ambrosedumile,Swazi Prime Minister Dlamini,heads of state,,,,,,,Organization,Swazi Prime Minister Dlamini,,bp_mentionee,5ed5d1b1a6a575d3cdaa4d9f6ce97282,bp_mentionee__5ed5d1b1a6a575d3cdaa4d9f6ce97282
@frankjosh156,Fiji Prime Minister Bainimarama,heads of state,,,,,,,LegislativeCommittee,Fiji Prime Minister Bainimarama,,bp_mentionee,dc5926730fade2a111829c906b0e7830,bp_mentionee__dc5926730fade2a111829c906b0e7830
@emmanuelmacron,French President Macron,heads of state,,,,,,,News,French President Macron,,bp_mentionee,347c1bdf9c6a86aa8106718c5960662e,bp_mentionee__347c1bdf9c6a86aa8106718c5960662e
@hagegeingob,Namibian President Geingob,heads of state,,,,,,,Keyphrase,Namibian President Geingob,,bp_mentionee,30eba23075393c1a22f1097bd1a1c247,bp_mentionee__30eba23075393c1a22f1097bd1a1c247
@spendarovski,North Macedonian President Pendarovski,heads of state,,,,,,,Consulates,North Macedonian President Pendarovski,,bp_mentionee,ffadebac2f2d2f532e03cb16b5364523,bp_mentionee__ffadebac2f2d2f532e03cb16b5364523
@tommyremengesau,Palauian President Remengesau,heads of state,,,,,,,Media,Palauian President Remengesau,,bp_mentionee,7862d63de8deb38ab64926a820d65b70,bp_mentionee__7862d63de8deb38ab64926a820d65b70
@drshtayyeh,Prime Minister of Palestine Shtayyeh,heads of state,,,,,,,Keyphrase,Prime Minister of Palestine Shtayyeh,,bp_mentionee,94f9e4d5669d0e83c40acb8c89c4e29c,bp_mentionee__94f9e4d5669d0e83c40acb8c89c4e29c
@pm_gov_pg,former Papua New Guinean Prime Minister O'Neill,heads of state,,,,,,,DiplomaticFacilities,former Papua New Guinean Prime Minister O'Neill,,bp_mentionee,fec71f566ecc1b5da3b1afcd22d25b4b,bp_mentionee__fec71f566ecc1b5da3b1afcd22d25b4b
@klausiohannis,Romanian President Iohannis,heads of state,,,,,,,ForeignMinister,Romanian President Iohannis,,bp_mentionee,35a379db7815c0811cb2f68346a926bb,bp_mentionee__35a379db7815c0811cb2f68346a926bb
@casareal,Spanish Royal Family,heads of state,,,,,,,space,Spanish Royal Family,,bp_mentionee,a93f9d50f7832452864c639194e008a6,bp_mentionee__a93f9d50f7832452864c639194e008a6
@ruhakanar,Ugandan Prime Minister Rugunda,heads of state,,,,,,,Organization,Ugandan Prime Minister Rugunda,,bp_mentionee,69eaa35715339c540e63e2dfd66b26ec,bp_mentionee__69eaa35715339c540e63e2dfd66b26ec
@pmbhutan,Bhutanese Prime Minister Lotay Tshering,heads of state,,,,,,,DiplomaticFacilities,Bhutanese Prime Minister Lotay Tshering,,bp_mentionee,de32bfc06be515bd9193622d1a2860a5,bp_mentionee__de32bfc06be515bd9193622d1a2860a5
@hunsencambodia,Cambodian Prime Minister Hun Sen,heads of state,,,,,,,Wells,Cambodian Prime Minister Hun Sen,,bp_mentionee,62d743bacb4b96606752c492368f4484,bp_mentionee__62d743bacb4b96606752c492368f4484
@fijipm,Fiji Prime Minister Bainimarama,heads of state,,,,,,,Person,Fiji Prime Minister Bainimarama,,bp_mentionee,dc5926730fade2a111829c906b0e7830,bp_mentionee__dc5926730fade2a111829c906b0e7830
@abeshinzo,Japanese Prime Minister Abe,heads of state,,,,,,,Wells,Japanese Prime Minister Abe,,bp_mentionee,1c92e464201a7e13ea5bf02aaeb345b1,bp_mentionee__1c92e464201a7e13ea5bf02aaeb345b1
@jacindaardern,New Zealand Prime Minister Ardern,heads of state,,,,,,,News,New Zealand Prime Minister Ardern,,bp_mentionee,d5ce45936ce8ee9a638dde8804215b19,bp_mentionee__d5ce45936ce8ee9a638dde8804215b19
@rrd_davao,Philippine President Duterte,heads of state,,,,,,,CompanyKeyword,Philippine President Duterte,,bp_mentionee,38bdfc0361cda8f106346a50a4a9e202,bp_mentionee__38bdfc0361cda8f106346a50a4a9e202
@leehsienloong,Singapore Prime Minister Lee,heads of state,,,,,,,Person,Singapore Prime Minister Lee,,bp_mentionee,18f375c801b875aaec2fd65934d663fd,bp_mentionee__18f375c801b875aaec2fd65934d663fd
@moonriver365,South Korean President Moon,heads of state,,,,,,,AAEntity,South Korean President Moon,,bp_mentionee,b30ccf82a79a759626791f666f7e6059,bp_mentionee__b30ccf82a79a759626791f666f7e6059
@algerianprimeminister,Algerian Prime Minister Djerad,heads of state,,,,,,,Refinery,Algerian Prime Minister Djerad,,bp_mentionee,2c52602d0e74fc6e7636bdb368706e59,bp_mentionee__2c52602d0e74fc6e7636bdb368706e59
@algerianpresident,Algerian President Tebboune,heads of state,,,,,,,Media,Algerian President Tebboune,,bp_mentionee,ff051245fbc42cefc2b2386816afcbdc,bp_mentionee__ff051245fbc42cefc2b2386816afcbdc
@andorranprimeminister,Andorran Prime Minister Zamora,heads of state,,,,,,,DiplomaticFacilities,Andorran Prime Minister Zamora,,bp_mentionee,fbf8f38ef74008a580c12fdba268ae72,bp_mentionee__fbf8f38ef74008a580c12fdba268ae72
@armenianpresident,Armenian President Sarkissian,heads of state,,,,,,,Wells,Armenian President Sarkissian,,bp_mentionee,ebfa175082df6f2c6d8d85488a56bc43,bp_mentionee__ebfa175082df6f2c6d8d85488a56bc43
@burkinafasoprimeminister,Burkina Faso Prime Minister Dabire,heads of state,,,,,,,Organization,Burkina Faso Prime Minister Dabire,,bp_mentionee,8876a916f3af15edbc9d50ee747e5216,bp_mentionee__8876a916f3af15edbc9d50ee747e5216
@cameroonianprimeminister,Cameroonian Prime Minister Ngute,heads of state,,,,,,,ForeignMinistry,Cameroonian Prime Minister Ngute,,bp_mentionee,1195df762af5d4ab12ddaace870d1e9a,bp_mentionee__1195df762af5d4ab12ddaace870d1e9a
@cubanprimeminister,Cuban Prime Minister Marrero,heads of state,,,,,,,Wells,Cuban Prime Minister Marrero,,bp_mentionee,4f2c4d0e5154a914027fe46f63e4de83,bp_mentionee__4f2c4d0e5154a914027fe46f63e4de83
@cubanpresident,Cuban President Diaz-Canel,heads of state,,,,,,,LegislativeCommittee,Cuban President Diaz-Canel,,bp_mentionee,aeab95d9b2d9fec13fa1ecba47ae908c,bp_mentionee__aeab95d9b2d9fec13fa1ecba47ae908c
@drcprimeminister,DRC Prime Minister Ilunga Ilunkamba,heads of state,,,,,,,FTO,DRC Prime Minister Ilunga Ilunkamba,,bp_mentionee,45650456deac2b98ef285fe6fb09013b,bp_mentionee__45650456deac2b98ef285fe6fb09013b
@georgianprimeminister,Georgian Prime Minister Gakharia,heads of state,,,,,,,Consulates,Georgian Prime Minister Gakharia,,bp_mentionee,5f7b47791fed5bba87a64c1af13b3b2f,bp_mentionee__5f7b47791fed5bba87a64c1af13b3b2f
@georgianpresident,Georgian President Zourabichvili,heads of state,,,,,,,ForeignMinister,Georgian President Zourabichvili,,bp_mentionee,7846cbb8c6f085fafc1eb1f82299d872,bp_mentionee__7846cbb8c6f085fafc1eb1f82299d872
@greekpresident,Greek President Sakellaropoulou,heads of state,,,,,,,ForeignMinister,Greek President Sakellaropoulou,,bp_mentionee,42ecb0b43177917ada454d1992dc41c6,bp_mentionee__42ecb0b43177917ada454d1992dc41c6
@haitianprimeminister,Haitian Prime Minister Jouthe,heads of state,,,,,,,Refinery,Haitian Prime Minister Jouthe,,bp_mentionee,9b6b93c69589f1e2a06c18a2efa762e3,bp_mentionee__9b6b93c69589f1e2a06c18a2efa762e3
@iraqiprimeminister,Iraqi Prime Minister Al-Kadhimi,heads of state,,,,,,,News,Iraqi Prime Minister Al-Kadhimi,,bp_mentionee,31e5e235a0cfb888e6c8d67837b4bf47,bp_mentionee__31e5e235a0cfb888e6c8d67837b4bf47
@latvianpresident,Latvian President Levits,heads of state,,,,,,,Exec,Latvian President Levits,,bp_mentionee,c5b232bc8024334205ee79774f1d32d4,bp_mentionee__c5b232bc8024334205ee79774f1d32d4
@lithuanianpresident,Lithuanian President Nauseda,heads of state,,,,,,,Refinery,Lithuanian President Nauseda,,bp_mentionee,5a51868a8a4db9c31122fcce8252e08f,bp_mentionee__5a51868a8a4db9c31122fcce8252e08f
@malteseprimeminister,Maltese Prime Minister Abela,heads of state,,,,,,,Pipeline,Maltese Prime Minister Abela,,bp_mentionee,e18e0a71a8c99679b44895409d032d8b,bp_mentionee__e18e0a71a8c99679b44895409d032d8b
@mauritanianpresident,Mauritanian President El Ghazouani,heads of state,,,,,,,News,Mauritanian President El Ghazouani,,bp_mentionee,57833e315366bc80babb3d6606c64c60,bp_mentionee__57833e315366bc80babb3d6606c64c60
@mauritiusprimeminister,Mauritius Prime Minister Jugnauth,heads of state,,,,,,,AAEntity,Mauritius Prime Minister Jugnauth,,bp_mentionee,e7bf9ede515c99cca952599b6310bf96,bp_mentionee__e7bf9ede515c99cca952599b6310bf96
@pakistanipresident,Pakistani President Alvi,heads of state,,,,,,,Refinery,Pakistani President Alvi,,bp_mentionee,4148a8ce1c3de0223a241005f110eefa,bp_mentionee__4148a8ce1c3de0223a241005f110eefa
@qatariprimeminister,Qatari Prime Minister Khalid bin Khalifa,heads of state,,,,,,,FTO,Qatari Prime Minister Khalid bin Khalifa,,bp_mentionee,c819a09dd972458804e32b2824433327,bp_mentionee__c819a09dd972458804e32b2824433327
@guinea-bissauprimeminister,Guinea-Bissau Prime Minister Nabiam,heads of state,,,,,,,Legislator,Guinea-Bissau Prime Minister Nabiam,,bp_mentionee,0577f3d0ff06c9b32612a2613ab249a0,bp_mentionee__0577f3d0ff06c9b32612a2613ab249a0
@somaliprimeminister,Somali Prime Minister Khayre,heads of state,,,,,,,Refinery,Somali Prime Minister Khayre,,bp_mentionee,aa442e73feac0dd5570aa8458af4af4a,bp_mentionee__aa442e73feac0dd5570aa8458af4af4a
@thaiprimeminister,Thai Prime Minister Prayut,heads of state,,,,,,,News,Thai Prime Minister Prayut,,bp_mentionee,72aad8f7eaab58cf777f7eaa5d03658c,bp_mentionee__72aad8f7eaab58cf777f7eaa5d03658c
@timor-lestepresident,Timor-Leste President Francisco Guterres,heads of state,,,,,,,Keyphrase,Timor-Leste President Francisco Guterres,,bp_mentionee,3574cb01f778ca8a17d72fbdfa480738,bp_mentionee__3574cb01f778ca8a17d72fbdfa480738
@timor-lesteprimeminister,Timor-Leste Prime Minister Taur Matan Ruak,heads of state,,,,,,,Person,Timor-Leste Prime Minister Taur Matan Ruak,,bp_mentionee,dfe8a4b3e407f450a5ef1d84b1eff78e,bp_mentionee__dfe8a4b3e407f450a5ef1d84b1eff78e
@tuvaluprimeminister,Tuvalu Prime Minister Natano,heads of state,,,,,,,Media,Tuvalu Prime Minister Natano,,bp_mentionee,f0fd6c84a1a83fbb76a7af24c8ac0d06,bp_mentionee__f0fd6c84a1a83fbb76a7af24c8ac0d06
@ukrainianprimeminister,Ukrainian Prime Minister Shmyhal,heads of state,,,,,,,Keyphrase,Ukrainian Prime Minister Shmyhal,,bp_mentionee,7be5655126faa3b8f6894e299fbc2c12,bp_mentionee__7be5655126faa3b8f6894e299fbc2c12
@primeministerofcanada,Prime Minister of Canada,heads of state,,,,,,,Consulates,Prime Minister of Canada,,bp_mentionee,80ff3c0fff57fa2fc8fededa034e1b80,bp_mentionee__80ff3c0fff57fa2fc8fededa034e1b80
@primeministerofcanada,Prime Minister of Canada,heads of state,,,,,,,Refinery,Prime Minister of Canada,,bp_mentionee,80ff3c0fff57fa2fc8fededa034e1b80,bp_mentionee__80ff3c0fff57fa2fc8fededa034e1b80
@presidentoftherepublicofchile,President of the Republic of Chile Sebastian Pinera,heads of state,,,,,,,News,President of the Republic of Chile Sebastian Pinera,,bp_mentionee,ec4979b216227477a3f5878ea0fd9f9e,bp_mentionee__ec4979b216227477a3f5878ea0fd9f9e
@presidentofelsalvador,El Salvador President Bukele,heads of state,,,,,,,LegislativeCommittee,El Salvador President Bukele,,bp_mentionee,b9374d0e4791ce8892f15fb7422cdf36,bp_mentionee__b9374d0e4791ce8892f15fb7422cdf36
@greekprimeminister,Greek Prime Minister Mitsotakis,heads of state,,,,,,,CompanyKeyword,Greek Prime Minister Mitsotakis,,bp_mentionee,e255f95366b2895f557118f638d262b7,bp_mentionee__e255f95366b2895f557118f638d262b7
@primeministerofindia,Prime Minister of India Narendra Modi,heads of state,,,,,,,AAEntity,Prime Minister of India Narendra Modi,,bp_mentionee,e4f8c75c041d58a64e4f16a648b43cda,bp_mentionee__e4f8c75c041d58a64e4f16a648b43cda
@israeliprimeminister,Israeli Prime Minister Bennett,heads of state,,,,,,,CompanyKeyword,Israeli Prime Minister Bennett,,bp_mentionee,92c6c63dc875deb0c0615cfaabb0a554,bp_mentionee__92c6c63dc875deb0c0615cfaabb0a554
@primeministerofnorway,Prime Minister of Norway Erna Solberg,heads of state,,,,,,,Keyphrase,Prime Minister of Norway Erna Solberg,,bp_mentionee,a0526d240026e9e8aee80e588bb72df5,bp_mentionee__a0526d240026e9e8aee80e588bb72df5
@presidentofpakistan,President of the Republic of Pakistan Arif Alvi,heads of state,,,,,,,Legislator,President of the Republic of Pakistan Arif Alvi,,bp_mentionee,d06883f81bd337f14ea8eafd6be837ae,bp_mentionee__d06883f81bd337f14ea8eafd6be837ae
@Indiaprimeminister,Indian Prime Minister Modi,heads of state,,,,,,,Organization,Indian Prime Minister Modi,,bp_mentionee,2316eab578860ce8a47da407a3400fbf,bp_mentionee__2316eab578860ce8a47da407a3400fbf
@presidentofthefederalrepublicofsomalia,President Mohamed Farmaajo,heads of state,,,,,,,IndustryTerm,President Mohamed Farmaajo,,bp_mentionee,3f48cf379a0016206ebf2b7423a18d4a,bp_mentionee__3f48cf379a0016206ebf2b7423a18d4a
@primeministerofthenetherlands,Prime Minister of the Netherlands Mark Rutte,heads of state,,,,,,,space,Prime Minister of the Netherlands Mark Rutte,,bp_mentionee,b208f11e46ef9827567cbdfd80dbe3ba,bp_mentionee__b208f11e46ef9827567cbdfd80dbe3ba
@liberianpresident,Liberian President Weah,heads of state,,,,,,,ForeignMinister,Liberian President Weah,,bp_mentionee,d8a688f266057d254290fcb1acd0a170,bp_mentionee__d8a688f266057d254290fcb1acd0a170
@easttimoreseprimeminister,East Timorese Prime Minister Vasconcelos,heads of state,,,,,,,FTO,East Timorese Prime Minister Vasconcelos,,bp_mentionee,b4ca474639bbadc1da9f943d76bbfffa,bp_mentionee__b4ca474639bbadc1da9f943d76bbfffa
@malaysianprimeminister,Malaysian Prime Minister Muhyiddin,heads of state,,,,,,,space,Malaysian Prime Minister Muhyiddin,,bp_mentionee,aa41ed8c3312462044314adff5c2d41b,bp_mentionee__aa41ed8c3312462044314adff5c2d41b
@mongolianprimeminister,Mongolian Prime Minister Khurelsukh,heads of state,,,,,,,ForeignMinister,Mongolian Prime Minister Khurelsukh,,bp_mentionee,edb456d5c47e908392b568083e5dd49a,bp_mentionee__edb456d5c47e908392b568083e5dd49a
@mongolianpresident,Mongolian President Battulga,heads of state,,,,,,,Organization,Mongolian President Battulga,,bp_mentionee,e3946480a4bd03343aa24ede4e2ac4c7,bp_mentionee__e3946480a4bd03343aa24ede4e2ac4c7
@cameroonianpresident,Cameroonian President Biya,heads of state,,,,,,,Refinery,Cameroonian President Biya,,bp_mentionee,33aa40157ff9df0124c4ed217f18299d,bp_mentionee__33aa40157ff9df0124c4ed217f18299d
@austrianpresident,Austrian President Van der Bellen,heads of state,,,,,,,space,Austrian President Van der Bellen,,bp_mentionee,c80d483227a247b3c9d6779814e89567,bp_mentionee__c80d483227a247b3c9d6779814e89567
@belgianprimeminister,Belgian Prime Minister Wilmes,heads of state,,,,,,,ForeignMinistry,Belgian Prime Minister Wilmes,,bp_mentionee,ad3b300323abafe88dbeb9dfcab84cab,bp_mentionee__ad3b300323abafe88dbeb9dfcab84cab
@presidentoftherepublicofcyprus,Cypriot President Anastasiades,heads of state,,,,,,,Wells,Cypriot President Anastasiades,,bp_mentionee,0c024e1da4af78c2a933d37b91c906a0,bp_mentionee__0c024e1da4af78c2a933d37b91c906a0
@finnishprimeminister,Finnish Prime Minister Marin,heads of state,,,,,,,FTO,Finnish Prime Minister Marin,,bp_mentionee,2459aa7632d31571df505cca9a99c762,bp_mentionee__2459aa7632d31571df505cca9a99c762
@frenchprimeminister,French Prime Minister Philippe,heads of state,,,,,,,Wells,French Prime Minister Philippe,,bp_mentionee,d18c3b8f8190f976bdb37cb4e9ff8c6f,bp_mentionee__d18c3b8f8190f976bdb37cb4e9ff8c6f
@primeministerofliechtenstein,Liechtenstein Prime Minister Hasler,heads of state,,,,,,,ForeignMinistry,Liechtenstein Prime Minister Hasler,,bp_mentionee,a317ddabd0cee990ddc5e807df039239,bp_mentionee__a317ddabd0cee990ddc5e807df039239
@maltesepresident,Maltese President Vella,heads of state,,,,,,,space,Maltese President Vella,,bp_mentionee,ad6bfe3f823b8f1bb6da60bb0cb463d9,bp_mentionee__ad6bfe3f823b8f1bb6da60bb0cb463d9
@albanianpresident,Albanian President Meta,heads of state,,,,,,,Refinery,Albanian President Meta,,bp_mentionee,9dc2ab9e93984071a096b0fcd7210c18,bp_mentionee__9dc2ab9e93984071a096b0fcd7210c18
@angolanpresident,Angolan President Lourenco,heads of state,,,,,,,Pipeline,Angolan President Lourenco,,bp_mentionee,3f99952e7cde28b9e46bf1d6615da178,bp_mentionee__3f99952e7cde28b9e46bf1d6615da178
@bulgarianpresident,Bulgarian President Radev,heads of state,,,,,,,Media,Bulgarian President Radev,,bp_mentionee,a4dc2c815e61a0043545b28613d4fff8,bp_mentionee__a4dc2c815e61a0043545b28613d4fff8
