keyword,caption_name,location_id,groups,country,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
turmeque,"Turmeque, Colombia",turmequecolombia,colombia,Colombia,Organization,"Turmeque, Colombia",,dgm_latamnarcoticslocations,f15499eecebfe56c89fb84bfffa44d61,dgm_latamnarcoticslocations__f15499eecebfe56c89fb84bfffa44d61
tuta,"Tuta, Colombia",tutacolombia,colombia,Colombia,Person,"Tuta, Colombia",,dgm_latamnarcoticslocations,d5bc4540e840e6764d2cc0d1c1d15479,dgm_latamnarcoticslocations__d5bc4540e840e6764d2cc0d1c1d15479
tutaza,"Tutaza, Colombia",tutazacolombia,colombia,Colombia,FTO,"Tutaza, Colombia",,dgm_latamnarcoticslocations,10b12a09f906ad4199c8dae1cc6b0341,dgm_latamnarcoticslocations__10b12a09f906ad4199c8dae1cc6b0341
umbita,"umbita, Colombia",umbitacolombia,colombia,Colombia,Pipeline,"umbita, Colombia",,dgm_latamnarcoticslocations,b6e9fe43c6bc7efdc51e0706fbba9b57,dgm_latamnarcoticslocations__b6e9fe43c6bc7efdc51e0706fbba9b57
ventaquemada,"Ventaquemada, Colombia",ventaquemadacolombia,colombia,Colombia,Organization,"Ventaquemada, Colombia",,dgm_latamnarcoticslocations,f5964034310aea57fe533ad969a2abb2,dgm_latamnarcoticslocations__f5964034310aea57fe533ad969a2abb2
villa de leyva,"Villa de Leyva, Colombia",villadeleyvacolombia,colombia,Colombia,Shipping,"Villa de Leyva, Colombia",,dgm_latamnarcoticslocations,050d2137c442c038b4a29d574238eefd,dgm_latamnarcoticslocations__050d2137c442c038b4a29d574238eefd
viracacha,"Viracacha, Colombia",viracachacolombia,colombia,Colombia,Pipeline,"Viracacha, Colombia",,dgm_latamnarcoticslocations,0786cf2d190bd4620e24ce372f971e3c,dgm_latamnarcoticslocations__0786cf2d190bd4620e24ce372f971e3c
zetaquira,"Zetaquira, Colombia",zetaquiracolombia,colombia,Colombia,ForeignMinistry,"Zetaquira, Colombia",,dgm_latamnarcoticslocations,5ca9a80ddbcb365668f520057afae8b0,dgm_latamnarcoticslocations__5ca9a80ddbcb365668f520057afae8b0
manizales,"Manizales, Colombia",manizalescolombia,colombia,Colombia,ForeignMinister,"Manizales, Colombia",,dgm_latamnarcoticslocations,56621f48c74503ddc617e17996dea984,dgm_latamnarcoticslocations__56621f48c74503ddc617e17996dea984
aguadas,"Aguadas, Colombia",aguadascolombia,colombia,Colombia,ForeignMinister,"Aguadas, Colombia",,dgm_latamnarcoticslocations,ecb3ee5eded426832815d13410fc6f17,dgm_latamnarcoticslocations__ecb3ee5eded426832815d13410fc6f17
