german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#claraschumannweg,"Clara-Schumann-Weg in Frankfurt, Germany",50.1800106,8.6428594,1,,,,Refinery,"Clara-Schumann-Weg in Frankfurt, Germany",,german_fires_frankfurt_locations,c76ed30618556b7e20574cd38b636784,german_fires_frankfurt_locations__36196fa88419e8756f61b43004021d57
#clematisweg,"Clematisweg in Frankfurt, Germany",50.1645322,8.6848936,1,,,,Shipping,"Clematisweg in Frankfurt, Germany",,german_fires_frankfurt_locations,c8d2ddc3e81567699249ed8de641b2df,german_fires_frankfurt_locations__ade253087870d01bdb44d1e9b35b46a1
#clemensstrasse,"Clemensstrasse in Frankfurt, Germany",50.1213474,8.6495416,1,,,,space,"Clemensstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,4ad25f5985c400c41bf171757a392de8,german_fires_frankfurt_locations__1f5b030d4127a7caba905a75679b7cd4
#clementineweg,"Clementineweg in Frankfurt, Germany",50.1214737,8.7115026,1,,,,Exec,"Clementineweg in Frankfurt, Germany",,german_fires_frankfurt_locations,9e2b11c1f5501ef25c3278e091553486,german_fires_frankfurt_locations__dff94e1164dc800e602413b349775e01
#coburgerweg,"Coburger Weg in Frankfurt, Germany",50.0936578,8.4990264,1,,,,ForeignMinistry,"Coburger Weg in Frankfurt, Germany",,german_fires_frankfurt_locations,370a6d874eab1942f45c1dd5eee71033,german_fires_frankfurt_locations__d9202ce4d8fe645ea4f3e180d9f85fd4
#cohausenstrasse,"Cohausenstrasse in Frankfurt, Germany",50.1600415,8.6416666,1,,,,Keyphrase,"Cohausenstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,b8bd26930d2c57e62a6cf6b214efee5d,german_fires_frankfurt_locations__a820d11e32ad0c58b6649e4a200eacc5
#colmarerstrasse,"Colmarer Strasse in Frankfurt, Germany",50.0820654,8.6199178,1,,,,Person,"Colmarer Strasse in Frankfurt, Germany",,german_fires_frankfurt_locations,39f6aed89075231c859fcdaf7f99b3d2,german_fires_frankfurt_locations__2cbe05427b612848244771ac1908d1b2
#colsmanstrasse,"Colsmanstrasse in Frankfurt, Germany",50.1131947,8.6204619,1,,,,Person,"Colsmanstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,b4dcf1001e3245dca6dbded119fc1a54,german_fires_frankfurt_locations__8b40ea084ea1c03986c7965f2753b06b
#comeniusstrasse,"Comeniusstrasse in Frankfurt, Germany",50.1308865,8.7054626,1,,,,CompanyKeyword,"Comeniusstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,f641a97124756463f734ec1fa8a03b31,german_fires_frankfurt_locations__aceff4332e27b4f711b12fe7d771a1bb
#conradweilgasse,"Conrad-Weil-Gasse in Frankfurt, Germany",50.1553623,8.7568644,1,,,,Pipeline,"Conrad-Weil-Gasse in Frankfurt, Germany",,german_fires_frankfurt_locations,b93e031429d95978e5ccc7ed6443d158,german_fires_frankfurt_locations__cc314cc548c3fd8d1b42002ac37e7c4e
#cordierstrasse,"Cordierstrasse in Frankfurt, Germany",50.1001395,8.622963,1,,,,Shipping,"Cordierstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,08c400cd03e0c2aa5f8881264459f5ec,german_fires_frankfurt_locations__53680c70b474a8fb8eeee5dfdc2642c1
#corneliusstrasse,"Corneliusstrasse in Frankfurt, Germany",50.1167859,8.6585355,1,,,,ForeignMinistry,"Corneliusstrasse in Frankfurt, Germany",,german_fires_frankfurt_locations,a24c87f54c977d00127cb1ffd4814087,german_fires_frankfurt_locations__0f7d4a30b0bded682d1346db39e97d87
