keyword,caption_name,location_lower,lat,long,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
garz_rügen,"Garz (Rügen), Germany",garz_rügen,54.2935899,13.3797663,Shipping,"Garz (Rügen), Germany",,dgm_german_location,a0661c309ad7cabeb7012bc82cfd6768,dgm_german_location__a0661c309ad7cabeb7012bc82cfd6768
gau-algesheim,"Gau-Algesheim, Germany",gau-algesheim,49.9584771,8.0173325,AAEntity,"Gau-Algesheim, Germany",,dgm_german_location,8728e69f6ed80e35166026751113e754,dgm_german_location__8728e69f6ed80e35166026751113e754
gebesee,"Gebesee, Germany",gebesee,51.1140037,10.9332284,Legislator,"Gebesee, Germany",,dgm_german_location,fee7c881358b88cc054174d6eb65c2cf,dgm_german_location__fee7c881358b88cc054174d6eb65c2cf
gedern,"Gedern, Germany",gedern,50.4248367,9.1988247,FTO,"Gedern, Germany",,dgm_german_location,e4e69f7dda9caa6d393da88b3a4b5821,dgm_german_location__e4e69f7dda9caa6d393da88b3a4b5821
geesthacht,"Geesthacht, Germany",geesthacht,53.4379562,10.3611665,CompanyKeyword,"Geesthacht, Germany",,dgm_german_location,fd05db6725e76aeb771ca4346713881d,dgm_german_location__fd05db6725e76aeb771ca4346713881d
geestland,"Geestland, Germany",geestland,53.6093624,8.7944026,Diplomat,"Geestland, Germany",,dgm_german_location,4414a35a34c108b5ed1aa159d448740c,dgm_german_location__4414a35a34c108b5ed1aa159d448740c
gefrees,"Gefrees, Germany",gefrees,50.0960073,11.7365825,Exec,"Gefrees, Germany",,dgm_german_location,f8e43df6c5d45c2d10bc9c85d50e9c21,dgm_german_location__f8e43df6c5d45c2d10bc9c85d50e9c21
gehrden,"Gehrden, Germany",gehrden,52.3113047,9.601014,CompanyKeyword,"Gehrden, Germany",,dgm_german_location,4bffde1d954048fcc33f5a23eaadd2e7,dgm_german_location__4bffde1d954048fcc33f5a23eaadd2e7
gehren,"Gehren, Germany",gehren,50.6497045,11.0038248,News,"Gehren, Germany",,dgm_german_location,6a7d911e65737a35efa8f34c972983c3,dgm_german_location__6a7d911e65737a35efa8f34c972983c3
geilenkirchen,"Geilenkirchen, Germany",geilenkirchen,50.967168,6.1174584,Shipping,"Geilenkirchen, Germany",,dgm_german_location,f82d0ae7e03a31666600e5747be67326,dgm_german_location__f82d0ae7e03a31666600e5747be67326
geisa,"Geisa, Germany",geisa,50.7158563,9.9516947,Diplomat,"Geisa, Germany",,dgm_german_location,4735c63b64c7039600c88089a60ae6e8,dgm_german_location__4735c63b64c7039600c88089a60ae6e8
geiselhöring,"Geiselhöring, Germany",geiselhöring,48.8260816,12.3938594,ForeignMinistry,"Geiselhöring, Germany",,dgm_german_location,a18746396b7dd69925304bbe4664b9d7,dgm_german_location__a18746396b7dd69925304bbe4664b9d7
geisenfeld,"Geisenfeld, Germany",geisenfeld,48.683889,11.611389,Person,"Geisenfeld, Germany",,dgm_german_location,0c95047c970ab689718277bf480b3e9c,dgm_german_location__0c95047c970ab689718277bf480b3e9c
geisenheim,"Geisenheim, Germany",geisenheim,49.9864335,7.9666942,IndustryTerm,"Geisenheim, Germany",,dgm_german_location,106db05a703139172c26ea8ae5a9a31a,dgm_german_location__106db05a703139172c26ea8ae5a9a31a
geisingen,"Geisingen, Germany",geisingen,47.9230362,8.6489943,IndustryTerm,"Geisingen, Germany",,dgm_german_location,0c024bc7e74020b803d34d7077dc737d,dgm_german_location__0c024bc7e74020b803d34d7077dc737d
geislingen,"Geislingen, Germany",geislingen,48.6215162,9.8294482,ForeignMinister,"Geislingen, Germany",,dgm_german_location,9de89f3d9bf4e752af48a6636d57c647,dgm_german_location__9de89f3d9bf4e752af48a6636d57c647
geislingen an der steige,"Geislingen an der Steige, Germany",geislingen an der steige,48.6215162,9.8294482,Person,"Geislingen an der Steige, Germany",,dgm_german_location,0e3d01f9f74a4a54d6c9536a3d70d865,dgm_german_location__0e3d01f9f74a4a54d6c9536a3d70d865
geithain,"Geithain, Germany",geithain,51.05524,12.6884,Consulates,"Geithain, Germany",,dgm_german_location,02e68dca54f46c3a496592436207918a,dgm_german_location__02e68dca54f46c3a496592436207918a
geldern,"Geldern, Germany",geldern,51.5204439,6.3257902,Media,"Geldern, Germany",,dgm_german_location,a47169b2e654d595d515d8a935eb2f2f,dgm_german_location__a47169b2e654d595d515d8a935eb2f2f
gelnhausen,"Gelnhausen, Germany",gelnhausen,50.2045664,9.1863725,Consulates,"Gelnhausen, Germany",,dgm_german_location,11f3c7bd80e27021ce38884678512730,dgm_german_location__11f3c7bd80e27021ce38884678512730
gelsenkirchen,"Gelsenkirchen, Germany",gelsenkirchen,51.517744,7.0857172,space,"Gelsenkirchen, Germany",,dgm_german_location,b539b9fae1232e18d7209faff8b10e41,dgm_german_location__b539b9fae1232e18d7209faff8b10e41
gemünden wohra,"Gemünden (Wohra), Germany",gemünden wohra,50.9727111,8.969381,Organization,"Gemünden (Wohra), Germany",,dgm_german_location,45f327a1220a39b14b7f0bf2c6312ba2,dgm_german_location__45f327a1220a39b14b7f0bf2c6312ba2
