icao,iata,location,caption_name,country,location_name,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
rpmm,MLP,Malabang,Malabang Airport,Philippines,"Malabang Airport, Malabang, Philippines",7.5932005,124.0728399,Media,Malabang Airport,,notam_icao_to_location,f5755d9f51a498270e2c41eb4e73b822,notam_icao_to_location__f5755d9f51a498270e2c41eb4e73b822
rpmh,CGM,Mambajao,Camiguin Airport,Philippines,"Camiguin Airport, Mambajao, Philippines",9.2515203,124.7046989,Refinery,Camiguin Airport,,notam_icao_to_location,6ef64862d018e6fcf9cdacbbc0d9d49d,notam_icao_to_location__6ef64862d018e6fcf9cdacbbc0d9d49d
rpum,MBO,Mamburao,Mamburao Airport,Philippines,"Mamburao Airport, Mamburao, Philippines",13.2115894,120.6032841,Legislator,Mamburao Airport,,notam_icao_to_location,e0a242c78c30d55113e52b9485764a87,notam_icao_to_location__e0a242c78c30d55113e52b9485764a87
rpll,MNL,Manila,Ninoy Aquino Airport,Philippines,"Ninoy Aquino Airport, Manila, Philippines",14.5122739,121.016508,space,Ninoy Aquino Airport,,notam_icao_to_location,ad4ebbc48d5e6be84db49821e8f30a18,notam_icao_to_location__ad4ebbc48d5e6be84db49821e8f30a18
rpmu,CDY,Mapun,Cagayan de Sulu Airport,Philippines,"Cagayan de Sulu Airport, Mapun, Philippines",7.0133518,118.4962498,space,Cagayan de Sulu Airport,,notam_icao_to_location,a06d2b1c7500ed03966d36d410605d2a,notam_icao_to_location__a06d2b1c7500ed03966d36d410605d2a
rpvj,MBT,Masbate,Masbate Airport,Philippines,"Masbate Airport, Masbate, Philippines",12.3667584,123.6270275,AAEntity,Masbate Airport,,notam_icao_to_location,8ad568fbaa534091923a259a8eb8b2e5,notam_icao_to_location__8ad568fbaa534091923a259a8eb8b2e5
rpmq,MXI,Mati,Mati Airport,Philippines,"Mati Airport, Mati, Philippines",6.950245,126.2724894,Consulates,Mati Airport,,notam_icao_to_location,4706af4639dc8db5609ea29c9fa7e196,notam_icao_to_location__4706af4639dc8db5609ea29c9fa7e196
rpun,WNP,Pili,Naga Airport,Philippines,"Naga Airport, Pili, Philippines",13.5848052,123.2688754,Legislator,Naga Airport,,notam_icao_to_location,ce3efd831b9e09fd7cf48d4fbbc8d7f8,notam_icao_to_location__ce3efd831b9e09fd7cf48d4fbbc8d7f8
rpvo,OMC,Ormoc,Ormoc Airport,Philippines,"Ormoc Airport, Ormoc, Philippines",11.055485,124.5663306,FTO,Ormoc Airport,,notam_icao_to_location,aec3e3467d7b33fffd0c74f79821e6e4,notam_icao_to_location__aec3e3467d7b33fffd0c74f79821e6e4
rpmo,OZC,Ozamiz,Labo Airport,Philippines,"Labo Airport, Ozamiz, Philippines",8.1810117,123.8448466,Legislator,Labo Airport,,notam_icao_to_location,2c3468122408f62aaf59b75005c44d8c,notam_icao_to_location__2c3468122408f62aaf59b75005c44d8c
rpmp,PAG,Pagadian,Pagadian Airport,Philippines,"Pagadian Airport, Pagadian, Philippines",7.8305397,123.4623862,Exec,Pagadian Airport,,notam_icao_to_location,17fc9646c281e4c5e6a41881c7cf0081,notam_icao_to_location__17fc9646c281e4c5e6a41881c7cf0081
rpvp,PPS,Puerto Princesa,Puerto Princesa Airport,Philippines,"Puerto Princesa Airport, Puerto Princesa, Philippines",9.7456564,118.7504322,Person,Puerto Princesa Airport,,notam_icao_to_location,8149e84c28a8414506452ea0ad878125,notam_icao_to_location__8149e84c28a8414506452ea0ad878125
rpvr,RXS,Roxas City,Roxas Airport,Philippines,"Roxas Airport, Roxas City, Philippines",11.600513,122.748809,Keyphrase,Roxas Airport,,notam_icao_to_location,fbe7c7c05c39327f139e9f57299bca98,notam_icao_to_location__fbe7c7c05c39327f139e9f57299bca98
rpus,SFE,San Fernando,San Fernando Airport,Philippines,"San Fernando Airport, San Fernando, Philippines",16.59447,120.303296,Exec,San Fernando Airport,,notam_icao_to_location,1bb9f6ca7f4fe8b94f6ca5664fa1b915,notam_icao_to_location__1bb9f6ca7f4fe8b94f6ca5664fa1b915
rpuh,SJI,San Jose,San Jose Airport,Philippines,"San Jose Airport, San Jose, Philippines",15.7646821,121.0339915,Organization,San Jose Airport,,notam_icao_to_location,b939467e0ccae8ebb0e798851f3e3e93,notam_icao_to_location__b939467e0ccae8ebb0e798851f3e3e93
rpvs,EUQ,San Jose,Antique Airport,Philippines,"Antique Airport, San Jose, Philippines",10.7678918,121.9332818,Organization,Antique Airport,,notam_icao_to_location,978bad688ed74045ba4002282756301c,notam_icao_to_location__978bad688ed74045ba4002282756301c
rpns,SIA,Siargao,Siargao Airport,Philippines,"Siargao Airport, Siargao, Philippines",9.8570336,126.0156622,Wells,Siargao Airport,,notam_icao_to_location,44111bcf3377e23ea689fd16f6de8ceb,notam_icao_to_location__44111bcf3377e23ea689fd16f6de8ceb
rplb,SFS,Subic Bay,Subic Bay Airport,Philippines,"Subic Bay Airport, Subic Bay, Philippines",14.795422,120.282655,space,Subic Bay Airport,,notam_icao_to_location,06e8d0e2918718897adc7f82cc903fcd,notam_icao_to_location__06e8d0e2918718897adc7f82cc903fcd
rpma,AAV,Surallah,Allah Valley Airport,Philippines,"Allah Valley Airport, Surallah, Philippines",6.3735805,124.7499517,IndustryTerm,Allah Valley Airport,,notam_icao_to_location,ba7ecfbc193575b1919cd4ad5adcd110,notam_icao_to_location__ba7ecfbc193575b1919cd4ad5adcd110
rpms,SUG,Surigao,Surigao Airport,Philippines,"Surigao Airport, Surigao, Philippines",9.7600151,125.4821706,LegislativeCommittee,Surigao Airport,,notam_icao_to_location,ec14137f8d89a297f3854f0cdf6b1a69,notam_icao_to_location__ec14137f8d89a297f3854f0cdf6b1a69
rpvu,TBH,Alcantara,Tugdan Airport,Philippines,"Tugdan Airport, Alcantara, Philippines",12.3157618,122.0810413,Refinery,Tugdan Airport,,notam_icao_to_location,ab4f853747d20d38f775e7a2918595a0,notam_icao_to_location__ab4f853747d20d38f775e7a2918595a0
rpva,TAC,Tacloban City,Daniel Z Romualdez Airport,Philippines,"Daniel Z Romualdez Airport, Tacloban City, Philippines",11.2268332,125.0261297,Consulates,Daniel Z Romualdez Airport,,notam_icao_to_location,56a4174f4f1d3891a6756cbe32b72e47,notam_icao_to_location__56a4174f4f1d3891a6756cbe32b72e47
rpvt,TAG,Tagbilaran,Tagbilaran Airport,Philippines,"Tagbilaran Airport, Tagbilaran, Philippines",9.6629975,123.8523796,Shipping,Tagbilaran Airport,,notam_icao_to_location,22e4e05e2d6d0641b55deca12c14a95b,notam_icao_to_location__22e4e05e2d6d0641b55deca12c14a95b
rpmw,TDG,Tandag,Tandag Airport,Philippines,"Tandag Airport, Tandag, Philippines",9.072587,126.1701924,News,Tandag Airport,,notam_icao_to_location,2bc167e04bfeb18f2ce2e0af0cf400ce,notam_icao_to_location__2bc167e04bfeb18f2ce2e0af0cf400ce
rput,TUG,Tuguegarao,Tuguegarao Airport,Philippines,"Tuguegarao Airport, Tuguegarao, Philippines",17.6429928,121.7353124,LegislativeCommittee,Tuguegarao Airport,,notam_icao_to_location,2ad7a67130947f635382d288c834101b,notam_icao_to_location__2ad7a67130947f635382d288c834101b
rpuq,VGN,Vigan,Mindoro Airport,Philippines,"Mindoro Airport, Vigan, Philippines",17.5561453,120.3574981,Organization,Mindoro Airport,,notam_icao_to_location,767dfca524f28a4cb1f0df3907295ef7,notam_icao_to_location__767dfca524f28a4cb1f0df3907295ef7
rpuv,VRC,Virac,Virac Airport,Philippines,"Virac Airport, Virac, Philippines",13.5795001,124.2118694,Legislator,Virac Airport,,notam_icao_to_location,b94765be1478119271609908800950b9,notam_icao_to_location__b94765be1478119271609908800950b9
rpmz,ZAM,Zamboanga,Zamboanga Airport,Philippines,"Zamboanga Airport, Zamboanga, Philippines",6.9197922,122.0617801,Organization,Zamboanga Airport,,notam_icao_to_location,704072610bbc4f32d538f55cc7df2c6c,notam_icao_to_location__704072610bbc4f32d538f55cc7df2c6c
epby,BZG,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,Poland,"Bydgoszcz Ignacy Jan Paderewski Airport, Bydgoszcz, Poland",53.0980151,17.9724937,Person,Bydgoszcz Ignacy Jan Paderewski Airport,,notam_icao_to_location,fd528aafc2b2bf1944781f7d7c101bb5,notam_icao_to_location__fd528aafc2b2bf1944781f7d7c101bb5
epgd,GDN,Gdansk,Gdansk Lech Walesa Airport,Poland,"Gdansk Lech Walesa Airport, Gdansk, Poland",54.3788433,18.468075,Diplomat,Gdansk Lech Walesa Airport,,notam_icao_to_location,4abede50a3c7de8ed8ca1cba1d66cb07,notam_icao_to_location__4abede50a3c7de8ed8ca1cba1d66cb07
epkk,KRK,Krakow,Krakow John Paul II Airport,Poland,"Krakow John Paul II Airport, Krakow, Poland",50.0769776,19.7881188,CompanyKeyword,Krakow John Paul II Airport,,notam_icao_to_location,50b8d2395500a21a6335930873275e42,notam_icao_to_location__50b8d2395500a21a6335930873275e42
epll,LCJ,Lodz,Lodz Airport,Poland,"Lodz Airport, Lodz, Poland",51.7195989,19.3908521,Organization,Lodz Airport,,notam_icao_to_location,98ee8b66491210936155d2932f11ce1a,notam_icao_to_location__98ee8b66491210936155d2932f11ce1a
eppo,POZ,Poznan,Poznan Lawica Airport,Poland,"Poznan Lawica Airport, Poznan, Poland",52.4199508,16.8286158,News,Poznan Lawica Airport,,notam_icao_to_location,08eb2d9fdb0ae75e091a83ec46fc1e09,notam_icao_to_location__08eb2d9fdb0ae75e091a83ec46fc1e09
epkt,KTW,Pyrzowice,Katowice Airport,Poland,"Katowice Airport, Pyrzowice, Poland",50.4728015,19.0758814,Organization,Katowice Airport,,notam_icao_to_location,7bcbab754b6bb335af30d0759e98e52e,notam_icao_to_location__7bcbab754b6bb335af30d0759e98e52e
eprz,RZE,Rzeszow,Rzeszow Jasionka Airport,Poland,"Rzeszow Jasionka Airport, Rzeszow, Poland",50.114826,22.024598,Diplomat,Rzeszow Jasionka Airport,,notam_icao_to_location,28fc75f3d0fcfbd03ee456898526f35b,notam_icao_to_location__28fc75f3d0fcfbd03ee456898526f35b
epsc,SZZ,Szczecin,Solidarity Szczecin Goleniow Airport,Poland,"Solidarity Szczecin Goleniow Airport, Szczecin, Poland",53.5858774,14.902781,CompanyKeyword,Solidarity Szczecin Goleniow Airport,,notam_icao_to_location,90713ef8e3ee4703f7cf28811dd390bd,notam_icao_to_location__90713ef8e3ee4703f7cf28811dd390bd
epsy,SZY,Szczytno,Olsztyn Mazury Airport,Poland,"Olsztyn Mazury Airport, Szczytno, Poland",53.4879127,20.9465176,DiplomaticFacilities,Olsztyn Mazury Airport,,notam_icao_to_location,b006b16ac144f2409cf87f199eef5e24,notam_icao_to_location__b006b16ac144f2409cf87f199eef5e24
epwa,WAW,Warsaw,Warsaw Chopin Airport,Poland,"Warsaw Chopin Airport, Warsaw, Poland",52.1672369,20.9678911,Pipeline,Warsaw Chopin Airport,,notam_icao_to_location,5967faa8585be8cc44c9a798b99b2c9b,notam_icao_to_location__5967faa8585be8cc44c9a798b99b2c9b
epwr,WRO,Wroclaw,Wroclaw Copernicus Airport,Poland,"Wroclaw Copernicus Airport, Wroclaw, Poland",51.1041654,16.8809331,Keyphrase,Wroclaw Copernicus Airport,,notam_icao_to_location,3d430f37e2408af791c2fa7f7e42a2c5,notam_icao_to_location__3d430f37e2408af791c2fa7f7e42a2c5
epzg,IEG,Zielona Gora,Zielona Gora Airport,Poland,"Zielona Gora Airport, Zielona Gora, Poland",52.1371452,15.7779715,News,Zielona Gora Airport,,notam_icao_to_location,1820477acf897afbab4168d1d3620031,notam_icao_to_location__1820477acf897afbab4168d1d3620031
lpbr,BGZ,Braga,Braga Airport,Portugal,"Braga Airport, Braga, Portugal",41.5869933,-8.4429288,Exec,Braga Airport,,notam_icao_to_location,5eb1de8b4cc47988ce56c27f26450aa8,notam_icao_to_location__5eb1de8b4cc47988ce56c27f26450aa8
lpbg,BGC,Braganca,Braganca Airport,Portugal,"Braganca Airport, Braganca, Portugal",41.8571876,-6.7072601,Consulates,Braganca Airport,,notam_icao_to_location,e48f4581dc6ceddddce0b35cb264433f,notam_icao_to_location__e48f4581dc6ceddddce0b35cb264433f
lpch,CHV,Chaves,Chaves Airport,Portugal,"Chaves Airport, Chaves, Portugal",41.7251214,-7.4663241,Refinery,Chaves Airport,,notam_icao_to_location,8812b89f76d166f8336c6b23d50140dc,notam_icao_to_location__8812b89f76d166f8336c6b23d50140dc
lpco,CBP,Coimbra,Coimbra Airport,Portugal,"Coimbra Airport, Coimbra, Portugal",40.1568684,-8.4672983,Refinery,Coimbra Airport,,notam_icao_to_location,6c943dcc5b17cc2228b66aad326d4ca7,notam_icao_to_location__6c943dcc5b17cc2228b66aad326d4ca7
lpcr,CVU,Vila Do Corvo,Corvo Airport,Portugal,"Corvo Airport, Vila Do Corvo, Portugal",39.6729436,-31.1144706,ForeignMinister,Corvo Airport,,notam_icao_to_location,efa5406a2dd6ac650cbf5250ca28a8c3,notam_icao_to_location__efa5406a2dd6ac650cbf5250ca28a8c3
lpcv,COV,Covilha,Covilha Airport,Portugal,"Covilha Airport, Covilha, Portugal",40.277481,-7.496116,FTO,Covilha Airport,,notam_icao_to_location,b793674a25008ec67082a59428fda04a,notam_icao_to_location__b793674a25008ec67082a59428fda04a
lphr,HOR,Horta,Horta Airport,Portugal,"Horta Airport, Horta, Portugal",38.52,-28.716389,ForeignMinister,Horta Airport,,notam_icao_to_location,fe6a0c2f0fec54d5463964a8d88c5948,notam_icao_to_location__fe6a0c2f0fec54d5463964a8d88c5948
lpfr,FAO,Faro,Faro Airport,Portugal,"Faro Airport, Faro, Portugal",37.0175956,-7.96972,Shipping,Faro Airport,,notam_icao_to_location,d1819b86795d47daa74fe9c8820e7a02,notam_icao_to_location__d1819b86795d47daa74fe9c8820e7a02
lpfl,FLW,Santa Cruz Das Flores,Flores Airport,Portugal,"Flores Airport, Santa Cruz Das Flores, Portugal",39.459355,-31.131304,ForeignMinistry,Flores Airport,,notam_icao_to_location,b5f918021c3a3e8bf4bb106bea469f9b,notam_icao_to_location__b5f918021c3a3e8bf4bb106bea469f9b
lpma,FNC,Madeira,Madeira Airport,Portugal,"Madeira Airport, Madeira, Portugal",32.6957983,-16.7758737,Shipping,Madeira Airport,,notam_icao_to_location,7043ed0ddb670715d18ec7ca89b179b3,notam_icao_to_location__7043ed0ddb670715d18ec7ca89b179b3
lpgr,GRW,Santa Cruz Da Gracios,Graciosa Airport,Portugal,"Graciosa Airport, Santa Cruz Da Gracios, Portugal",39.09181,-28.031772,Organization,Graciosa Airport,,notam_icao_to_location,f967b34326ef27550e39366b73b005da,notam_icao_to_location__f967b34326ef27550e39366b73b005da
lppi,PIX,Bandeiras,Pico Airport,Portugal,"Pico Airport, Bandeiras, Portugal",38.5523067,-28.4433078,Keyphrase,Pico Airport,,notam_icao_to_location,097fa7db1221255b66131ee35a002cc9,notam_icao_to_location__097fa7db1221255b66131ee35a002cc9
lppt,LIS,Lisbon,Humberto Delgado Airport,Portugal,"Humberto Delgado Airport, Lisbon, Portugal",38.7755936,-9.1353667,Exec,Humberto Delgado Airport,,notam_icao_to_location,b8e9317641908228cce53b8b997fd1c6,notam_icao_to_location__b8e9317641908228cce53b8b997fd1c6
lppm,PRM,Portimao,Portimao Airport,Portugal,"Portimao Airport, Portimao, Portugal",37.1476641,-8.5801126,Media,Portimao Airport,,notam_icao_to_location,5473190534508c8bf398ff0d8efc4f82,notam_icao_to_location__5473190534508c8bf398ff0d8efc4f82
lppr,OPO,Porto,Francisco Sa Carneiro Airport,Portugal,"Francisco Sa Carneiro Airport, Porto, Portugal",41.2421186,-8.6785514,space,Francisco Sa Carneiro Airport,,notam_icao_to_location,2946d382745359ad10bbd801f20391c9,notam_icao_to_location__2946d382745359ad10bbd801f20391c9
lpps,PXO,Porto Santo Island,Porto Santo Airport,Portugal,"Porto Santo Airport, Porto Santo Island, Portugal",33.0749387,-16.3500319,Keyphrase,Porto Santo Airport,,notam_icao_to_location,c8965e7cf1a480974078877fc9e4e8a1,notam_icao_to_location__c8965e7cf1a480974078877fc9e4e8a1
lpaz,SMA,Santa Maria Island,Santa Maria Airport,Portugal,"Santa Maria Airport, Santa Maria Island, Portugal",36.9721092,-25.1649457,DiplomaticFacilities,Santa Maria Airport,,notam_icao_to_location,732cdd56fe19a71439f7da9dce452db6,notam_icao_to_location__732cdd56fe19a71439f7da9dce452db6
lpsj,SJZ,Velas,Sao Jorge Airport,Portugal,"Sao Jorge Airport, Velas, Portugal",38.6656575,-28.1756658,Consulates,Sao Jorge Airport,,notam_icao_to_location,bcd2edf8540849917e34c895a31ac81e,notam_icao_to_location__bcd2edf8540849917e34c895a31ac81e
lppd,PDL,Ponta Delgada,Joao Paulo II Airport,Portugal,"Joao Paulo II Airport, Ponta Delgada, Portugal",37.7493461,-25.7103849,DiplomaticFacilities,Joao Paulo II Airport,,notam_icao_to_location,b6002fb7c8b1963a9b3159fe52dab918,notam_icao_to_location__b6002fb7c8b1963a9b3159fe52dab918
lpsi,SIE,Sines,Sines Airport,Portugal,"Sines Airport, Sines, Portugal",37.9560944,-8.8678512,CompanyKeyword,Sines Airport,,notam_icao_to_location,0070580bcc7c763e30553cb4954a21d0,notam_icao_to_location__0070580bcc7c763e30553cb4954a21d0
lpvr,VRL,Vila Real,Vila Real Airport,Portugal,"Vila Real Airport, Vila Real, Portugal",41.2758144,-7.7194408,Organization,Vila Real Airport,,notam_icao_to_location,3d33e785a8d94e19aae5b8a394077f36,notam_icao_to_location__3d33e785a8d94e19aae5b8a394077f36
lpvz,VSE,Viseu,Viseu Airport,Portugal,"Viseu Airport, Viseu, Portugal",40.723031,-7.8901798,IndustryTerm,Viseu Airport,,notam_icao_to_location,dd4e3657360a7f6da322f7ebde0cbea4,notam_icao_to_location__dd4e3657360a7f6da322f7ebde0cbea4
tjbq,BQN,Aguadilla,Rafael Hernandez Airport,Puerto Rico,"Rafael Hernandez Airport, Aguadilla, Puerto Rico",18.4953813,-67.1355779,ForeignMinistry,Rafael Hernandez Airport,,notam_icao_to_location,2d7fe58175bba649a9ba587eb35636b1,notam_icao_to_location__2d7fe58175bba649a9ba587eb35636b1
tjab,ABO,Arecibo,Antonio Juarbe Pol Airport,Puerto Rico,"Antonio Juarbe Pol Airport, Arecibo, Puerto Rico",18.4498241,-66.6749544,Media,Antonio Juarbe Pol Airport,,notam_icao_to_location,91ed5e413e7477bf06acaedeb669f948,notam_icao_to_location__91ed5e413e7477bf06acaedeb669f948
tjfa,FAJ,Fajardo,Diego Jimenez Torres Airport,Puerto Rico,"Diego Jimenez Torres Airport, Fajardo, Puerto Rico",18.3097999,-65.6630658,LegislativeCommittee,Diego Jimenez Torres Airport,,notam_icao_to_location,c53d3bfc29f223a633715562cf0345e8,notam_icao_to_location__c53d3bfc29f223a633715562cf0345e8
tjcp,CPX,Culebra,Benjamin Rivera Noriega Airport,Puerto Rico,"Benjamin Rivera Noriega Airport, Culebra, Puerto Rico",18.3124647,-65.3038902,AAEntity,Benjamin Rivera Noriega Airport,,notam_icao_to_location,7de4f823e92a887cb5d82fd1608f12cb,notam_icao_to_location__7de4f823e92a887cb5d82fd1608f12cb
tjvq,VQS,Vieques,Antonio Rivera Rodríguez Airport,Puerto Rico,"Antonio Rivera Rodríguez Airport, Vieques, Puerto Rico",18.1352726,-65.4913286,ForeignMinister,Antonio Rivera Rodríguez Airport,,notam_icao_to_location,cade578b1326d875e32be2432313f8e0,notam_icao_to_location__cade578b1326d875e32be2432313f8e0
tjmz,MAZ,Mayaguez,Eugenio Maria de Hostos Airport,Puerto Rico,"Eugenio Maria de Hostos Airport, Mayaguez, Puerto Rico",18.255084,-67.1484859,CompanyKeyword,Eugenio Maria de Hostos Airport,,notam_icao_to_location,4f4b0855a19fd0fc1ce4fd647dda876c,notam_icao_to_location__4f4b0855a19fd0fc1ce4fd647dda876c
tjps,PSE,Ponce,Mercedita Airport,Puerto Rico,"Mercedita Airport, Ponce, Puerto Rico",18.0105611,-66.5632107,Diplomat,Mercedita Airport,,notam_icao_to_location,3699d2ce0b78911e8b83aac9b2e6b9ec,notam_icao_to_location__3699d2ce0b78911e8b83aac9b2e6b9ec
tjig,SIG,San Juan,Fernando Luis Ribas Dominicci Airport,Puerto Rico,"Fernando Luis Ribas Dominicci Airport, San Juan, Puerto Rico",18.4557662,-66.0979534,DiplomaticFacilities,Fernando Luis Ribas Dominicci Airport,,notam_icao_to_location,81f75e314e352fca850d4190e8201063,notam_icao_to_location__81f75e314e352fca850d4190e8201063
tjsj,SJU,San Juan,Luis Munoz Marin Airport,Puerto Rico,"Luis Munoz Marin Airport, San Juan, Puerto Rico",18.4373446,-66.0040763,Refinery,Luis Munoz Marin Airport,,notam_icao_to_location,5a08af6fce840ab2aa04a4b74bd7d2b9,notam_icao_to_location__5a08af6fce840ab2aa04a4b74bd7d2b9
otbd,DOH,Doha,Doha Airport,Qatar,"Doha Airport, Doha, Qatar",25.2608759,51.6138417,Legislator,Doha Airport,,notam_icao_to_location,5275f356e542d94a1df8db352419ba8c,notam_icao_to_location__5275f356e542d94a1df8db352419ba8c
fmee,RUN,Saint-Denis,Roland Garros Airport,Reunion,"Roland Garros Airport, Saint-Denis, Reunion",-20.8915972,55.512241,FTO,Roland Garros Airport,,notam_icao_to_location,4cba0ebb738cc2101de7ad95fef0d14a,notam_icao_to_location__4cba0ebb738cc2101de7ad95fef0d14a
lrar,ARW,Arad,Arad Airport,Romania,"Arad Airport, Arad, Romania",46.1723711,21.2783447,AAEntity,Arad Airport,,notam_icao_to_location,6d5acef6ebbbe3d58e58ec406438ac09,notam_icao_to_location__6d5acef6ebbbe3d58e58ec406438ac09
lrbc,BCM,Bacau,Bacau Airport,Romania,"Bacau Airport, Bacau, Romania",46.5310502,26.9107054,Shipping,Bacau Airport,,notam_icao_to_location,f21932e6f04c063bdbcbb155f626526b,notam_icao_to_location__f21932e6f04c063bdbcbb155f626526b
lrbm,BAY,Baia Mare,Baia Mare Airport,Romania,"Baia Mare Airport, Baia Mare, Romania",47.6611209,23.4674525,Diplomat,Baia Mare Airport,,notam_icao_to_location,6e2f4925e419b490748ca1ee02c1d6a7,notam_icao_to_location__6e2f4925e419b490748ca1ee02c1d6a7
lrbs,BBU,Bucharest,Aurel Vlaicu Airport,Romania,"Aurel Vlaicu Airport, Bucharest, Romania",44.4994607,26.0876334,CompanyKeyword,Aurel Vlaicu Airport,,notam_icao_to_location,192a1db78f25d2790d28d752dadba016,notam_icao_to_location__192a1db78f25d2790d28d752dadba016
lrop,OTP,Bucharest,Bucharest Henri Coanda Airport,Romania,"Bucharest Henri Coanda Airport, Bucharest, Romania",44.5707306,26.0844123,News,Bucharest Henri Coanda Airport,,notam_icao_to_location,1a2e3f153a52054eccf548fee2dfc78a,notam_icao_to_location__1a2e3f153a52054eccf548fee2dfc78a
lrcs,CSB,Caransebes,Banat Caransebes Airport,Romania,"Banat Caransebes Airport, Caransebes, Romania",45.4178284,22.2404292,Legislator,Banat Caransebes Airport,,notam_icao_to_location,1cd0df192d90ff399dcd8c5fd4a91323,notam_icao_to_location__1cd0df192d90ff399dcd8c5fd4a91323
lrcl,CLJ,Cluj-Napoca,Avram Iancu Cluj Airport,Romania,"Avram Iancu Cluj Airport, Cluj-Napoca, Romania",46.7825068,23.6880245,LegislativeCommittee,Avram Iancu Cluj Airport,,notam_icao_to_location,5b29a3ca31b3207e93ca534831309248,notam_icao_to_location__5b29a3ca31b3207e93ca534831309248
lrck,CND,Constanta,Mihail Kogalniceanu Airport,Romania,"Mihail Kogalniceanu Airport, Constanta, Romania",44.3501279,28.4818157,ForeignMinistry,Mihail Kogalniceanu Airport,,notam_icao_to_location,fd36ea0b5b02b7360d881dce707ef800,notam_icao_to_location__fd36ea0b5b02b7360d881dce707ef800
lrcv,CRA,Craiova,Craiova Airport,Romania,"Craiova Airport, Craiova, Romania",44.3127651,23.8785911,Exec,Craiova Airport,,notam_icao_to_location,927812ed6ed6e0046aeb93b79bbefe29,notam_icao_to_location__927812ed6ed6e0046aeb93b79bbefe29
lria,IAS,Iasi,Iasi Airport,Romania,"Iasi Airport, Iasi, Romania",47.1771449,27.6173117,Media,Iasi Airport,,notam_icao_to_location,8555fce8123e355deedd2ea3a40545b0,notam_icao_to_location__8555fce8123e355deedd2ea3a40545b0
lrod,OMR,Oradea,Oradea Airport,Romania,"Oradea Airport, Oradea, Romania",47.025664,21.90269,LegislativeCommittee,Oradea Airport,,notam_icao_to_location,7c69ba3399bfe2dee2b2176f3c66eb45,notam_icao_to_location__7c69ba3399bfe2dee2b2176f3c66eb45
lrsm,SUJ,Satu Mare,Satu Mare Airport,Romania,"Satu Mare Airport, Satu Mare, Romania",47.7063591,22.8817031,Media,Satu Mare Airport,,notam_icao_to_location,6c4f99c1a0bbbda470de6b53a706f922,notam_icao_to_location__6c4f99c1a0bbbda470de6b53a706f922
lrsb,SBZ,Sibiu,Sibiu Airport,Romania,"Sibiu Airport, Sibiu, Romania",45.7874451,24.0902097,News,Sibiu Airport,,notam_icao_to_location,745aef472be094fce1cbcb99c8adf28d,notam_icao_to_location__745aef472be094fce1cbcb99c8adf28d
lrsv,SCV,Suceava,Suceava Airport,Romania,"Suceava Airport, Suceava, Romania",47.6867968,26.3526861,Consulates,Suceava Airport,,notam_icao_to_location,b442fbb38f3f66ba741619811efea86e,notam_icao_to_location__b442fbb38f3f66ba741619811efea86e
lrtm,TGM,Targu-Mures,Targu Mures Transilvania Airport,Romania,"Targu Mures Transilvania Airport, Targu-Mures, Romania",46.4675787,24.4232455,Legislator,Targu Mures Transilvania Airport,,notam_icao_to_location,903e67c1e679db07dd65b077132612ce,notam_icao_to_location__903e67c1e679db07dd65b077132612ce
lrtr,TSR,Timisoara,Timisoara Traian Vuia Airport,Romania,"Timisoara Traian Vuia Airport, Timisoara, Romania",45.8112491,21.3222796,ForeignMinistry,Timisoara Traian Vuia Airport,,notam_icao_to_location,6b4556c86b12e97231ce168ffb2c5b34,notam_icao_to_location__6b4556c86b12e97231ce168ffb2c5b34
lrtc,TCE,Tulcea,Tulcea Airport,Romania,"Tulcea Airport, Tulcea, Romania",45.0625322,28.7159501,Keyphrase,Tulcea Airport,,notam_icao_to_location,b8156f939a251b1958f9e98cf4e80667,notam_icao_to_location__b8156f939a251b1958f9e98cf4e80667
ueaa,ADH,Aldan,Aldan Airport,Russia,"Aldan Airport, Aldan, Russia",58.6023567,125.3983422,Media,Aldan Airport,,notam_icao_to_location,4f6fc74e06d8954b6a9e2178b9ca2a34,notam_icao_to_location__4f6fc74e06d8954b6a9e2178b9ca2a34
uldd,AMV,Amderma,Amderma Airport,Russia,"Amderma Airport, Amderma, Russia",69.7590873,61.5768667,ForeignMinister,Amderma Airport,,notam_icao_to_location,490edb92771fc9e516bf0905b05786ae,notam_icao_to_location__490edb92771fc9e516bf0905b05786ae
uhma,DYR,Anadyr,Ugolny Airport,Russia,"Ugolny Airport, Anadyr, Russia",64.7134717,177.7381362,Keyphrase,Ugolny Airport,,notam_icao_to_location,ff35f33210c64b1334aad2d1c7ac17d2,notam_icao_to_location__ff35f33210c64b1334aad2d1c7ac17d2
urka,AAQ,Anapa,Anapa Airport,Russia,"Anapa Airport, Anapa, Russia",45.0030341,37.3408419,DiplomaticFacilities,Anapa Airport,,notam_icao_to_location,1ce25b95c2a296dc7bfcbf05bd934400,notam_icao_to_location__1ce25b95c2a296dc7bfcbf05bd934400
ulaa,ARH,Arkhangelsk,Talagi Airport,Russia,"Talagi Airport, Arkhangelsk, Russia",64.5961154,40.7145478,Exec,Talagi Airport,,notam_icao_to_location,1643449abee2342d92969b6699f01e82,notam_icao_to_location__1643449abee2342d92969b6699f01e82
