german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
am oberbach - teil ilverich,"Am Oberbach - Teil Ilverich in Meerbusch, Germany",51.2929114,6.7132549,1,,,,space,"Am Oberbach - Teil Ilverich in Meerbusch, Germany",,german_fires_meerbusch_locations,e71efb9295fb08bbec5ff4dbd610e750,german_fires_meerbusch_locations__e71efb9295fb08bbec5ff4dbd610e750
am oberen feld,"Am Oberen Feld in Meerbusch, Germany",51.3171404,6.7179538,1,,,,DiplomaticFacilities,"Am Oberen Feld in Meerbusch, Germany",,german_fires_meerbusch_locations,a4f6b0e7caedabe943f99681462c0930,german_fires_meerbusch_locations__a4f6b0e7caedabe943f99681462c0930
am pfad,"Am Pfad in Meerbusch, Germany",51.2825934,6.6610216,1,,,,ForeignMinistry,"Am Pfad in Meerbusch, Germany",,german_fires_meerbusch_locations,048fdb301cf479b79bb1006220fa0ef3,german_fires_meerbusch_locations__048fdb301cf479b79bb1006220fa0ef3
am pfarrgarten,"Am Pfarrgarten in Meerbusch, Germany",51.2508506,6.6921974,1,,,,ForeignMinister,"Am Pfarrgarten in Meerbusch, Germany",,german_fires_meerbusch_locations,c0965c6d34ec545b738c63604edf4e29,german_fires_meerbusch_locations__c0965c6d34ec545b738c63604edf4e29
am ploneshof,"Am Ploneshof in Meerbusch, Germany",51.2693652,6.6220222,1,,,,LegislativeCommittee,"Am Ploneshof in Meerbusch, Germany",,german_fires_meerbusch_locations,5e9d2c53c3f2bdaa2db1e99178348f15,german_fires_meerbusch_locations__5e9d2c53c3f2bdaa2db1e99178348f15
am putzhof,"Am Putzhof in Meerbusch, Germany",51.2596909,6.6813446,1,,,,Legislator,"Am Putzhof in Meerbusch, Germany",,german_fires_meerbusch_locations,aa1e834cbfac6b26416292d3ebb7a296,german_fires_meerbusch_locations__aa1e834cbfac6b26416292d3ebb7a296
am rheinblick,"Am Rheinblick in Meerbusch, Germany",51.3039951,6.7204331,1,,,,Pipeline,"Am Rheinblick in Meerbusch, Germany",,german_fires_meerbusch_locations,35c0ce80b3bf35a2449fb9e49ea08987,german_fires_meerbusch_locations__35c0ce80b3bf35a2449fb9e49ea08987
am rosskamp,"Am Rosskamp in Meerbusch, Germany",51.3106863,6.676408,1,,,,Legislator,"Am Rosskamp in Meerbusch, Germany",,german_fires_meerbusch_locations,be4de96ddb2ae414b27f3710fe74fb57,german_fires_meerbusch_locations__be4de96ddb2ae414b27f3710fe74fb57
am roten kreuz,"Am Roten Kreuz in Meerbusch, Germany",51.2489052,6.6866377,1,,,,Shipping,"Am Roten Kreuz in Meerbusch, Germany",,german_fires_meerbusch_locations,a073ead0a041b07635801abdd21581a9,german_fires_meerbusch_locations__a073ead0a041b07635801abdd21581a9
am schneiderhof,"Am Schneiderhof in Meerbusch, Germany",51.2513351,6.6799677,1,,,,ForeignMinister,"Am Schneiderhof in Meerbusch, Germany",,german_fires_meerbusch_locations,f34c54a819c9ae720e9a35bd5792cdc7,german_fires_meerbusch_locations__f34c54a819c9ae720e9a35bd5792cdc7
am schwanenhof,"Am Schwanenhof in Meerbusch, Germany",51.3079052,6.6741771,1,,,,News,"Am Schwanenhof in Meerbusch, Germany",,german_fires_meerbusch_locations,2a8e00482c6020a020739b6db568eb81,german_fires_meerbusch_locations__2a8e00482c6020a020739b6db568eb81
am schweinheimer kirchweg,"Am Schweinheimer Kirchweg in Meerbusch, Germany",51.2765727,6.6159348,1,,,,ForeignMinister,"Am Schweinheimer Kirchweg in Meerbusch, Germany",,german_fires_meerbusch_locations,b7b5bbf599fd2bc28025150b53cc4733,german_fires_meerbusch_locations__b7b5bbf599fd2bc28025150b53cc4733
am siegershof,"Am Siegershof in Meerbusch, Germany",51.3135656,6.7204671,1,,,,Organization,"Am Siegershof in Meerbusch, Germany",,german_fires_meerbusch_locations,8160e1407b6fc57815d069cf5c5a3c94,german_fires_meerbusch_locations__8160e1407b6fc57815d069cf5c5a3c94
am sonnengarten,"Am Sonnengarten in Meerbusch, Germany",51.2391406,6.6967863,1,,,,LegislativeCommittee,"Am Sonnengarten in Meerbusch, Germany",,german_fires_meerbusch_locations,00dbd5e0122b457c9d5758c755ac20a5,german_fires_meerbusch_locations__00dbd5e0122b457c9d5758c755ac20a5
am spick,"Am Spick in Meerbusch, Germany",51.3191561,6.7126941,1,,,,Keyphrase,"Am Spick in Meerbusch, Germany",,german_fires_meerbusch_locations,7212609de8ba0becf2d3a0baa1a4f006,german_fires_meerbusch_locations__7212609de8ba0becf2d3a0baa1a4f006
am sportplatz,"Am Sportplatz in Meerbusch, Germany",51.2781519,6.6248174,1,,,,Consulates,"Am Sportplatz in Meerbusch, Germany",,german_fires_meerbusch_locations,a43be8c1d1442c9dfc7deffe9ada44f3,german_fires_meerbusch_locations__a43be8c1d1442c9dfc7deffe9ada44f3
